"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bullish","6.74B","-46.23%","5.57B","945.46M","4.62B","200","332"
"QQQ","Bullish","4.0B","-37.93%","2.77B","1.02B","1.75B","205","279"
"V","Bullish","2.13B","362.96%","2.07B","56.62M","2.01B","4","1"
"IWM","Bullish","1.33B","-22.72%","606.25M","376.95M","229.3M","46","56"
"NVDA","Bearish","1.29B","125.78%","308.66M","650.11M","-341.46M","13","6"
"IVV","Bullish","715.17M","-10.76%","595.38M","69.0M","526.38M","21","101"
"BRK/B","Bullish","596.37M","-12.95%","521.99M","63.91M","458.08M","13","64"
"AMZN","Bearish","565.0M","-15.1%","163.69M","401.31M","-237.63M","5","2"
"CVX","Bearish","542.28M","-29.12%","86.31M","451.35M","-365.05M","8","6"
"XOM","Bullish","537.53M","-44.34%","530.5M","7.03M","523.48M","4","9"
"DICE","Bullish","506.95M","13387.03%","226.78M","208.76M","18.02M","22","133"
"ORCL","Bearish","468.04M","-4.91%","47.17M","414.88M","-367.71M","3","16"
"DHR","Bullish","464.94M","20.56%","245.85M","189.36M","56.48M","11","25"
"MSFT","Bullish","407.83M","-39.83%","269.79M","138.04M","131.76M","6","3"
"TQQQ","Bearish","404.71M","-31.44%","102.4M","114.85M","-12.45M","133","617"
"GS","Bearish","397.96M","267.31%","88.21M","309.75M","-221.54M","3","10"
"META","Bearish","357.61M","-18.08%","108.52M","229.68M","-121.16M","6","7"
"PFE","Bearish","346.08M","75.51%","0","346.08M","-346.08M","5","1"
"PG","Bearish","331.14M","-34.21%","136.29M","194.85M","-58.56M","3","9"
"AAPL","Bullish","322.01M","-65.09%","322.01M","0","322.01M","3","0"
"DFS","Bullish","305.57M","1076.27%","301.63M","1.3M","300.33M","0","11"
"GOOGL","Bearish","297.15M","-2.9%","90.53M","206.63M","-116.1M","6","2"
"DIS","Bearish","272.3M","7.07%","74.69M","194.5M","-119.81M","7","7"
"MRK","Bullish","269.97M","-49.7%","269.97M","0","269.97M","1","8"
"LLY","Bearish","269.67M","-43.4%","7.03M","248.89M","-241.85M","0","11"
"MA","Bearish","267.74M","262.0%","53.58M","214.16M","-160.59M","3","5"
"VOO","Bullish","260.95M","0.05%","134.95M","74.37M","60.58M","56","150"
"LOW","Bullish","254.07M","-43.71%","245.39M","8.68M","236.71M","0","8"
"WFC","Bullish","242.84M","-36.73%","204.62M","38.21M","166.41M","5","3"
"SYF","Bearish","239.53M","1882.93%","307.18K","239.22M","-238.91M","1","2"
"GOOG","Bearish","237.92M","-17.92%","62.6M","175.32M","-112.72M","6","2"
"ACWI","Bearish","237.6M","317.53%","4.95M","212.02M","-207.07M","3","26"
"SQQQ","Bullish","234.73M","-25.53%","80.69M","65.57M","15.12M","35","385"
"PLD","Bullish","234.42M","41.45%","229.39M","0","229.39M","1","12"
"HUM","Bullish","231.22M","-20.32%","147.48M","37.19M","110.29M","5","48"
"MS","Bearish","220.5M","-20.16%","14.93M","192.05M","-177.12M","2","14"
"ABBV","Bearish","214.86M","-44.53%","80.22M","134.65M","-54.43M","1","6"
"BIL","Bullish","213.25M","-28.96%","62.23M","36.85M","25.38M","0","217"
"EWJ","Bearish","200.78M","153.35%","40.77M","149.37M","-108.6M","9","46"
"UPS","Bullish","200.44M","-54.03%","176.18M","24.27M","151.91M","1","3"
"TJX","Bearish","193.77M","16.83%","0","187.61M","-187.61M","0","9"
"USFR","Bearish","185.98M","13.99%","50.11M","113.39M","-63.28M","0","93"
"INTC","Bullish","182.8M","21.53%","101.34M","75.38M","25.96M","4","10"
"RSP","Bullish","182.11M","-38.57%","110.23M","43.55M","66.68M","35","85"
"DD","Bullish","182.05M","25.07%","166.83M","13.55M","153.28M","3","15"
"LIN","Bearish","177.26M","-62.89%","20.3M","149.57M","-129.27M","2","8"
"DG","Bearish","169.99M","-31.35%","68.9M","78.29M","-9.39M","3","43"
"BABA","Bullish","168.09M","21.99%","62.84M","62.75M","89.41K","5","6"
"VTI","Bullish","164.12M","-56.55%","62.15M","42.32M","19.83M","23","158"
"CSCO","Bullish","163.61M","-2.04%","158.29M","0","158.29M","0","4"
"QCOM","Bullish","163.32M","87.34%","152.02M","9.95M","142.07M","7","4"
"TMO","Bullish","158.17M","147.4%","96.85M","38.8M","58.05M","2","14"
"QSR","Bearish","154.66M","915.25%","3.98M","150.31M","-146.32M","2","4"
"ELV","Bearish","153.92M","37.95%","22.4M","77.39M","-54.99M","15","70"
"DE","Bullish","153.48M","669.96%","132.32M","18.37M","113.95M","8","7"
"VGT","Bearish","151.89M","-15.48%","5.14M","140.67M","-135.53M","1","29"
"HPQ","Bullish","150.4M","6.56%","126.52M","12.37M","114.16M","1","15"
"PANW","Bearish","147.43M","-80.1%","56.87M","72.77M","-15.9M","10","38"
"MDB","Bullish","146.67M","24.48%","104.92M","33.75M","71.18M","7","30"
"VT","Bearish","143.8M","709.75%","7.86M","128.17M","-120.31M","4","36"
"AVGO","Bearish","139.77M","-56.29%","9.6M","120.03M","-110.43M","1","6"
"CRM","Bearish","139.05M","-3.02%","7.24M","122.23M","-114.99M","2","13"
"NFLX","Bullish","134.8M","-30.5%","93.52M","41.28M","52.24M","9","3"
"TMUS","Bearish","133.99M","26.25%","4.6M","84.53M","-79.94M","9","26"
"ABT","Bullish","133.97M","-35.79%","118.29M","15.68M","102.61M","1","4"
"CMI","Bullish","133.0M","39.21%","132.67M","333.76K","132.33M","1","9"
"MU","Bearish","130.72M","73.85%","63.24M","66.08M","-2.84M","0","8"
"PEP","Bearish","130.66M","40.31%","49.18M","81.48M","-32.31M","0","5"
"TGT","Bullish","129.95M","-51.54%","117.33M","4.94M","112.38M","10","16"
"FI","Bullish","128.73M","-38.05%","101.22M","24.67M","76.55M","0","9"
"T","Bullish","128.41M","-36.15%","70.39M","56.45M","13.94M","4","9"
"XBI","Bearish","127.39M","244.0%","6.8M","113.85M","-107.04M","18","23"
"TSLA","Bearish","127.26M","-84.34%","16.24M","111.02M","-94.78M","10","3"
"AGG","Bullish","126.41M","-39.6%","85.54M","14.45M","71.09M","10","96"
"EWZ","Bearish","126.34M","35.34%","24.21M","101.63M","-77.42M","8","22"
"PEG","Bullish","125.05M","4.04%","124.25M","0","124.25M","2","8"
"C","Bullish","124.78M","-48.53%","117.74M","894.78K","116.84M","4","5"
"USHY","Bearish","124.64M","440.46%","3.77M","113.53M","-109.76M","1","34"
"AXP","Bullish","123.37M","-1.84%","122.09M","0","122.09M","0","8"
"BMY","Bullish","120.42M","89.02%","118.12M","0","118.12M","1","6"
"IGSB","Bearish","118.57M","387.33%","3.74M","109.51M","-105.76M","0","16"
"F","Bearish","118.28M","26.31%","8.97M","67.29M","-58.32M","4","29"
"PDD","Bullish","115.82M","82.04%","82.23M","21.07M","61.16M","11","20"
"AMD","Bullish","115.72M","-49.48%","90.24M","23.12M","67.11M","10","7"
"PYPL","Bullish","111.22M","0.63%","89.0M","14.78M","74.22M","13","12"
"USB","Bearish","109.43M","67.47%","4.46M","34.18M","-29.71M","3","13"
"BA","Bullish","109.27M","7.47%","66.39M","41.62M","24.76M","9","16"
"CMG","Bearish","107.06M","70.31%","39.29M","65.72M","-26.42M","1","6"
"BND","Bullish","106.72M","31.84%","58.11M","12.13M","45.98M","0","101"
"TSCO","Bearish","106.35M","248.15%","8.29M","19.22M","-10.93M","5","40"
"ADBE","Bullish","106.17M","-42.54%","60.78M","34.36M","26.42M","8","6"
"JNJ","Bearish","103.89M","51.38%","49.03M","54.85M","-5.82M","0","4"
"VTV","Bearish","103.87M","-21.86%","19.63M","61.75M","-42.12M","15","66"
"ZTS","Bearish","103.87M","-30.08%","0","99.1M","-99.1M","2","14"
"SOXL","Bullish","102.62M","-21.6%","54.88M","34.26M","20.62M","39","110"
"KO","Bullish","101.62M","53.2%","69.86M","25.64M","44.22M","4","2"
"FIS","Bullish","101.41M","21.51%","98.92M","891.21K","98.03M","2","13"
"GE","Bearish","99.47M","176.28%","15.97M","73.09M","-57.12M","6","13"
"BBWI","Bearish","97.35M","166.02%","547.82K","80.08M","-79.54M","1","23"
"NKE","Bearish","97.22M","-7.41%","8.0M","89.22M","-81.23M","1","8"
"RTX","Bearish","97.19M","96.01%","8.66M","69.54M","-60.89M","6","10"
"MCHI","Bullish","95.53M","326.9%","17.27M","776.5K","16.49M","5","9"
"EFA","Bullish","95.52M","-42.14%","46.13M","25.28M","20.86M","2","64"
"EQIX","Bullish","95.38M","240.85%","52.69M","3.89M","48.79M","0","18"
"TEL","Bearish","94.42M","39.72%","12.85M","78.2M","-65.35M","1","16"
"EPAM","Bearish","93.01M","17.01%","0","49.58M","-49.58M","0","7"
"SYK","Bearish","92.64M","-44.23%","7.15M","82.69M","-75.55M","0","6"
"ISTB","Bullish","90.98M","3620.4%","85.09M","4.66M","80.42M","2","11"
"COP","Bullish","90.94M","143.09%","69.4M","14.94M","54.46M","6","9"
"IQV","Bearish","90.27M","21.8%","487.68K","63.54M","-63.05M","2","16"
"IAU","Bullish","88.27M","101.96%","68.41M","14.48M","53.93M","1","37"
"DDOG","Bearish","87.54M","185.13%","36.94M","49.08M","-12.14M","4","14"
"HPE","Bullish","87.52M","-19.64%","61.26M","5.51M","55.75M","4","38"
"LW","Bearish","86.7M","112.82%","6.48M","79.93M","-73.44M","0","6"
"AON","Bullish","86.18M","-4.8%","82.21M","2.98M","79.23M","2","8"
"BF/B","Bullish","85.29M","10.21%","85.29M","0","85.29M","0","7"
"KMB","Bullish","84.29M","-20.6%","73.26M","11.03M","62.22M","0","10"
"COST","Bearish","84.1M","-7.72%","20.75M","63.36M","-42.61M","0","6"
"CTVA","Bullish","83.76M","-50.98%","62.25M","16.89M","45.36M","1","15"
"VWO","Bearish","83.38M","69.13%","11.14M","59.67M","-48.52M","3","65"
"SPAB","Bullish","83.15M","602.1%","68.17M","13.13M","55.05M","0","18"
"REGN","Bearish","82.57M","71.21%","0","73.8M","-73.8M","0","8"
"ICE","Bullish","82.13M","840.83%","72.59M","6.31M","66.28M","3","7"
"BK","Bearish","81.49M","-22.61%","3.11M","74.34M","-71.22M","0","10"
"LMT","Bearish","81.05M","-39.67%","0","81.05M","-81.05M","0","5"
"JPM","Bullish","79.87M","0.96%","72.42M","0","72.42M","2","2"
"MCD","Bullish","79.5M","13.39%","73.9M","5.6M","68.3M","0","5"
"CB","Bullish","79.49M","48.16%","49.41M","5.33M","44.08M","1","11"
"DTE","Bullish","79.34M","-53.11%","73.11M","5.3M","67.81M","0","8"
"MUB","Bullish","78.34M","96.58%","44.7M","14.61M","30.09M","7","63"
"SMCI","Bearish","78.32M","29.18%","19.96M","36.09M","-16.13M","10","117"
"QUAL","Bearish","77.74M","151.8%","2.45M","62.6M","-60.15M","4","26"
"GTLS","Bullish","76.47M","1164.85%","74.08M","0","74.08M","0","16"
"SPLG","Bullish","76.19M","72.13%","67.62M","2.85M","64.78M","2","18"
"WELL","Bearish","76.07M","-69.03%","2.3M","71.12M","-68.82M","0","10"
"VRTX","Bearish","75.46M","5.24%","3.06M","69.21M","-66.15M","1","11"
"AVB","Bullish","74.51M","12.85%","72.02M","0","72.02M","0","15"
"PLTR","Bearish","72.65M","-12.29%","19.59M","31.32M","-11.74M","25","92"
"MO","Bearish","72.35M","-41.96%","20.79M","51.56M","-30.77M","6","3"
"XYL","Bullish","70.17M","-17.79%","58.8M","327.34K","58.47M","0","15"
"SEDG","Bearish","69.81M","196.16%","11.28M","17.1M","-5.82M","2","109"
"RCL","Bullish","69.14M","-43.68%","61.18M","2.01M","59.16M","8","21"
"GDX","Bearish","68.8M","48.09%","7.81M","42.62M","-34.8M","16","33"
"AMT","Bearish","68.7M","149.16%","0","26.95M","-26.95M","0","12"
"YUM","Bullish","68.41M","-43.05%","64.13M","2.04M","62.09M","1","14"
"SPYV","Bullish","68.12M","7.8%","52.25M","14.57M","37.69M","3","21"
"DGRO","Bullish","67.87M","489.02%","65.61M","896.54K","64.72M","0","10"
"LULU","Bullish","66.89M","73.76%","16.5M","13.3M","3.19M","2","19"
"ATVI","Bullish","66.74M","-6.72%","64.35M","1.64M","62.71M","3","4"
"FCX","Bullish","66.21M","-66.15%","63.74M","782.2K","62.96M","3","10"
"A","Bearish","65.77M","-40.71%","9.83M","49.19M","-39.36M","2","22"
"EMB","Bearish","65.36M","27.94%","7.48M","53.64M","-46.16M","0","23"
"MSI","Bullish","65.22M","-27.42%","64.62M","0","64.62M","0","5"
"JPST","Bullish","65.03M","13.69%","34.3M","4.93M","29.37M","0","59"
"MMC","Bullish","64.93M","-35.01%","64.93M","0","64.93M","0","4"
"NXPI","Bullish","64.64M","-0.04%","44.55M","7.28M","37.28M","1","14"
"VXUS","Bullish","64.47M","98.41%","29.19M","12.64M","16.54M","0","35"
"BLK","Bearish","64.47M","398.57%","2.16M","62.31M","-60.15M","0","7"
"SPDW","Bullish","64.24M","243.73%","33.6M","928.67K","32.68M","2","15"
"AI","Bearish","63.83M","-32.12%","26.78M","31.04M","-4.25M","70","71"
"VVV","Bearish","62.44M","331.31%","0","61.45M","-61.45M","0","4"
"VYM","Bearish","62.1M","35.38%","8.49M","33.52M","-25.03M","9","50"
"UNH","Bullish","61.29M","-57.75%","51.76M","0","51.76M","0","9"
"LUV","Bullish","61.12M","66.43%","53.64M","524.08K","53.12M","7","20"
"SHV","Bullish","61.1M","-48.0%","25.08M","20.0M","5.08M","0","108"
"VICI","Bearish","61.01M","-26.3%","0","61.01M","-61.01M","5","2"
"D","Bearish","60.99M","-34.12%","11.79M","43.08M","-31.29M","3","19"
"EQT","Bullish","60.86M","-34.43%","57.37M","3.18M","54.18M","4","10"
"AJG","Bullish","60.81M","-6.17%","50.09M","8.61M","41.48M","4","13"
"ADSK","Bullish","60.57M","26.4%","46.27M","11.01M","35.26M","1","11"
"EL","Bearish","60.54M","45.61%","11.41M","31.06M","-19.65M","8","15"
"CSGP","Bullish","60.39M","146.75%","57.45M","0","57.45M","5","4"
