"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"TSLA","Bearish","10.46B","3.04%","3.39B","3.59B","-195.17M","6873","15660"
"SPY","Bearish","5.66B","-25.98%","1.94B","3.37B","-1.43B","266","399"
"NVDA","Bullish","3.6B","-3.31%","1.45B","1.36B","89.72M","1089","3911"
"QQQ","Bearish","2.2B","-39.78%","618.63M","1.32B","-701.09M","168","273"
"AAPL","Bearish","1.81B","13.34%","436.11M","822.66M","-386.55M","533","1491"
"MSFT","Bearish","1.2B","-11.07%","204.79M","677.18M","-472.38M","305","722"
"HYG","Bullish","1.11B","57.31%","548.68M","481.83M","66.85M","35","191"
"AMZN","Bearish","1.09B","-31.84%","168.36M","603.36M","-435.0M","447","1118"
"AMD","Bullish","885.58M","-18.16%","293.99M","273.7M","20.29M","548","1189"
"META","Bearish","742.25M","-64.47%","212.86M","331.79M","-118.93M","194","867"
"TQQQ","Bullish","599.19M","14.95%","173.63M","171.11M","2.52M","230","845"
"NFLX","Bearish","540.68M","75.27%","95.82M","340.08M","-244.26M","72","385"
"LQD","Bearish","511.57M","10.81%","205.92M","252.65M","-46.73M","23","155"
"IWM","Bearish","488.18M","-54.05%","193.13M","254.87M","-61.75M","36","53"
"TLT","Bullish","408.69M","270.48%","237.02M","150.02M","87.0M","18","76"
"VTI","Bullish","407.25M","213.87%","340.01M","22.08M","317.93M","28","112"
"XOM","Bearish","380.74M","-33.74%","22.05M","316.52M","-294.46M","65","112"
"SQQQ","Bearish","338.31M","26.73%","87.21M","140.93M","-53.72M","64","593"
"ORCL","Bullish","309.96M","-31.1%","262.35M","21.96M","240.39M","16","100"
"BRK/B","Bearish","307.18M","-32.96%","30.95M","263.32M","-232.37M","11","96"
"DIS","Bearish","306.06M","6.18%","62.57M","142.19M","-79.61M","24","164"
"PG","Bullish","263.55M","-52.58%","202.11M","12.27M","189.84M","8","111"
"MRK","Bullish","254.63M","-46.34%","197.75M","42.68M","155.07M","57","57"
"VOO","Bearish","253.84M","41.48%","81.6M","118.11M","-36.51M","25","125"
"GOOGL","Bearish","242.91M","-67.37%","60.02M","125.89M","-65.86M","104","240"
"CVX","Bearish","234.55M","-59.18%","47.05M","167.22M","-120.17M","37","70"
"LLY","Bearish","230.86M","-60.78%","21.15M","197.29M","-176.14M","18","67"
"SNOW","Bullish","227.83M","103.98%","105.02M","67.71M","37.31M","57","380"
"ADI","Bullish","220.78M","118.78%","27.55M","17.58M","9.97M","4","32"
"MA","Bearish","208.45M","52.96%","21.79M","165.82M","-144.03M","3","40"
"PFE","Bullish","205.0M","-30.6%","136.23M","43.48M","92.74M","35","96"
"MU","Bearish","198.2M","31.83%","72.31M","103.25M","-30.94M","75","95"
"ABBV","Bullish","194.84M","-28.97%","144.3M","19.67M","124.63M","22","76"
"ISEE","Bearish","190.42M","87.13%","60.4M","63.62M","-3.22M","39","135"
"BIL","Bearish","188.28M","-10.72%","38.77M","78.63M","-39.85M","0","290"
"GOOG","Bearish","188.27M","-67.49%","48.12M","90.56M","-42.44M","84","147"
"SHV","Bullish","185.15M","237.35%","77.55M","55.8M","21.74M","0","110"
"XLE","Bearish","185.15M","63.89%","61.64M","111.68M","-50.04M","18","54"
"BSV","Bullish","181.12M","360.69%","125.6M","36.39M","89.21M","1","51"
"DHR","Bullish","176.18M","-26.08%","136.16M","8.58M","127.58M","4","55"
"XLV","Bullish","174.75M","218.21%","116.51M","43.37M","73.15M","31","74"
"UNH","Bearish","174.73M","-19.0%","15.52M","105.65M","-90.14M","11","111"
"JNJ","Bullish","173.11M","10.63%","75.97M","44.34M","31.63M","22","126"
