"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.57B","-24.52%","3.66B","1.78B","1.88B","78","123"
"TSLA","","2.95B","-49.07%","989.5M","962.48M","27.02M","1254","3839"
"NVDA","","2.4B","-46.33%","956.48M","882.27M","74.2M","381","2347"
"QQQ","","1.08B","-67.36%","855.66M","128.13M","727.52M","50","90"
"AAPL","","908.77M","-33.78%","367.03M","175.61M","191.42M","274","1083"
"MSFT","","687.63M","-72.58%","432.24M","141.92M","290.32M","94","351"
"AMZN","","564.95M","-57.66%","226.01M","145.64M","80.37M","186","636"
"IWM","","393.48M","-70.92%","67.79M","266.88M","-199.09M","25","37"
"AMD","","299.75M","-66.12%","110.44M","86.92M","23.52M","132","360"
"XOM","","255.37M","-57.05%","128.48M","109.01M","19.47M","32","64"
"TLT","","214.65M","-33.01%","53.02M","135.21M","-82.19M","18","119"
"HYG","","205.57M","-79.96%","87.29M","107.46M","-20.16M","2","46"
"META","","193.65M","-73.72%","83.21M","56.0M","27.21M","63","268"
"GOOGL","","161.1M","-68.58%","48.1M","23.46M","24.64M","65","224"
"TQQQ","","147.61M","-60.05%","35.42M","31.26M","4.15M","26","241"
"CVX","","134.48M","-60.27%","7.05M","103.62M","-96.57M","12","53"
"IWD","","122.33M","-5.37%","27.25M","77.26M","-50.01M","11","46"
"DIS","","119.64M","-58.93%","67.47M","34.82M","32.64M","26","55"
"SLF","","108.06M","3211.14%","56.6M","51.46M","5.15M","2","0"
"VTI","","103.06M","-36.98%","17.09M","45.23M","-28.14M","9","74"
"XLE","","102.99M","-45.13%","47.41M","44.87M","2.53M","9","49"
"DASH","","94.01M","14.66%","9.54M","54.63M","-45.09M","3","31"
"EFA","","93.86M","-46.48%","32.76M","48.55M","-15.8M","7","53"
"LQD","","93.64M","-84.95%","20.02M","54.77M","-34.75M","13","76"
"GOOG","","93.43M","-74.14%","42.89M","12.19M","30.7M","35","117"
"BABA","","91.15M","-72.22%","54.1M","23.33M","30.78M","27","89"
"BA","","91.04M","-48.37%","35.61M","34.62M","990.46K","17","114"
"VOO","","89.11M","-79.91%","35.72M","8.26M","27.46M","14","67"
"COIN","","88.1M","36.18%","44.24M","33.83M","10.41M","33","126"
"IVV","","87.77M","-64.71%","32.69M","35.56M","-2.88M","6","49"
"DIA","","85.98M","-26.95%","13.76M","61.86M","-48.11M","9","24"
"BIL","","84.76M","-80.71%","9.94M","38.24M","-28.29M","0","88"
"NVO","","84.15M","112.34%","5.49M","69.96M","-64.47M","14","33"
"AMGN","","81.83M","12.33%","77.7M","1.83M","75.87M","2","18"
"EWZ","","81.04M","15.53%","58.71M","20.57M","38.14M","6","17"
"AGG","","78.59M","-62.79%","33.28M","7.8M","25.48M","3","86"
"VIG","","77.73M","-14.48%","12.75M","59.94M","-47.2M","4","25"
"MA","","75.79M","1.56%","66.09M","4.12M","61.97M","6","17"
"NFLX","","72.43M","-26.26%","50.62M","15.13M","35.49M","9","36"
"BND","","67.5M","-52.76%","28.56M","22.31M","6.25M","2","46"
"CRM","","65.66M","-20.33%","16.09M","18.18M","-2.1M","3","32"
"MUB","","65.51M","-62.56%","7.51M","30.3M","-22.8M","6","41"
"WMT","","63.48M","-61.04%","21.24M","17.49M","3.75M","12","99"
"PANW","","63.19M","-67.44%","24.06M","16.51M","7.54M","9","69"
"HYD","","63.06M","302.22%","2.42M","60.34M","-57.92M","3","5"
"IWF","","61.45M","-29.57%","18.88M","33.95M","-15.07M","5","30"
"SCHD","","60.61M","-1.2%","27.52M","25.56M","1.96M","4","25"
"NEM","","57.3M","30.96%","2.31M","53.35M","-51.04M","7","8"
"LLY","","56.82M","-56.56%","37.7M","12.89M","24.81M","7","42"
"IEFA","","56.61M","-32.78%","22.99M","20.56M","2.43M","1","56"
"AVGO","","55.97M","-66.31%","34.17M","8.01M","26.17M","9","11"
"SQ","","53.61M","-14.4%","26.27M","22.84M","3.42M","24","28"
"KVUE","","52.64M","81.54%","6.24M","35.73M","-29.49M","5","29"
"IEF","","52.03M","-25.31%","7.26M","33.23M","-25.98M","0","50"
"FXI","","51.98M","-24.74%","22.36M","29.3M","-6.95M","2","14"
"SMCI","","50.64M","-51.98%","18.53M","24.12M","-5.59M","6","81"
"ADBE","","48.67M","-66.7%","9.25M","33.87M","-24.62M","3","12"
"IJH","","48.23M","13.95%","4.66M","33.84M","-29.18M","2","24"
"VTV","","47.83M","-42.58%","7.24M","29.83M","-22.6M","8","31"
"WFC","","46.57M","-67.53%","39.48M","3.4M","36.08M","3","25"
"HD","","45.48M","-64.13%","11.17M","30.96M","-19.79M","3","29"
"SQQQ","","44.71M","-70.21%","14.63M","9.11M","5.52M","3","96"
"BAC","","44.57M","-81.92%","12.24M","23.28M","-11.04M","9","47"
"VCIT","","44.55M","-61.72%","2.19M","36.77M","-34.57M","2","17"
"VB","","43.26M","146.34%","41.25M","934.69K","40.32M","2","14"
"BDX","","43.0M","23.93%","1.92M","36.23M","-34.32M","0","11"
"V","","42.98M","-80.17%","16.1M","20.93M","-4.82M","7","43"
"SRE","","42.17M","45.13%","39.0M","307.65K","38.69M","0","7"
"PCG","","41.96M","-1.64%","37.75M","0","37.75M","0","9"
"USFR","","41.64M","-61.19%","9.25M","3.01M","6.24M","0","59"
"FRT","","41.58M","272.17%","0","41.58M","-41.58M","2","0"
"PDD","","41.39M","-77.68%","11.41M","19.26M","-7.85M","9","41"
"VUG","","41.12M","-21.76%","26.56M","4.4M","22.16M","2","29"
"XLV","","40.88M","-63.12%","21.97M","3.16M","18.81M","4","41"
"JNJ","","40.65M","-69.29%","15.26M","6.5M","8.76M","10","46"
"XLK","","40.52M","-73.75%","29.08M","4.18M","24.9M","10","24"
"T","","40.31M","-55.52%","860.21K","32.51M","-31.65M","5","18"
"TMO","","39.88M","-43.7%","9.52M","15.03M","-5.51M","3","19"
"PLTR","","39.77M","-73.37%","12.17M","20.08M","-7.91M","28","62"
"OXY","","39.74M","32.35%","3.71M","33.57M","-29.86M","4","25"
"DE","","39.02M","-54.26%","16.4M","10.23M","6.17M","1","46"
"BXSL","","38.58M","38.77%","0","38.58M","-38.58M","1","0"
"UBER","","38.47M","-83.19%","10.5M","11.4M","-900.75K","8","54"
"SHV","","38.24M","-60.7%","10.35M","10.75M","-405.77K","0","47"
"CSCO","","38.09M","-68.88%","23.95M","4.48M","19.47M","2","42"
"HSY","","37.54M","323.64%","26.16M","11.38M","14.78M","1","10"
"LIVN","","37.5M","1462.56%","37.5M","0","37.5M","0","1"
"SHOP","","37.3M","-39.41%","6.81M","5.69M","1.12M","6","50"
"EEM","","36.94M","-82.84%","22.22M","11.16M","11.07M","1","29"
"INTC","","36.74M","-75.36%","7.11M","12.86M","-5.74M","8","38"
"TSM","","36.24M","-30.37%","8.59M","3.25M","5.35M","8","33"
"SBUX","","35.7M","-36.12%","2.5M","31.74M","-29.24M","3","12"
"UNH","","35.45M","-73.36%","30.27M","2.77M","27.51M","2","17"
"GM","","34.26M","-47.4%","5.02M","7.24M","-2.22M","11","29"
"PG","","33.84M","-77.84%","19.32M","10.62M","8.7M","1","31"
"NKE","","33.55M","-27.75%","27.14M","3.76M","23.38M","6","11"
"BRK/B","","33.41M","-91.91%","24.08M","6.17M","17.91M","7","31"
"BIV","","33.18M","-15.75%","649.29K","32.53M","-31.88M","0","3"
"PYPL","","32.91M","-51.21%","9.05M","19.25M","-10.2M","14","27"
"PFE","","32.47M","-51.86%","8.86M","15.88M","-7.01M","9","44"
"APO","","32.39M","-39.53%","1.24M","2.09M","-856.4K","2","17"
"IEMG","","32.27M","-63.74%","10.63M","15.37M","-4.74M","1","21"
"GLD","","31.98M","-84.49%","7.26M","10.11M","-2.85M","9","34"
"VALE","","31.86M","-75.44%","18.81M","8.32M","10.49M","0","15"
"AMAT","","31.71M","-71.54%","12.9M","1.56M","11.34M","6","12"
"JPM","","31.01M","-78.85%","8.92M","12.61M","-3.69M","10","46"
"UPS","","30.38M","-73.84%","17.14M","9.99M","7.15M","11","25"
"ORCL","","30.26M","-58.71%","6.3M","23.17M","-16.86M","2","7"
"XBI","","30.13M","-39.95%","17.59M","6.42M","11.17M","12","24"
"KWEB","","29.93M","-54.31%","3.26M","26.32M","-23.06M","3","6"
"DUK","","29.92M","-32.84%","26.9M","2.03M","24.87M","6","14"
"CRWD","","29.38M","19.8%","5.3M","19.97M","-14.66M","5","25"
"SNOW","","29.26M","13.0%","17.55M","5.66M","11.89M","6","36"
"EOG","","29.22M","-23.01%","18.26M","1.41M","16.85M","1","10"
"SE","","29.22M","-54.1%","1.8M","4.77M","-2.98M","9","35"
"MCD","","29.17M","-70.56%","15.35M","6.85M","8.5M","2","31"
"ANET","","27.47M","46.81%","23.52M","3.95M","19.57M","0","9"
"HDV","","27.42M","77.19%","1.71M","20.2M","-18.5M","2","18"
"XLF","","27.33M","-83.62%","7.52M","16.41M","-8.89M","1","22"
"KO","","27.3M","-73.87%","19.46M","1.3M","18.17M","4","37"
"PXD","","26.1M","-75.52%","9.15M","10.9M","-1.75M","8","9"
"DVN","","25.94M","-2.44%","3.44M","20.43M","-16.99M","2","19"
"VEA","","25.89M","-59.45%","2.83M","11.66M","-8.84M","0","34"
"IVE","","25.48M","10.26%","20.47M","2.07M","18.4M","2","11"
"EMR","","25.47M","38.56%","10.24M","15.23M","-4.99M","1","8"
"SMH","","25.39M","-69.45%","8.86M","12.43M","-3.57M","10","24"
"SHY","","25.38M","-77.34%","9.41M","4.35M","5.06M","1","37"
"VCSH","","25.35M","-85.67%","1.22M","16.97M","-15.75M","0","23"
"CI","","25.09M","-62.96%","4.45M","17.91M","-13.46M","2","10"
"GPI","","24.71M","668.26%","24.71M","0","24.71M","0","2"
"X","","24.62M","369.38%","20.88M","1.99M","18.89M","4","6"
"QCOM","","24.56M","-84.85%","4.93M","4.92M","10.23K","5","21"
"F","","24.54M","-44.03%","7.91M","14.96M","-7.05M","0","18"
"SNA","","24.54M","869.94%","276.18K","23.98M","-23.71M","0","6"
"MSTR","","24.41M","39.96%","10.99M","5.67M","5.32M","1","26"
"FTNT","","24.3M","10.84%","21.8M","0","21.8M","2","5"
"ARM","","24.24M","-26.63%","9.27M","9.14M","128.68K","8","55"
"AVNT","","24.09M","1661.44%","24.09M","0","24.09M","0","1"
"AJG","","24.0M","-28.15%","15.78M","3.64M","12.14M","0","7"
"ARKK","","23.85M","-56.18%","10.55M","8.93M","1.61M","7","29"
"RSP","","23.74M","-80.95%","6.31M","8.98M","-2.67M","5","26"
"VTEB","","23.25M","-76.11%","16.05M","1.22M","14.83M","2","27"
"CPRT","","23.17M","17.8%","13.86M","938.99K","12.92M","2","8"
"MCHI","","23.04M","-61.83%","23.04M","0","23.04M","2","5"
"TSN","","22.88M","169.23%","8.29M","14.59M","-6.29M","3","1"
"SPG","","22.8M","127.25%","3.69M","4.54M","-844.13K","1","15"
"DG","","22.23M","-25.19%","9.9M","11.3M","-1.41M","1","9"
"PSP","","21.9M","103.66%","21.9M","0","21.9M","0","3"
"CMG","","21.56M","-36.16%","8.56M","13.0M","-4.44M","0","3"
