"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.58B","-37.42%","579.57M","3.47B","-2.89B","190","370"
"QQQ","","3.99B","10.97%","970.55M","2.65B","-1.68B","183","412"
"NEM","","1.19B","2764.99%","119.26M","1.03B","-907.57M","51","38"
"AAPL","","1.18B","170.81%","469.8M","708.9M","-239.11M","16","3"
"IWM","","987.38M","-25.82%","349.23M","456.08M","-106.85M","39","100"
"MSFT","","614.78M","164.08%","614.78M","0","614.78M","1","2"
"GOOGL","","591.83M","361.68%","254.03M","311.54M","-57.51M","3","2"
"BMY","","523.9M","381.27%","152.64M","369.79M","-217.15M","1","10"
"PKW","","470.34M","11813.88%","172.63M","66.4M","106.23M","4","44"
"TQQQ","","454.84M","6.32%","124.43M","141.85M","-17.42M","80","638"
"DDOG","","347.71M","582.53%","140.88M","141.78M","-897.97K","81","328"
"IWY","","339.35M","2249.3%","269.31M","60.98M","208.33M","2","38"
"AMZN","","338.32M","-17.06%","100.05M","238.27M","-138.23M","6","4"
"XOM","","324.95M","-59.92%","5.23M","314.53M","-309.29M","6","2"
"BIL","","300.1M","-72.57%","125.29M","63.01M","62.28M","0","253"
"BRK/B","","281.14M","-25.25%","240.82M","28.24M","212.58M","10","120"
"REGN","","275.63M","1902.7%","131.0M","143.77M","-12.78M","1","11"
"WELL","","273.78M","1286.11%","163.82M","60.36M","103.47M","11","34"
"JNK","","269.45M","-28.1%","260.61M","6.19M","254.42M","8","18"
"CVX","","268.78M","-27.01%","6.45M","217.74M","-211.3M","1","9"
"ADBE","","258.54M","-14.99%","125.75M","14.25M","111.5M","5","19"
"LIN","","254.04M","1741.26%","5.2M","199.36M","-194.16M","4","12"
"AGG","","253.51M","11.03%","53.0M","136.12M","-83.12M","3","143"
"AMD","","251.21M","-34.6%","79.43M","20.62M","58.81M","11","5"
"BND","","243.55M","42.5%","45.57M","122.15M","-76.59M","5","128"
"VOO","","233.06M","-35.07%","78.28M","51.54M","26.74M","47","144"
"MUB","","232.17M","-27.75%","68.59M","89.1M","-20.51M","33","187"
"GOOG","","222.04M","-8.99%","205.51M","0","205.51M","1","2"
"SQQQ","","217.63M","-17.62%","66.72M","53.49M","13.23M","18","381"
"DIS","","211.78M","7.44%","4.29M","207.49M","-203.19M","5","2"
"CELH","","211.58M","533.05%","103.27M","85.87M","17.4M","30","202"
"UNH","","209.89M","189.65%","209.89M","0","209.89M","0","4"
"IVV","","199.44M","-44.78%","23.74M","111.16M","-87.41M","19","108"
"EMR","","185.82M","442.69%","160.79M","9.22M","151.58M","6","31"
"VTEB","","178.01M","-44.58%","95.15M","31.83M","63.32M","11","135"
"TSLA","","176.21M","-42.61%","155.68M","13.8M","141.87M","9","3"
"ICVT","","173.22M","678.93%","171.08M","0","171.08M","3","7"
"GDX","","173.07M","239.59%","70.22M","98.92M","-28.69M","17","34"
"GRID","","172.17M","5533.99%","0","172.17M","-172.17M","1","10"
"WFC","","169.73M","103.02%","3.34M","164.43M","-161.09M","3","5"
"ABCM","","165.67M","640.6%","63.95M","81.84M","-17.89M","9","63"
"SHV","","161.71M","-65.25%","47.7M","25.83M","21.87M","1","129"
"ABBV","","161.32M","326.35%","92.63M","26.19M","66.44M","2","7"
"USHY","","158.06M","57.16%","69.06M","53.59M","15.47M","3","11"
"VCIT","","153.96M","-15.44%","131.97M","6.42M","125.55M","6","47"
"UBER","","153.55M","126.68%","90.43M","46.8M","43.63M","27","19"
"NOW","","152.61M","533.26%","8.24M","131.74M","-123.5M","3","10"
"WCN","","148.03M","201.38%","0","147.62M","-147.62M","0","3"
"DELL","","146.84M","129.54%","113.23M","24.66M","88.58M","6","46"
"ELV","","143.59M","100.17%","141.3M","0","141.3M","1","13"
"AMGN","","141.91M","111.66%","94.64M","37.43M","57.21M","0","11"
"PANW","","140.39M","98.75%","85.18M","44.53M","40.65M","5","21"
"SQ","","134.72M","38.66%","34.22M","79.26M","-45.04M","30","59"
"LLY","","131.78M","-12.71%","83.66M","33.48M","50.18M","0","7"
"ON","","129.22M","55.22%","41.44M","40.92M","514.09K","13","50"
"HUM","","129.11M","43.25%","9.55M","83.65M","-74.1M","3","25"
"SGEN","","128.39M","59.93%","1.07M","125.92M","-124.85M","1","17"
"WDC","","123.23M","-19.75%","114.63M","4.04M","110.6M","0","14"
"PEP","","121.3M","57.59%","17.71M","101.18M","-83.47M","3","5"
"CTAS","","119.81M","1463.86%","101.61M","18.2M","83.41M","0","12"
"VTI","","118.03M","-44.48%","46.66M","18.0M","28.66M","39","128"
"BMRN","","117.93M","457.83%","52.11M","29.36M","22.75M","8","58"
"NVDA","","116.93M","-60.53%","71.52M","45.41M","26.11M","3","2"
"NFLX","","116.87M","144.81%","88.23M","28.64M","59.59M","0","11"
"MDB","","115.08M","106.36%","46.04M","48.32M","-2.29M","14","134"
"LMT","","114.91M","344.03%","0","114.91M","-114.91M","0","3"
"CRM","","112.38M","134.12%","2.71M","43.39M","-40.68M","5","16"
"NOC","","112.35M","389.92%","31.47M","45.43M","-13.96M","2","10"
"PFE","","111.58M","5.82%","88.41M","23.18M","65.23M","5","3"
"ZTS","","111.31M","73.21%","5.18M","90.91M","-85.73M","3","9"
"UNP","","107.8M","423.81%","93.45M","9.22M","84.23M","1","8"
"DT","","104.22M","492.03%","10.86M","42.14M","-31.28M","9","59"
"EWZ","","103.54M","68.49%","48.21M","45.97M","2.25M","5","54"
"NEWR","","103.4M","145.95%","12.17M","27.72M","-15.55M","6","60"
"CMG","","101.58M","25.61%","0","101.58M","-101.58M","0","3"
"EPI","","101.03M","6339.3%","98.33M","790.67K","97.54M","0","6"
"SNOW","","100.48M","194.0%","34.51M","43.07M","-8.56M","21","57"
"SO","","98.54M","18.8%","47.36M","4.61M","42.75M","6","18"
"AJG","","98.17M","107.9%","51.67M","18.57M","33.1M","2","16"
"USMV","","96.65M","242.39%","9.17M","3.64M","5.52M","3","28"
"FCX","","95.77M","772.05%","66.34M","7.0M","59.35M","9","15"
"ITOT","","95.4M","150.8%","35.4M","54.85M","-19.45M","2","22"
"PG","","95.28M","82.17%","16.5M","69.94M","-53.44M","1","8"
"VEA","","94.57M","14.89%","32.28M","18.69M","13.59M","1","110"
"IEFA","","94.46M","-35.02%","33.42M","16.03M","17.39M","4","99"
"KCE","","94.17M","7245.37%","0","93.63M","-93.63M","0","6"
"EFA","","93.94M","-41.68%","38.69M","41.6M","-2.91M","5","61"
"HES","","92.57M","-16.59%","16.63M","70.25M","-53.62M","4","18"
"JPM","","91.39M","3.91%","91.39M","0","91.39M","0","3"
"USMC","","91.38M","27076.62%","0","91.38M","-91.38M","0","1"
"AON","","90.7M","45.43%","0","89.9M","-89.9M","0","5"
"PPL","","89.25M","93.4%","27.6M","23.18M","4.41M","8","83"
"SPLK","","88.09M","32.48%","35.57M","43.74M","-8.18M","7","25"
"C","","86.31M","-59.8%","0","86.31M","-86.31M","3","2"
"USO","","84.69M","408.52%","55.59M","11.85M","43.73M","10","67"
"XLC","","84.56M","55.01%","21.9M","35.19M","-13.29M","10","27"
"EMB","","84.14M","-59.59%","31.72M","49.42M","-17.69M","5","22"
"HON","","82.78M","-9.98%","81.57M","1.21M","80.36M","0","5"
"MSCI","","81.04M","1061.18%","1.8M","29.7M","-27.91M","0","22"
"JPST","","80.49M","-61.41%","28.06M","36.44M","-8.38M","0","68"
"PINS","","79.36M","20.32%","46.37M","28.08M","18.29M","12","15"
"MRK","","79.18M","120.09%","39.02M","28.24M","10.78M","2","8"
"IWD","","78.82M","-47.31%","28.81M","9.13M","19.67M","10","85"
"AMAT","","78.78M","75.4%","22.07M","4.8M","17.27M","5","14"
"IEI","","78.34M","-6.12%","6.01M","45.67M","-39.66M","1","44"
"MBB","","77.67M","66.12%","36.71M","24.06M","12.64M","12","53"
"QUAL","","77.3M","89.79%","41.08M","23.4M","17.68M","7","40"
"VGLT","","76.68M","78.25%","11.57M","56.77M","-45.2M","6","32"
"VWO","","76.5M","64.98%","6.41M","17.52M","-11.11M","1","61"
"VTV","","76.09M","-58.97%","36.98M","16.32M","20.66M","9","72"
"RSP","","76.03M","-50.09%","22.15M","31.29M","-9.14M","13","74"
"FIS","","75.84M","15.32%","2.21M","37.93M","-35.72M","5","21"
"APD","","74.51M","85.13%","24.97M","11.91M","13.05M","3","28"
"VUG","","73.65M","-69.53%","26.44M","8.79M","17.65M","5","63"
"BKR","","73.13M","138.91%","32.39M","35.7M","-3.31M","3","17"
"AKAM","","72.39M","165.52%","33.51M","18.43M","15.08M","5","38"
"DKNG","","72.1M","0.59%","21.58M","32.3M","-10.72M","65","119"
"NVO","","71.68M","314.92%","71.68M","0","71.68M","4","0"
"AVGO","","71.15M","45.62%","41.83M","29.31M","12.52M","0","8"
