"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.06B","-8.07%","832.94M","4.61B","-3.77B","384","593"
"QQQ","","2.74B","-25.16%","1.04B","1.39B","-357.24M","186","350"
"NVDA","","2.02B","244.45%","1.07B","871.98M","195.93M","26","3"
"IWM","","476.89M","-22.46%","73.27M","384.83M","-311.55M","23","38"
"TQQQ","","428.48M","-7.78%","131.19M","120.67M","10.52M","169","649"
"STIP","","420.7M","4389.61%","311.62K","410.41M","-410.1M","1","21"
"META","","382.8M","-12.18%","253.91M","60.95M","192.96M","3","2"
"AMD","","378.05M","119.45%","250.24M","113.08M","137.15M","14","14"
"VCIT","","348.77M","124.66%","267.86M","73.08M","194.79M","3","36"
"BRK/B","","336.24M","32.8%","235.35M","52.79M","182.56M","10","90"
"C","","321.65M","145.06%","122.42M","192.68M","-70.26M","7","8"
"XOM","","314.73M","13.58%","72.8M","241.94M","-169.14M","7","4"
"SQQQ","","297.37M","-23.23%","74.16M","102.43M","-28.26M","40","541"
"LLY","","296.33M","80.23%","79.23M","217.1M","-137.88M","2","5"
"GOOGL","","283.96M","62.53%","0","283.96M","-283.96M","2","0"
"PDD","","275.23M","158.35%","176.18M","94.01M","82.17M","23","16"
"AMZN","","269.28M","21.85%","176.49M","92.79M","83.7M","3","6"
"DIS","","264.77M","92.12%","0","263.22M","-263.22M","3","5"
"ABCM","","236.34M","-10.37%","12.59M","199.57M","-186.97M","4","58"
"MSFT","","223.18M","-52.04%","39.92M","183.26M","-143.34M","4","0"
"BKI","","222.02M","154.64%","98.99M","117.97M","-18.98M","0","16"
"AGG","","212.76M","155.9%","31.09M","135.96M","-104.87M","6","117"
"BIL","","204.96M","-25.11%","32.21M","69.2M","-37.0M","1","184"
"VOO","","197.56M","-2.04%","86.16M","51.18M","34.98M","24","119"
"KVUE","","196.96M","-88.76%","32.45M","88.56M","-56.1M","20","82"
"IVV","","186.64M","-15.85%","43.58M","101.41M","-57.82M","30","83"
"GMED","","180.91M","425.27%","87.67M","85.27M","2.4M","50","40"
"NUVA","","179.73M","350.55%","66.74M","98.05M","-31.31M","46","24"
"PG","","171.54M","22.09%","157.44M","14.09M","143.35M","0","4"
"IGIB","","170.04M","675.08%","162.67M","6.12M","156.55M","1","10"
"UNH","","169.89M","617.24%","0","148.6M","-148.6M","1","5"
"UPS","","167.67M","104.45%","53.56M","43.9M","9.66M","1","6"
"TSLA","","161.65M","-3.11%","86.14M","75.52M","10.62M","3","4"
"JNJ","","161.17M","-93.33%","161.17M","0","161.17M","0","2"
"QCOM","","160.41M","220.8%","5.64M","152.08M","-146.44M","3","6"
"RSP","","157.12M","16.92%","75.27M","17.42M","57.85M","26","174"
"JNK","","155.59M","170.1%","138.01M","9.91M","128.09M","3","23"
"MMC","","155.04M","70.59%","0","143.22M","-143.22M","0","12"
"LOW","","152.38M","76.49%","0","152.38M","-152.38M","0","5"
