"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.91B","-0.91%","4.04B","2.35B","1.69B","202","389"
"QQQ","","2.77B","-21.46%","1.18B","1.41B","-232.07M","142","223"
"IWM","","1.21B","-15.55%","526.67M","329.34M","197.33M","45","83"
"SPYV","","685.03M","1278.31%","61.15M","108.2M","-47.05M","9","90"
"VCIT","","678.37M","119.82%","89.37M","569.4M","-480.03M","3","47"
"AAPL","","519.43M","-15.79%","404.75M","81.58M","323.17M","3","4"
"TIP","","510.15M","1095.13%","474.11M","16.98M","457.13M","9","63"
"META","","423.04M","1.93%","405.55M","0","405.55M","5","5"
"IWY","","380.27M","1573.28%","4.9M","319.98M","-315.09M","5","47"
"XOM","","356.63M","-36.78%","318.79M","28.93M","289.86M","5","5"
"NVDA","","343.83M","-67.09%","0","343.83M","-343.83M","3","1"
"VGLT","","338.74M","322.02%","203.85M","112.96M","90.89M","3","31"
"BRK/B","","326.95M","-23.32%","265.97M","40.73M","225.23M","9","83"
"CVX","","311.04M","-21.5%","68.93M","210.08M","-141.15M","4","11"
"TQQQ","","310.59M","-27.41%","91.6M","84.28M","7.32M","107","486"
"QQQM","","298.58M","416.49%","86.2M","194.01M","-107.81M","9","57"
"IEMG","","290.25M","193.29%","104.7M","167.38M","-62.69M","1","66"
"COST","","276.89M","810.44%","82.34M","191.52M","-109.19M","3","6"
"GOVT","","270.85M","174.25%","23.79M","239.76M","-215.97M","1","84"
"BIL","","268.98M","-63.01%","34.11M","83.85M","-49.74M","0","301"
"MSFT","","258.72M","-75.13%","111.67M","147.06M","-35.39M","2","1"
"BND","","257.36M","19.22%","78.16M","113.51M","-35.35M","3","128"
"TSLA","","226.37M","-21.76%","159.61M","66.76M","92.85M","7","5"
"IGSB","","214.25M","195.03%","2.19M","205.53M","-203.34M","0","23"
"MRK","","212.18M","-63.56%","127.33M","84.85M","42.48M","0","9"
"HPQ","","207.92M","853.2%","162.5M","36.4M","126.1M","8","19"
"COIN","","204.05M","20.23%","84.08M","91.1M","-7.01M","92","360"
"MUB","","202.3M","17.26%","117.74M","53.19M","64.54M","9","103"
"IVV","","196.91M","-59.16%","49.78M","71.39M","-21.62M","35","118"
"USFR","","190.49M","80.16%","17.35M","143.07M","-125.72M","0","172"
"VOO","","190.26M","-45.95%","46.86M","54.52M","-7.66M","39","128"
"AGG","","187.7M","1.85%","58.85M","31.95M","26.9M","2","205"
"T","","187.4M","22.3%","11.79M","160.64M","-148.85M","12","26"
"VGT","","179.56M","905.49%","4.46M","170.02M","-165.56M","1","15"
"AMZN","","178.54M","-69.9%","128.16M","50.38M","77.78M","2","1"
"AVGO","","177.1M","-31.14%","134.67M","12.96M","121.71M","4","8"
"DIS","","173.75M","-43.4%","48.11M","114.32M","-66.21M","6","10"
"TMO","","170.35M","508.4%","89.63M","53.43M","36.2M","0","13"
"TSM","","166.38M","515.61%","0","166.38M","-166.38M","2","0"
"EVRG","","164.49M","954.72%","79.96M","71.06M","8.9M","45","86"
"AXP","","163.19M","-9.46%","87.85M","57.59M","30.27M","3","18"
"IWD","","158.27M","-24.64%","62.22M","11.73M","50.49M","19","95"
"CI","","156.14M","69.29%","128.45M","11.5M","116.95M","4","14"
"PDD","","155.33M","58.6%","65.08M","90.25M","-25.17M","1","7"
"CNI","","153.85M","654.33%","145.14M","8.71M","136.43M","2","2"
"VTI","","151.43M","-10.41%","74.51M","36.2M","38.31M","29","117"
"RSP","","151.06M","-32.65%","44.1M","80.02M","-35.92M","16","112"
"CRH","","149.96M","554.68%","138.52M","1.53M","136.99M","2","13"
"IMGN","","149.95M","-17.34%","46.47M","72.8M","-26.33M","9","47"
"PG","","146.43M","-32.45%","66.74M","76.2M","-9.46M","0","8"
"HES","","142.06M","-34.05%","19.76M","112.02M","-92.26M","5","10"
"SQQQ","","138.12M","-21.73%","35.94M","51.94M","-16.01M","14","255"
"SPGI","","137.33M","217.53%","119.51M","9.57M","109.94M","1","5"
"PCG","","135.13M","5.99%","18.5M","107.29M","-88.79M","4","25"
"VGSH","","130.47M","4.21%","27.72M","81.04M","-53.32M","0","75"
"APTV","","128.73M","494.5%","53.62M","73.42M","-19.8M","1","10"
"GOOGL","","125.66M","-50.94%","85.74M","39.92M","45.82M","1","2"
"SMCI","","121.64M","14.07%","51.65M","51.43M","218.77K","25","197"
"SHEL","","121.34M","31.06%","10.87M","108.53M","-97.66M","9","11"
"AFL","","120.17M","562.43%","993.6K","118.69M","-117.69M","1","11"
"TNA","","120.0M","10.05%","49.14M","55.01M","-5.87M","40","103"
"FCX","","117.86M","115.6%","7.8M","98.08M","-90.29M","9","10"
"AON","","117.5M","7.14%","9.54M","667.59K","8.87M","4","2"
"BAC","","115.97M","6.4%","15.11M","100.85M","-85.74M","1","6"
"AMD","","112.25M","-54.39%","34.25M","67.04M","-32.79M","7","8"
"MMC","","110.28M","-25.84%","0","0","0","0","5"
"EFA","","110.03M","-37.06%","41.38M","55.25M","-13.87M","11","70"
"MCK","","109.92M","-34.85%","91.6M","15.95M","75.65M","1","10"
"NEM","","107.53M","72.57%","58.15M","34.36M","23.79M","7","17"
"WFC","","107.27M","-9.86%","25.23M","77.37M","-52.15M","1","10"
"KVUE","","106.84M","-0.75%","49.33M","53.32M","-3.98M","8","25"
"PXD","","106.42M","69.49%","43.27M","46.51M","-3.24M","10","20"
"SHV","","106.38M","-34.32%","1.97M","80.84M","-78.87M","0","82"
"JPM","","106.26M","1.06%","51.76M","54.51M","-2.75M","7","3"
"HLT","","103.15M","311.16%","39.78M","56.93M","-17.15M","5","10"
"GS","","101.59M","-31.44%","87.61M","8.51M","79.1M","2","10"
"CHTR","","101.53M","314.92%","28.22M","37.97M","-9.76M","8","72"
"PFE","","100.47M","-49.77%","12.4M","80.15M","-67.74M","3","9"
"VIG","","99.7M","-22.75%","70.75M","8.64M","62.11M","2","40"
"NVS","","97.06M","202.47%","0","97.06M","-97.06M","1","0"
"UBER","","96.66M","-22.06%","40.47M","40.29M","182.7K","15","17"
"MDB","","96.16M","20.68%","44.18M","45.48M","-1.3M","15","113"
"MSTR","","95.8M","171.59%","20.23M","66.07M","-45.85M","9","40"
"IJR","","94.05M","7.15%","37.36M","32.89M","4.47M","22","69"
"EMB","","94.01M","-42.13%","43.56M","38.02M","5.55M","6","44"
"UNH","","92.89M","-76.96%","0","86.86M","-86.86M","1","6"
"IQV","","90.87M","36.06%","1.3M","88.91M","-87.61M","1","4"
"NEE","","90.12M","-38.4%","19.29M","60.02M","-40.73M","9","11"
