"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","11.23B","-37.25%","4.86B","5.87B","-1.01B","209","368"
"TSLA","","5.17B","-18.45%","1.78B","1.71B","70.3M","2262","6959"
"AAPL","","3.27B","95.74%","685.56M","1.72B","-1.04B","643","2130"
"QQQ","","2.9B","-18.94%","1.79B","937.0M","857.21M","126","184"
"NVDA","","2.69B","-16.41%","960.43M","1.01B","-48.04M","382","2658"
"IWM","","2.1B","7.54%","780.07M","1.26B","-483.29M","50","91"
"LQD","","2.07B","269.56%","1.13B","800.73M","330.21M","25","271"
"MSFT","","1.36B","27.17%","730.67M","251.85M","478.82M","230","1091"
"AMD","","1.17B","-27.8%","414.01M","290.41M","123.6M","549","1777"
"IVV","","1.03B","100.09%","543.91M","415.82M","128.09M","41","108"
"META","","854.01M","-14.36%","292.24M","404.95M","-112.71M","93","724"
"AMZN","","828.95M","-22.86%","238.95M","270.05M","-31.1M","390","1059"
"HYG","","634.87M","-15.82%","397.97M","163.07M","234.89M","16","190"
"GOOGL","","625.48M","112.19%","54.18M","487.26M","-433.08M","104","243"
"XOM","","571.15M","4.05%","410.94M","61.86M","349.08M","53","156"
"PSTG","","438.72M","3132.54%","3.61M","399.16M","-395.55M","21","23"
"JPM","","415.72M","134.07%","37.41M","330.92M","-293.52M","49","183"
"CVS","","407.86M","639.99%","7.77M","381.15M","-373.38M","16","59"
"CVX","","392.76M","51.54%","298.8M","59.63M","239.17M","36","112"
"EEM","","337.66M","-9.97%","211.31M","115.87M","95.43M","7","51"
"TLT","","323.2M","-26.92%","136.26M","79.33M","56.93M","29","332"
"XLV","","318.2M","92.95%","225.95M","53.83M","172.12M","44","124"
"VOO","","317.74M","-54.17%","38.59M","207.99M","-169.4M","51","140"
"LLY","","314.25M","102.34%","113.32M","106.56M","6.77M","18","275"
"VEA","","299.11M","221.84%","203.41M","71.44M","131.97M","3","81"
"DIS","","295.41M","23.82%","22.53M","234.4M","-211.87M","48","140"
"TQQQ","","295.07M","-26.74%","71.54M","91.18M","-19.64M","96","415"
"INTC","","287.01M","105.13%","178.79M","67.32M","111.48M","53","120"
"XLE","","276.34M","60.43%","203.37M","40.77M","162.6M","27","116"
"MUB","","276.16M","70.06%","19.62M","196.1M","-176.48M","16","162"
"BRK/B","","258.08M","-44.29%","38.28M","205.98M","-167.71M","14","94"
"IWD","","252.33M","8.41%","24.32M","205.71M","-181.39M","11","71"
"MU","","233.81M","157.21%","122.61M","43.53M","79.08M","99","192"
"ACN","","232.25M","372.73%","3.09M","195.55M","-192.46M","2","52"
"DIA","","227.61M","-19.53%","89.77M","109.86M","-20.09M","47","66"
"BIL","","225.49M","-14.42%","69.96M","54.28M","15.67M","1","222"
"PDCO","","223.01M","7456.8%","223.01M","0","223.01M","0","25"
"AMGN","","214.38M","129.37%","27.53M","175.37M","-147.84M","6","82"
"XLF","","211.44M","87.89%","130.46M","43.55M","86.91M","8","111"
"ABT","","208.21M","153.0%","191.42M","3.83M","187.59M","6","44"
"BA","","206.36M","-3.76%","85.5M","85.93M","-434.54K","35","215"
"UBER","","198.5M","-44.49%","25.27M","151.57M","-126.3M","22","78"
"COIN","","197.89M","-20.55%","80.87M","99.35M","-18.47M","92","261"
"GOOG","","197.16M","-18.53%","46.42M","84.21M","-37.78M","66","192"
"MS","","196.32M","237.73%","6.92M","175.44M","-168.52M","11","40"
"CYTK","","194.16M","168.26%","27.44M","79.25M","-51.8M","18","85"
"VTI","","193.38M","-5.28%","52.47M","56.18M","-3.72M","31","134"
"GM","","191.82M","224.37%","18.52M","161.69M","-143.17M","12","64"
"C","","191.1M","44.22%","44.12M","125.31M","-81.19M","38","123"
"NVO","","187.69M","475.35%","26.58M","128.25M","-101.68M","70","150"
"AGG","","182.25M","-11.13%","49.79M","63.81M","-14.02M","5","176"
"XLK","","179.98M","-18.8%","82.16M","69.4M","12.76M","36","92"
"NFLX","","179.91M","95.47%","55.89M","104.04M","-48.15M","20","111"
"MRNA","","171.22M","149.6%","7.49M","142.19M","-134.7M","12","54"
"UNH","","169.96M","77.59%","68.64M","81.83M","-13.19M","6","52"
"ABBV","","167.54M","13.19%","92.79M","52.03M","40.75M","13","85"
"BABA","","165.05M","-3.87%","41.85M","91.86M","-50.01M","68","152"
"VCIT","","163.51M","-29.03%","124.63M","26.51M","98.11M","2","59"
"WOLF","","160.85M","1198.06%","43.02M","100.01M","-57.0M","15","27"
"MPWR","","160.3M","2178.87%","145.44M","13.65M","131.79M","2","2"
"SQQQ","","158.52M","15.56%","42.83M","53.11M","-10.28M","8","321"
"T","","156.35M","69.22%","10.13M","133.3M","-123.17M","28","47"
"AMAT","","154.91M","29.75%","6.14M","140.91M","-134.76M","18","32"
"PFE","","154.57M","-4.14%","24.79M","90.61M","-65.82M","59","158"
"MBLY","","153.71M","4613.09%","57.41M","35.67M","21.73M","44","127"
"MCD","","153.5M","47.96%","94.01M","40.31M","53.7M","20","116"
"CI","","152.63M","-13.22%","141.51M","5.7M","135.81M","3","22"
"RSP","","151.49M","-38.27%","41.63M","71.69M","-30.06M","29","101"
"AVGO","","149.9M","-39.24%","82.32M","38.9M","43.42M","8","47"
"CRM","","145.0M","33.0%","10.34M","125.61M","-115.27M","7","81"
"VGK","","142.62M","1509.7%","118.53M","5.25M","113.28M","1","21"
"FXI","","141.99M","19.02%","80.3M","57.91M","22.39M","13","39"
"VTEB","","134.17M","48.41%","80.04M","40.75M","39.29M","5","63"
"BAC","","131.24M","36.25%","44.4M","32.92M","11.48M","29","177"
"MRK","","130.6M","33.16%","34.23M","38.0M","-3.77M","28","123"
"BMY","","129.85M","49.27%","41.96M","23.43M","18.53M","24","107"
"ACWI","","129.03M","36.68%","6.4M","114.65M","-108.25M","3","30"
"VCSH","","126.93M","139.99%","82.0M","31.23M","50.77M","1","43"
"YUM","","126.56M","823.31%","118.29M","4.05M","114.24M","2","27"
"VGSH","","122.49M","-59.02%","6.68M","83.07M","-76.38M","2","42"
"IWF","","122.04M","4.72%","13.37M","94.6M","-81.23M","22","61"
"PYPL","","121.23M","30.35%","21.07M","57.56M","-36.49M","40","140"
"MELI","","116.11M","185.21%","83.29M","28.3M","55.0M","0","5"
"IJR","","114.22M","-2.62%","61.69M","21.81M","39.88M","15","87"
"JNJ","","113.95M","-6.99%","65.59M","18.14M","47.45M","16","90"
"BND","","113.27M","-34.46%","46.82M","17.47M","29.35M","3","99"
"VWO","","111.54M","108.95%","9.15M","73.63M","-64.48M","2","77"
"TXN","","110.27M","113.25%","20.79M","69.87M","-49.09M","42","61"
"IWV","","109.29M","314.16%","8.48M","11.15M","-2.67M","12","293"
"VCEL","","109.23M","2158.91%","109.23M","0","109.23M","0","2"
"MDB","","108.7M","133.7%","48.88M","37.49M","11.39M","10","106"
"VTV","","108.44M","-7.45%","35.83M","34.35M","1.47M","26","94"
"PCG","","107.44M","242.51%","23.86M","82.06M","-58.2M","9","39"
"PM","","105.32M","75.74%","4.72M","91.25M","-86.53M","10","44"
"IJH","","102.94M","13.86%","12.99M","77.57M","-64.58M","13","40"
"GLD","","98.51M","-41.63%","25.59M","48.11M","-22.52M","25","88"
"FANG","","97.78M","496.99%","94.08M","1.67M","92.42M","1","21"
"SPYV","","97.09M","181.59%","61.81M","22.92M","38.89M","2","41"
"KRTX","","96.98M","-24.37%","11.44M","50.26M","-38.82M","0","59"
"NKE","","96.24M","-12.35%","12.65M","59.13M","-46.48M","34","69"
"IEFA","","95.92M","-4.26%","34.62M","34.11M","506.5K","8","88"
"TMUS","","95.14M","225.42%","67.43M","19.0M","48.43M","2","31"
"EWC","","92.07M","59.45%","87.62M","4.46M","83.16M","0","5"
"SCHD","","91.05M","-17.91%","18.56M","44.62M","-26.06M","9","72"
"XLI","","90.2M","-24.33%","55.59M","14.46M","41.13M","15","64"
"WFC","","89.98M","29.39%","40.73M","31.85M","8.88M","17","54"
"X","","88.5M","92.72%","25.16M","57.47M","-32.31M","10","37"
"EWT","","87.94M","228.67%","75.99M","10.7M","65.29M","3","9"
"MCHP","","87.48M","355.21%","567.47K","49.8M","-49.23M","5","34"
"IYT","","87.3M","1044.3%","38.33M","48.97M","-10.64M","3","2"
"WBA","","86.45M","208.38%","34.72M","31.69M","3.03M","55","85"
"SMH","","86.42M","40.99%","22.49M","55.7M","-33.2M","29","46"
"HUM","","86.4M","-7.68%","57.4M","18.33M","39.07M","2","34"
"BLK","","86.11M","357.29%","3.21M","82.9M","-79.69M","0","15"
"MARA","","85.78M","-38.87%","42.8M","36.45M","6.36M","88","128"
"IWY","","85.71M","4.43%","44.65M","3.08M","41.58M","1","18"
"XLU","","84.52M","-12.12%","25.95M","46.37M","-20.42M","15","85"
"CMG","","84.0M","375.82%","5.8M","78.2M","-72.4M","0","4"
"VOE","","82.56M","687.29%","885.6K","1.5M","-616.66K","1","12"
"VCLT","","81.17M","202.85%","61.02M","10.82M","50.2M","3","15"
"VO","","80.69M","107.0%","11.62M","58.87M","-47.25M","2","36"
