"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","9.85B","-35.41%","6.01B","3.42B","2.58B","219","432"
"QQQ","","7.01B","36.35%","2.48B","4.26B","-1.78B","158","255"
"IVV","","2.77B","148.15%","2.62B","79.68M","2.54B","59","144"
"IWM","","2.07B","-29.74%","1.53B","455.87M","1.07B","62","99"
"AAPL","","1.51B","-2.45%","1.51B","0","1.51B","23","1"
"COST","","1.5B","880.33%","533.9M","964.29M","-430.4M","29","5"
"RSP","","948.09M","167.26%","466.5M","436.19M","30.31M","30","133"
"X","","846.31M","877.96%","438.6M","347.75M","90.85M","135","200"
"AMZN","","839.26M","31.26%","596.44M","215.1M","381.35M","12","2"
"AGG","","598.73M","137.38%","169.05M","322.38M","-153.33M","2","227"
"TSLA","","553.71M","41.27%","191.61M","313.34M","-121.73M","6","15"
"MRK","","535.57M","3.27%","89.99M","436.47M","-346.49M","9","8"
"BIL","","435.98M","24.56%","36.05M","210.77M","-174.72M","1","342"
"XOM","","433.66M","-59.0%","429.02M","0","429.02M","4","4"
"CVX","","392.91M","-36.78%","323.4M","56.44M","266.96M","10","4"
"BRK/B","","391.16M","-43.94%","179.15M","194.05M","-14.9M","12","128"
"NVDA","","339.56M","-55.01%","277.72M","61.84M","215.88M","6","6"
"PNT","","306.38M","3200.71%","227.53M","54.49M","173.05M","0","59"
"MU","","301.29M","375.23%","45.0M","253.48M","-208.48M","20","13"
"AVGO","","300.97M","-38.17%","210.84M","90.14M","120.7M","4","5"
"VOO","","294.39M","-33.36%","131.43M","53.97M","77.46M","41","165"
"MUB","","293.37M","90.74%","178.99M","71.35M","107.64M","14","123"
"DIS","","265.58M","-32.82%","265.58M","0","265.58M","8","1"
"FTNT","","259.08M","304.62%","83.93M","158.1M","-74.17M","7","22"
"UNH","","256.45M","-45.37%","23.08M","110.97M","-87.89M","1","11"
"IWD","","247.03M","73.55%","42.01M","159.42M","-117.41M","29","127"
"ORCL","","244.63M","3.89%","6.55M","210.15M","-203.6M","4","11"
"HUM","","243.1M","175.09%","223.0M","12.07M","210.93M","7","17"
"AMD","","240.93M","-30.25%","21.17M","219.77M","-198.6M","9","10"
"VGT","","237.85M","498.84%","5.97M","227.36M","-221.39M","4","22"
"GS","","237.68M","165.83%","60.95M","176.73M","-115.78M","5","5"
"META","","237.44M","-70.51%","199.71M","25.82M","173.89M","7","3"
"NFLX","","215.45M","-8.21%","97.13M","115.96M","-18.83M","9","15"
"SMCI","","213.58M","125.47%","83.61M","91.63M","-8.02M","50","333"
"WMT","","212.63M","-23.2%","59.89M","152.74M","-92.85M","6","1"
"WFC","","204.8M","-33.07%","7.71M","197.09M","-189.38M","6","2"
"VIG","","202.91M","97.51%","77.24M","104.29M","-27.05M","9","57"
"EFA","","199.91M","-19.41%","106.35M","67.75M","38.6M","11","70"
"ADBE","","188.37M","-22.52%","140.98M","44.15M","96.83M","6","5"
"VTI","","185.44M","-17.93%","79.92M","24.58M","55.34M","39","204"
"TMO","","180.19M","-27.71%","5.99M","13.08M","-7.09M","3","8"
"AYX","","177.07M","1293.31%","58.0M","58.7M","-703.53K","23","83"
"TMUS","","174.9M","6.99%","127.17M","47.73M","79.45M","2","14"
"ETSY","","172.96M","67.26%","164.41M","6.24M","158.17M","21","29"
"SNAP","","168.95M","220.42%","78.16M","83.41M","-5.25M","27","37"
"KKR","","165.63M","134.6%","108.82M","18.85M","89.96M","10","26"
"V","","163.79M","-39.39%","163.79M","0","163.79M","1","2"
"UPS","","160.83M","-50.48%","109.39M","45.38M","64.01M","1","9"
"IT","","158.99M","331.49%","1.3M","99.61M","-98.3M","7","13"
"BAC","","158.31M","2.18%","60.38M","87.01M","-26.63M","1","6"
"IJH","","151.79M","-59.55%","128.97M","12.43M","116.53M","14","54"
"EWZ","","148.93M","-21.98%","58.96M","62.01M","-3.05M","5","39"
"FIS","","148.87M","13.42%","139.82M","6.24M","133.58M","8","11"
"ADI","","144.93M","43.14%","136.48M","3.85M","132.63M","2","13"
"UBER","","135.28M","-89.44%","96.8M","28.38M","68.42M","8","12"
"APD","","134.9M","31.89%","76.27M","57.54M","18.73M","0","24"
"VNQ","","132.56M","218.38%","115.89M","11.73M","104.15M","4","28"
"SHOP","","132.41M","400.88%","65.56M","57.78M","7.78M","5","4"
"MA","","132.34M","-40.18%","28.11M","88.47M","-60.35M","1","5"
"EXC","","128.72M","88.76%","56.94M","12.23M","44.7M","12","61"
"ACN","","128.41M","118.1%","126.18M","0","126.18M","2","3"
"AXP","","125.41M","-51.49%","122.88M","2.54M","120.34M","6","8"
"URI","","124.88M","113.99%","115.12M","4.74M","110.38M","1","12"
"CRM","","124.17M","-59.93%","49.51M","67.54M","-18.03M","2","9"
"CCI","","122.68M","11.73%","11.08M","102.34M","-91.26M","2","16"
"VTEB","","121.33M","33.39%","64.32M","33.99M","30.33M","3","84"
"BLK","","120.45M","-50.37%","68.75M","21.42M","47.33M","0","14"
"CTVA","","119.87M","-1.26%","88.15M","7.96M","80.19M","6","33"
"USHY","","118.44M","-7.17%","12.7M","103.01M","-90.3M","0","18"
