"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"TSLA","","5.94B","24.41%","1.67B","1.97B","-307.12M","2431","7515"
"SPY","","4.49B","-6.31%","2.53B","1.7B","837.79M","94","275"
"NVDA","","3.36B","-24.76%","1.49B","1.03B","465.55M","516","3152"
"AVGO","","2.4B","1490.61%","586.25M","1.76B","-1.18B","47","66"
"IWM","","1.96B","141.13%","1.53B","363.99M","1.16B","39","55"
"MSFT","","1.45B","-31.65%","505.28M","613.65M","-108.37M","237","914"
"QQQ","","1.41B","-30.17%","380.38M","767.02M","-386.63M","108","217"
"AMZN","","1.33B","23.01%","492.47M","468.83M","23.64M","359","1087"
"AAPL","","1.24B","5.49%","229.98M","639.21M","-409.23M","273","970"
"META","","971.84M","66.82%","336.03M","372.03M","-35.99M","117","669"
"HYG","","711.75M","-10.28%","251.74M","400.39M","-148.65M","20","253"
"XOM","","635.38M","41.37%","413.83M","173.72M","240.1M","75","137"
"GOOGL","","626.17M","62.73%","307.04M","254.71M","52.32M","103","228"
"AMD","","507.76M","-38.41%","129.86M","192.07M","-62.22M","198","601"
"BIL","","488.62M","23.47%","20.32M","245.81M","-225.48M","0","381"
"PDD","","475.13M","203.77%","68.17M","386.06M","-317.89M","70","66"
"CVX","","441.81M","76.17%","360.22M","26.55M","333.67M","28","112"
"BAC","","423.58M","85.64%","199.33M","193.52M","5.82M","17","84"
"TLT","","415.79M","49.61%","245.23M","93.35M","151.88M","41","247"
"KO","","393.13M","357.9%","286.98M","95.64M","191.34M","18","69"
"IWD","","375.12M","187.68%","143.94M","176.2M","-32.26M","24","139"
"LQD","","357.52M","-19.85%","123.18M","213.73M","-90.55M","14","164"
"IVV","","332.34M","62.22%","209.06M","69.77M","139.29M","24","100"
"TQQQ","","316.13M","-1.43%","84.76M","83.16M","1.6M","59","463"
"VTEB","","310.88M","292.67%","110.89M","164.17M","-53.29M","11","90"
"VTV","","309.62M","340.99%","137.77M","139.86M","-2.09M","22","85"
"DIS","","301.2M","21.48%","275.38M","14.1M","261.27M","26","58"
"DEO","","283.0M","934.47%","175.91M","105.73M","70.18M","15","13"
"EEM","","281.09M","59.25%","76.98M","152.36M","-75.38M","10","72"
"GOOG","","277.43M","-7.04%","93.92M","105.4M","-11.48M","63","243"
"AGG","","276.55M","67.89%","145.08M","58.79M","86.29M","5","163"
"TMO","","275.72M","320.77%","81.66M","11.73M","69.93M","1","54"
"MBB","","275.23M","674.72%","86.15M","177.31M","-91.16M","5","51"
"SBUX","","266.34M","424.67%","227.24M","19.7M","207.54M","20","48"
"JMBS","","247.63M","5733.1%","239.66M","6.79M","232.87M","4","26"
"KVUE","","245.78M","551.45%","55.66M","119.71M","-64.06M","10","79"
"BMY","","239.31M","280.16%","125.67M","95.92M","29.75M","28","76"
"MCD","","234.52M","173.58%","29.8M","196.75M","-166.95M","24","56"
"INTC","","228.19M","121.45%","8.71M","200.5M","-191.79M","26","71"
"BA","","213.55M","22.33%","36.21M","146.73M","-110.52M","25","121"
"MUB","","209.15M","56.83%","57.37M","90.41M","-33.04M","16","126"
"PCG","","207.44M","411.74%","19.93M","186.32M","-166.39M","1","22"
"WFC","","203.14M","106.44%","179.68M","16.94M","162.74M","8","46"
"EIX","","199.36M","3008.57%","197.41M","656.7K","196.75M","0","14"
"LLY","","199.13M","75.6%","21.42M","152.43M","-131.01M","5","76"
"JNJ","","198.62M","130.72%","75.91M","104.52M","-28.62M","23","67"
"DIA","","198.14M","60.36%","132.07M","39.11M","92.96M","13","50"
"GLD","","196.77M","33.89%","100.56M","58.99M","41.57M","37","132"
"PYPL","","196.1M","245.4%","18.6M","169.16M","-150.56M","34","62"
"SCHD","","195.59M","202.76%","44.34M","136.72M","-92.38M","5","57"
"SMH","","192.29M","138.68%","167.56M","21.63M","145.94M","8","30"
"GOVT","","191.1M","468.42%","13.2M","173.67M","-160.46M","2","36"
"IWF","","189.57M","133.4%","30.04M","116.05M","-86.01M","6","85"
"VOO","","185.97M","-40.22%","39.4M","81.22M","-41.83M","43","131"
"VIG","","182.65M","117.65%","41.85M","128.14M","-86.29M","11","40"
"QCOM","","179.42M","30.3%","141.0M","18.55M","122.46M","20","36"
"SHOP","","171.28M","213.17%","47.97M","64.63M","-16.66M","82","203"
"ABBV","","168.36M","22.37%","152.24M","7.47M","144.77M","14","52"
"SPYG","","165.86M","-13.71%","160.86M","855.1K","160.0M","3","11"
"HYLB","","164.66M","4742.16%","84.69M","79.98M","4.71M","0","23"
"PG","","160.36M","48.5%","129.44M","16.34M","113.1M","1","48"
"KIE","","153.99M","13512.84%","283.81K","150.84M","-150.56M","1","3"
"HUM","","153.18M","134.72%","3.77M","97.58M","-93.81M","0","33"
"COIN","","152.03M","107.6%","68.35M","65.7M","2.65M","62","211"
"AON","","151.8M","246.66%","1.16M","66.45M","-65.29M","6","10"
"VUG","","149.44M","181.75%","32.62M","104.97M","-72.35M","9","53"
"BSV","","148.17M","208.87%","5.09M","123.3M","-118.21M","0","48"
"SLF","","142.19M","374.35%","142.19M","0","142.19M","0","2"
