"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","18.32B","101.22%","2.73B","13.35B","-10.63B","191","276"
"QQQ","","2.81B","18.93%","1.38B","1.24B","141.16M","97","227"
"IWM","","1.42B","18.62%","1.04B","286.96M","754.08M","55","83"
"EFA","","502.21M","271.87%","188.36M","171.08M","17.28M","12","50"
"VOO","","467.69M","77.24%","77.32M","269.94M","-192.62M","38","186"
"IVV","","460.61M","-46.16%","70.41M","340.99M","-270.58M","34","112"
"XOM","","317.89M","-23.32%","123.8M","194.09M","-70.3M","4","5"
"NVDA","","312.03M","1.12%","214.78M","97.26M","117.52M","2","2"
"TSLA","","306.9M","-18.27%","106.11M","200.78M","-94.67M","8","5"
"BRK/B","","287.54M","7.53%","15.49M","259.16M","-243.67M","2","78"
"BIL","","244.88M","12.52%","51.8M","77.36M","-25.56M","1","208"
"MARA","","232.01M","108.41%","116.72M","91.99M","24.73M","178","195"
"AGG","","220.71M","27.71%","59.77M","78.79M","-19.02M","5","188"
"TRP","","152.24M","190.79%","0","152.24M","-152.24M","0","4"
"VTI","","151.41M","-44.89%","31.61M","34.85M","-3.24M","17","195"
"BKNG","","150.84M","110.21%","75.85M","0","75.85M","4","1"
"CVX","","147.37M","-11.51%","137.35M","3.86M","133.49M","4","6"
"VT","","142.03M","311.39%","113.2M","2.43M","110.77M","8","71"
"AAPL","","135.75M","-55.05%","0","135.75M","-135.75M","0","1"
"VTEB","","131.78M","137.09%","99.02M","13.86M","85.15M","4","57"
"IEFA","","127.46M","30.38%","64.56M","38.3M","26.27M","5","78"
"COIN","","124.44M","-21.63%","50.64M","51.32M","-678.75K","45","145"
"PXD","","121.03M","73.35%","0","115.9M","-115.9M","6","3"
"WDC","","120.55M","421.67%","3.41M","116.28M","-112.88M","0","10"
"AVGO","","119.82M","-36.89%","0","119.82M","-119.82M","0","2"
"VEA","","114.26M","17.57%","43.02M","50.55M","-7.53M","3","92"
"KRE","","108.02M","31.93%","78.19M","27.63M","50.55M","8","23"
"VIG","","105.14M","23.7%","37.01M","47.36M","-10.35M","12","40"
"GBIL","","104.79M","364.25%","12.45M","82.56M","-70.11M","0","41"
"IWD","","104.19M","-30.77%","27.02M","46.92M","-19.9M","10","83"
"PAYX","","103.94M","834.48%","0","103.03M","-103.03M","0","4"
"VTV","","103.05M","17.66%","40.38M","36.11M","4.26M","14","79"
"IJR","","102.75M","12.52%","12.45M","73.98M","-61.52M","9","61"
"RSP","","101.57M","-30.35%","51.31M","17.88M","33.43M","7","117"
"JPST","","100.23M","39.64%","56.81M","24.71M","32.1M","1","81"
"MUB","","99.42M","1.75%","22.75M","35.02M","-12.27M","7","104"
"KRTX","","93.63M","-48.86%","13.52M","6.41M","7.11M","5","65"
"QQQM","","89.51M","213.22%","63.46M","12.33M","51.13M","4","30"
