"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.58B","-18.57%","1.54B","2.53B","-993.64M","231","249"
"QQQ","","3.33B","-9.81%","1.43B","1.58B","-152.49M","238","376"
"JNJ","","2.38B","24.61%","1.32B","1.05B","275.86M","34","20"
"MSFT","","1.93B","242.1%","1.32B","613.16M","702.97M","22","4"
"AAPL","","739.89M","-3.86%","293.7M","446.18M","-152.48M","5","4"
"TSLA","","598.03M","71.38%","439.09M","158.94M","280.15M","3","8"
"IWM","","551.87M","-12.44%","121.32M","427.98M","-306.66M","18","30"
"TQQQ","","446.34M","-10.31%","109.7M","158.67M","-48.97M","222","596"
"AMZN","","359.82M","-13.82%","22.69M","337.13M","-314.44M","6","1"
"IVV","","338.06M","-21.05%","196.54M","31.53M","165.01M","15","84"
"SQQQ","","319.27M","-12.28%","89.13M","136.5M","-47.36M","57","478"
"BMY","","296.6M","129.57%","21.47M","121.09M","-99.62M","9","6"
"BRK/B","","277.05M","-40.0%","28.06M","211.26M","-183.2M","20","143"
"GOOGL","","272.01M","172.21%","16.44M","158.81M","-142.37M","2","3"
"NVDA","","270.98M","-21.76%","257.02M","0","257.02M","6","2"
"KVUE","","249.94M","40.77%","84.49M","105.58M","-21.09M","23","63"
"XOM","","246.09M","-22.04%","0","240.31M","-240.31M","2","7"
"BAC","","212.75M","204.22%","160.78M","51.97M","108.81M","5","2"
"ENB","","212.26M","12094.6%","8.94M","202.53M","-193.59M","2","8"
"MRK","","191.26M","-1.86%","119.57M","56.69M","62.88M","1","9"
"AMD","","190.5M","24.87%","63.83M","123.17M","-59.34M","11","17"
"EFA","","175.89M","9.37%","24.78M","132.12M","-107.33M","4","40"
"DIS","","170.53M","-25.33%","142.11M","10.4M","131.71M","10","7"
"AVGO","","169.51M","350.96%","40.09M","129.41M","-89.32M","1","6"
"TJX","","166.49M","19.04%","88.31M","76.44M","11.87M","0","12"
"LLY","","161.9M","-59.22%","0","151.85M","-151.85M","0","4"
"SMCI","","150.88M","-37.12%","73.33M","50.68M","22.65M","52","261"
"PG","","149.48M","-17.45%","107.73M","41.75M","65.98M","0","4"
"AGG","","143.09M","1.72%","43.92M","67.6M","-23.67M","5","84"
"C","","141.65M","-37.91%","16.37M","121.73M","-105.35M","6","11"
"EXPE","","141.38M","219.91%","69.82M","67.78M","2.03M","3","13"
"CVX","","141.17M","-71.9%","3.4M","137.77M","-134.36M","0","6"
"ABBV","","140.13M","1.53%","140.13M","0","140.13M","0","5"
"PCG","","132.07M","94.09%","17.45M","114.62M","-97.17M","2","3"
"SWAV","","128.25M","484.04%","31.23M","30.87M","364.24K","1","73"
"VOO","","127.99M","-27.19%","46.27M","29.44M","16.83M","37","103"
"LRCX","","121.19M","217.09%","41.02M","76.86M","-35.84M","3","10"
"BIL","","121.15M","-47.5%","26.76M","20.06M","6.7M","0","142"
"HD","","120.94M","587.98%","57.94M","45.35M","12.59M","0","7"
"VCIT","","118.97M","147.61%","32.47M","82.97M","-50.5M","5","14"
"VGIT","","113.72M","405.53%","106.21M","2.07M","104.14M","0","20"
"MUB","","112.64M","-3.28%","79.58M","12.32M","67.25M","11","67"
"VTIP","","111.94M","1600.52%","0","105.94M","-105.94M","0","13"
"RSP","","105.38M","-7.02%","45.23M","43.36M","1.87M","17","55"
"SE","","103.99M","411.81%","54.0M","28.23M","25.77M","29","37"
"BABA","","103.77M","-57.17%","2.05M","101.72M","-99.66M","3","2"
"EMB","","100.75M","94.62%","20.28M","76.94M","-56.65M","6","29"
"UPS","","95.58M","-16.44%","0","81.36M","-81.36M","0","13"
"TGT","","95.57M","-19.74%","46.34M","47.02M","-679.3K","1","12"
"SNOW","","92.97M","33.57%","3.52M","84.27M","-80.75M","3","9"
"SSO","","90.61M","171.72%","11.99M","7.19M","4.8M","10","39"
"ABT","","90.22M","-46.32%","87.69M","2.53M","85.17M","1","5"
"UNP","","89.47M","67.61%","50.48M","31.87M","18.61M","1","3"
"CSX","","88.44M","211.85%","40.0M","38.84M","1.16M","1","9"
"CNC","","88.37M","140.29%","27.29M","9.14M","18.14M","1","11"
"RIVN","","87.83M","-17.11%","13.67M","64.31M","-50.63M","25","37"
"TDY","","87.47M","330.72%","21.88M","16.74M","5.14M","0","13"
"D","","87.18M","55.33%","5.91M","23.68M","-17.77M","4","16"
"BND","","82.67M","-1.08%","8.17M","43.71M","-35.54M","2","71"
"TPR","","82.46M","20.53%","30.18M","15.85M","14.34M","31","52"
"TSM","","80.58M","21.48%","0","80.58M","-80.58M","1","0"
"PFE","","80.43M","-45.43%","8.79M","71.64M","-62.86M","1","3"
"VTV","","79.97M","-6.26%","48.06M","15.66M","32.39M","17","49"
"EL","","79.14M","10.85%","58.14M","10.96M","47.17M","6","17"
"MCD","","79.06M","299.15%","2.11M","72.58M","-70.47M","1","5"
"VB","","77.45M","45.75%","67.41M","7.98M","59.44M","3","10"
"CHTR","","76.85M","322.08%","5.29M","71.56M","-66.28M","4","11"
"DHR","","76.0M","-3.77%","63.86M","12.14M","51.72M","0","7"
"SAP","","75.94M","31.93%","32.3M","37.83M","-5.52M","4","3"
"CMG","","75.65M","21.18%","0","75.65M","-75.65M","0","2"
"VEA","","73.81M","9.51%","28.51M","30.74M","-2.23M","2","54"
"LOW","","72.48M","-17.12%","0","67.87M","-67.87M","0","6"
"CPRI","","71.49M","-51.78%","20.97M","29.05M","-8.08M","20","43"
"ORCL","","71.4M","-42.16%","1.97M","67.26M","-65.28M","3","4"
"CRDO","","70.71M","534.52%","256.13K","5.41M","-5.15M","2","9"
"NFLX","","70.6M","-14.8%","10.37M","60.23M","-49.87M","3","3"
"AXP","","68.7M","-26.72%","64.97M","3.73M","61.24M","1","6"
"KWEB","","68.16M","106.19%","50.97M","10.18M","40.79M","12","36"
"W","","68.15M","13.59%","20.2M","43.42M","-23.23M","6","29"
"UBER","","67.97M","1.07%","12.97M","29.67M","-16.7M","9","19"
"MRNA","","67.43M","79.81%","2.85M","57.99M","-55.14M","3","12"
"VTI","","66.42M","-35.35%","24.04M","21.69M","2.35M","18","62"
"CE","","66.39M","23.73%","33.34M","4.64M","28.7M","2","29"
"LMT","","65.49M","-19.32%","1.09M","64.4M","-63.31M","1","7"
"NEE","","64.06M","25.48%","8.66M","51.09M","-42.44M","3","11"
"SOXS","","63.4M","66.84%","19.81M","21.18M","-1.37M","19","80"
"MMC","","63.37M","42.56%","0","63.37M","-63.37M","1","6"
"IJR","","62.84M","25.2%","32.67M","23.54M","9.13M","10","25"
"WFC","","62.03M","-62.37%","876.4K","60.16M","-59.28M","7","5"
"F","","61.52M","-18.73%","45.48M","7.46M","38.02M","5","29"
"PANW","","61.51M","-64.8%","5.48M","46.05M","-40.57M","7","15"
"LIN","","61.32M","-31.65%","59.45M","0","59.45M","0","4"
"INDA","","61.3M","1012.75%","26.52M","34.35M","-7.83M","4","6"
"KHC","","60.73M","390.27%","3.2M","54.98M","-51.78M","4","10"
"IQV","","59.61M","78.63%","1.6M","52.43M","-50.83M","1","11"
"HUBB","","58.43M","282.04%","0","41.48M","-41.48M","1","6"
"WPM","","56.83M","1455.66%","56.83M","0","56.83M","1","1"
"MS","","56.7M","-47.12%","0","56.7M","-56.7M","3","1"
"SOXL","","55.64M","-0.94%","21.91M","21.16M","750.14K","31","93"
"SQ","","55.61M","-61.22%","5.81M","42.43M","-36.62M","17","30"
"T","","55.47M","-36.19%","10.2M","7.86M","2.34M","0","12"
"VUG","","55.24M","30.95%","33.72M","11.94M","21.78M","3","51"
"AXON","","55.16M","190.9%","3.51M","40.39M","-36.88M","2","18"
"TTD","","54.3M","71.41%","4.58M","45.45M","-40.86M","6","15"
"PAYX","","54.19M","330.55%","50.28M","0","50.28M","0","5"
"FTV","","54.16M","15.88%","3.94M","3.44M","504.58K","2","15"
"MCK","","54.14M","-33.89%","0","51.54M","-51.54M","0","10"
"PLD","","54.05M","23.83%","52.32M","0","52.32M","0","6"
"EA","","53.44M","14.08%","30.0M","18.83M","11.17M","0","9"
"NVST","","52.95M","-34.9%","0","51.06M","-51.06M","3","8"
"VONG","","52.32M","671.31%","47.17M","4.21M","42.96M","5","5"
"FCX","","52.2M","-14.13%","46.73M","5.47M","41.26M","4","5"
"VRTX","","51.79M","330.93%","0","51.79M","-51.79M","0","6"
"VGT","","51.38M","7.69%","10.72M","35.2M","-24.48M","9","19"
"SO","","50.49M","-3.54%","7.87M","42.62M","-34.75M","0","7"
"USO","","50.07M","4.15%","44.46M","2.53M","41.93M","2","12"
"ADM","","48.51M","185.03%","36.36M","10.02M","26.34M","1","8"
"FTNT","","47.94M","10.38%","470.14K","25.74M","-25.27M","4","20"
"HUM","","47.86M","-56.0%","681.81K","46.38M","-45.7M","0","8"
"SYK","","47.71M","-17.39%","0","47.71M","-47.71M","0","4"
"VTR","","47.63M","72.88%","9.98M","31.1M","-21.12M","6","12"
"ITW","","47.39M","292.6%","0","41.26M","-41.26M","0","8"
"BTU","","47.06M","533.88%","0","47.06M","-47.06M","0","5"
"BKNG","","46.45M","-48.68%","46.45M","0","46.45M","0","6"
"USB","","46.36M","212.32%","9.79M","36.57M","-26.79M","2","6"
"GM","","46.36M","90.82%","34.57M","4.67M","29.89M","7","10"
"EXR","","46.01M","-27.93%","1.07M","36.55M","-35.48M","3","12"
"VWO","","45.99M","9.77%","20.54M","11.07M","9.47M","9","42"
"BIV","","45.97M","272.1%","38.9M","2.31M","36.59M","3","15"
"TEL","","45.95M","-22.46%","0","42.47M","-42.47M","0","8"
"MDT","","45.87M","41.04%","25.43M","15.0M","10.43M","1","6"
"NIO","","45.69M","-20.93%","8.4M","28.03M","-19.63M","36","57"
"RIG","","45.5M","554.39%","1.24M","43.18M","-41.94M","2","9"
"PLTR","","45.23M","-58.06%","9.72M","23.26M","-13.54M","18","75"
"NSC","","45.23M","-43.94%","3.57M","41.01M","-37.44M","0","8"
"KLAC","","44.87M","-3.1%","3.21M","41.66M","-38.45M","1","7"
"VALE","","44.43M","265.41%","13.36M","29.22M","-15.86M","3","10"
"A","","43.94M","-30.03%","39.41M","1.28M","38.13M","1","14"
"WELL","","43.59M","58.58%","30.81M","6.84M","23.97M","1","10"
"SPXL","","43.48M","-46.48%","8.46M","11.04M","-2.58M","22","68"
"DUK","","43.41M","-32.11%","43.41M","0","43.41M","1","4"
"ZTS","","43.06M","-49.43%","43.06M","0","43.06M","0","5"
"LYB","","42.99M","8.52%","42.33M","294.33K","42.04M","0","8"
"TFC","","42.48M","-2.95%","34.29M","6.71M","27.58M","2","11"
"DXCM","","42.04M","-30.88%","25.89M","9.55M","16.35M","2","10"
"AMAT","","41.95M","77.39%","34.09M","3.16M","30.93M","3","3"
"FSLR","","41.24M","1.71%","9.3M","31.27M","-21.98M","1","11"
"BK","","40.94M","16.29%","2.83M","38.11M","-35.28M","0","11"
"GD","","40.77M","1141.67%","31.62M","1.66M","29.95M","1","13"
"RBLX","","39.94M","-17.84%","12.92M","13.56M","-646.78K","12","21"
"SCHW","","39.7M","62.98%","16.13M","6.29M","9.84M","2","12"
"ADBE","","39.6M","-30.33%","0","39.6M","-39.6M","0","3"
"SPDN","","39.25M","24.96%","21.02M","17.67M","3.35M","0","73"
"VNQ","","38.63M","138.13%","16.88M","7.87M","9.01M","6","50"
"TXN","","38.56M","-64.18%","4.84M","10.88M","-6.04M","4","9"
"ATVI","","38.18M","-34.87%","16.16M","11.83M","4.33M","2","13"
"TFLO","","38.14M","-11.98%","22.88M","4.6M","18.28M","0","36"
"IWD","","38.08M","25.61%","3.07M","23.78M","-20.71M","15","22"
"IEFA","","37.88M","-15.68%","5.38M","4.23M","1.15M","9","31"
"CHD","","37.86M","0.82%","278.82K","27.99M","-27.71M","0","13"
"USFR","","37.33M","-30.5%","6.44M","2.61M","3.83M","0","68"
"ZBH","","37.32M","-12.23%","2.32M","23.33M","-21.01M","0","28"
"KRE","","37.17M","-30.28%","18.68M","10.1M","8.58M","11","18"
"QQQM","","37.17M","-29.8%","2.79M","26.46M","-23.67M","8","14"
"HWM","","37.04M","-58.23%","0","18.0M","-18.0M","0","7"
"WMT","","36.88M","-53.25%","0","26.37M","-26.37M","2","4"
"EWJ","","36.83M","195.45%","30.0M","5.72M","24.27M","1","11"
"STZ","","36.74M","-36.8%","35.34M","475.26K","34.86M","0","7"
"RVTY","","36.63M","143.97%","959.87K","35.67M","-34.71M","1","9"
"KMB","","36.54M","-15.87%","36.54M","0","36.54M","0","5"
