"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.53B","-0.71%","1.39B","4.49B","-3.1B","313","566"
"QQQ","","2.43B","-27.73%","754.55M","1.45B","-695.77M","108","261"
"MSFT","","1.38B","282.23%","439.29M","940.55M","-501.25M","5","5"
"AAPL","","1.2B","228.35%","0","1.2B","-1.2B","8","2"
"NVDA","","1.19B","36.21%","447.31M","739.84M","-292.53M","12","8"
"XOM","","816.06M","188.67%","811.41M","4.66M","806.75M","9","4"
"JNJ","","786.18M","187.33%","687.55M","98.63M","588.92M","1","8"
"IWM","","631.51M","4.54%","356.71M","244.77M","111.94M","36","26"
"JBL","","616.38M","4936.55%","2.6M","612.42M","-609.82M","17","67"
"AMZN","","560.36M","171.01%","89.75M","456.15M","-366.39M","12","5"
"META","","479.78M","40.52%","194.57M","285.21M","-90.63M","11","5"
"LLY","","459.43M","131.28%","385.48M","73.95M","311.53M","1","7"
"IVV","","459.02M","98.84%","168.71M","246.93M","-78.22M","25","115"
"MRK","","447.22M","268.05%","24.29M","422.93M","-398.63M","4","7"
"BRK/B","","436.43M","72.06%","414.8M","14.85M","399.95M","26","64"
"AVGO","","401.52M","330.35%","74.24M","313.61M","-239.37M","15","4"
"UGI","","392.22M","14707.26%","6.04M","382.1M","-376.07M","10","64"
"TSLA","","387.97M","176.36%","304.58M","83.39M","221.2M","13","3"
"PFE","","383.96M","276.94%","4.52M","379.44M","-374.92M","12","2"
"ORCL","","381.44M","184.02%","10.11M","369.33M","-359.22M","4","9"
"SMCI","","366.01M","250.49%","61.59M","279.05M","-217.46M","71","251"
"DG","","362.12M","478.36%","167.04M","75.54M","91.51M","67","236"
"TQQQ","","358.72M","-18.57%","104.54M","105.61M","-1.07M","129","612"
"WFC","","339.97M","224.81%","319.84M","20.13M","299.71M","9","10"
"PDD","","337.93M","136.44%","11.63M","319.96M","-308.33M","25","11"
"KKR","","329.97M","359.8%","271.12M","30.37M","240.75M","16","21"
"GOOGL","","329.38M","83.96%","17.43M","174.94M","-157.51M","5","3"
"VOO","","325.76M","56.37%","155.2M","137.25M","17.95M","23","103"
"CVX","","314.87M","127.32%","301.99M","8.16M","293.83M","7","2"
"AA","","292.2M","2718.08%","290.38M","906.88K","289.47M","2","55"
"C","","291.15M","66.88%","129.55M","155.81M","-26.25M","19","17"
"PG","","284.54M","100.39%","7.11M","277.42M","-270.31M","1","5"
"DHR","","269.44M","212.55%","262.27M","0","262.27M","1","8"
"T","","261.57M","296.18%","0","16.14M","-16.14M","4","25"
"LOW","","255.36M","143.85%","207.46M","43.74M","163.71M","0","13"
"SQQQ","","254.62M","-30.71%","76.09M","88.02M","-11.93M","30","495"
"CSCO","","250.3M","1685.45%","20.81M","229.49M","-208.68M","4","9"
"HUM","","242.72M","293.77%","225.74M","12.63M","213.12M","2","19"
"TJX","","242.06M","150.93%","42.99M","168.24M","-125.25M","0","22"
"VCIT","","236.49M","-0.69%","85.61M","93.83M","-8.23M","6","35"
"ADBE","","229.99M","568.32%","141.5M","88.48M","53.02M","3","16"
"AMD","","221.91M","15.1%","189.63M","28.32M","161.31M","17","10"
"LYB","","212.4M","411.35%","207.07M","4.5M","202.57M","3","23"
"GOOG","","210.76M","140.71%","0","210.76M","-210.76M","3","2"
"ABBV","","207.85M","84.99%","3.72M","204.13M","-200.4M","1","5"
"BIL","","207.12M","-19.23%","11.19M","77.87M","-66.68M","2","223"
"CRM","","203.63M","541.12%","6.78M","163.44M","-156.66M","16","15"
"UPS","","199.2M","75.22%","4.43M","189.6M","-185.17M","1","12"
"HLT","","195.06M","409.4%","193.05M","0","193.05M","0","10"
"GILD","","194.81M","3845.68%","0","191.07M","-191.07M","19","2"
"PLD","","192.71M","97.72%","2.51M","190.21M","-187.7M","0","17"
"UNH","","192.12M","201.63%","11.62M","180.5M","-168.87M","6","5"
"MS","","190.21M","75.44%","154.27M","35.94M","118.33M","6","7"
"MMC","","184.21M","58.4%","166.85M","17.36M","149.48M","2","16"
"LIN","","181.61M","38.94%","181.61M","0","181.61M","0","5"
"JPM","","178.98M","200.3%","18.06M","160.91M","-142.85M","7","2"
"NUVA","","172.22M","128.61%","99.84M","30.15M","69.69M","19","19"
"BABA","","168.84M","61.71%","125.13M","4.76M","120.37M","5","8"
"DIS","","167.81M","8.26%","7.29M","158.44M","-151.15M","12","4"
"GMED","","167.53M","143.8%","129.5M","20.81M","108.69M","28","23"
"ACWI","","163.91M","464.26%","1.3M","103.1M","-101.8M","2","13"
"KEYS","","163.82M","339.93%","161.25M","0","161.25M","1","21"
"MMM","","162.35M","106.92%","19.87M","134.23M","-114.36M","8","22"
"AXP","","160.84M","82.89%","2.45M","151.33M","-148.88M","2","14"
"VTI","","160.04M","36.89%","28.11M","82.2M","-54.08M","34","107"
"IEFA","","159.77M","178.25%","36.63M","47.99M","-11.36M","6","81"
"SYK","","159.18M","123.89%","0","157.01M","-157.01M","0","8"
"ELV","","159.02M","422.67%","70.08M","65.18M","4.89M","3","47"
"ZTS","","155.3M","94.91%","152.91M","2.39M","150.53M","0","13"
"BA","","154.39M","140.01%","13.15M","124.72M","-111.57M","5","14"
"SRE","","153.2M","292.63%","2.26M","148.62M","-146.35M","2","25"
"ABT","","149.31M","37.06%","7.09M","142.22M","-135.13M","0","7"
"A","","147.46M","630.36%","37.68M","109.77M","-72.09M","0","19"
"BMY","","145.98M","172.24%","9.31M","136.67M","-127.36M","2","10"
"LRCX","","145.55M","1433.97%","21.6M","123.95M","-102.34M","1","16"
"MCK","","142.54M","7.52%","0","142.54M","-142.54M","0","13"
"MELI","","141.52M","291.17%","37.67M","103.85M","-66.17M","3","17"
"ACN","","140.22M","513.86%","134.84M","0","134.84M","0","8"
"CRWD","","135.97M","214.34%","60.12M","56.58M","3.54M","56","141"
"FI","","132.9M","251.72%","129.65M","1.56M","128.09M","1","11"
"AMAT","","132.22M","840.01%","20.33M","108.49M","-88.16M","1","11"
"TXN","","129.82M","397.47%","1.76M","128.06M","-126.29M","5","2"
"MANH","","129.59M","6562.76%","128.84M","752.97K","128.09M","0","50"
"PEP","","128.44M","368.18%","0","128.44M","-128.44M","1","8"
"BKI","","126.38M","8.36%","45.96M","73.39M","-27.44M","14","27"
"WELL","","126.29M","367.73%","124.42M","904.81K","123.52M","0","16"
"DKNG","","126.06M","1131.29%","1.89M","121.47M","-119.58M","48","12"
"MU","","125.93M","232.32%","8.0M","108.71M","-100.7M","13","13"
"FIS","","124.58M","180.37%","117.39M","2.2M","115.19M","2","25"
"V","","123.88M","583.21%","5.46M","118.42M","-112.96M","0","7"
"TGT","","123.63M","18.81%","105.97M","10.52M","95.45M","2","17"
"ZBH","","122.94M","94.48%","114.23M","595.81K","113.64M","2","26"
"UBER","","122.19M","162.15%","31.0M","90.07M","-59.08M","7","19"
"KBE","","121.82M","1266.87%","91.82M","30.0M","61.82M","1","4"
"F","","120.86M","219.94%","0","4.75M","-4.75M","0","18"
"BKLN","","119.89M","331.82%","26.87M","92.21M","-65.33M","3","14"
"MDLZ","","117.75M","565.33%","0","107.45M","-107.45M","3","13"
"ANET","","116.97M","608.87%","19.61M","74.63M","-55.02M","8","50"
"CHD","","116.23M","564.72%","114.55M","0","114.55M","0","17"
"VCSH","","116.11M","52.48%","14.77M","96.24M","-81.48M","1","29"
"EFA","","115.82M","133.68%","90.1M","7.53M","82.58M","4","33"
"SSO","","115.42M","134.92%","1.69M","108.7M","-107.01M","5","21"
"TSM","","114.4M","26.05%","114.4M","0","114.4M","0","1"
