"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.47B","-41.87%","2.26B","776.45M","1.48B","237","397"
"JNJ","","3.9B","-48.52%","3.32B","570.32M","2.75B","24","9"
"QQQ","","3.84B","-13.11%","2.2B","1.35B","849.68M","196","287"
"TSLA","","913.84M","262.41%","204.33M","709.51M","-505.17M","6","12"
"IVV","","911.04M","321.47%","421.3M","455.77M","-34.47M","29","95"
"IWM","","580.26M","-46.09%","370.14M","139.94M","230.2M","23","42"
"KVUE","","561.51M","14.85%","365.38M","64.76M","300.62M","42","122"
"NVDA","","433.09M","-56.47%","81.83M","351.26M","-269.43M","5","2"
"TQQQ","","393.25M","-24.91%","110.97M","133.78M","-22.82M","113","621"
"AAPL","","392.8M","-56.81%","294.97M","97.83M","197.14M","2","2"
"BRK/B","","354.96M","1.19%","168.63M","178.1M","-9.47M","6","67"
"QUAL","","335.17M","391.24%","128.04M","187.44M","-59.4M","10","52"
"MSFT","","326.39M","-66.01%","176.01M","150.39M","25.62M","6","1"
"TD","","317.56M","8427.73%","1.15M","316.41M","-315.26M","1","1"
"SPYG","","308.33M","2130.83%","96.6M","32.47M","64.14M","3","37"
"META","","303.95M","-61.6%","239.76M","64.19M","175.57M","5","2"
"SQQQ","","271.93M","-27.04%","99.3M","84.08M","15.22M","37","501"
"CVX","","246.31M","-6.62%","246.31M","0","246.31M","1","7"
"XOM","","244.84M","-24.98%","70.03M","174.81M","-104.78M","1","4"
"EL","","210.22M","121.44%","35.93M","28.47M","7.47M","36","80"
"TLH","","209.68M","845.8%","195.56M","2.02M","193.54M","4","19"
"MRK","","193.22M","-7.49%","22.96M","170.26M","-147.3M","1","6"
"PG","","190.62M","-36.44%","0","190.62M","-190.62M","0","2"
"EMB","","187.95M","128.69%","43.41M","138.05M","-94.63M","14","22"
"DIS","","185.02M","-19.06%","76.58M","72.42M","4.16M","4","8"
