"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.07B","-11.08%","2.04B","4.47B","-2.43B","446","567"
"QQQ","","3.06B","17.94%","774.99M","2.1B","-1.33B","190","226"
"IWM","","783.69M","-2.25%","258.97M","488.76M","-229.8M","32","44"
"CGDV","","762.36M","41220.96%","426.43M","1.35M","425.08M","6","29"
"MU","","590.38M","463.31%","18.84M","542.95M","-524.11M","32","23"
"CIVI","","571.14M","41772.91%","319.88K","568.54M","-568.22M","0","31"
"MUB","","531.96M","42.94%","307.66M","158.63M","149.04M","25","174"
"TQQQ","","461.88M","24.94%","127.92M","148.42M","-20.5M","233","753"
"MSFT","","448.22M","-2.96%","298.06M","150.16M","147.9M","3","3"
"VTEB","","414.14M","55.98%","37.55M","325.11M","-287.56M","7","118"
"META","","408.32M","-16.71%","224.54M","160.68M","63.85M","5","4"
"GOVT","","400.64M","218.57%","102.82M","281.8M","-178.99M","2","67"
"KXI","","395.08M","504.09%","0","389.72M","-389.72M","1","19"
"XOM","","371.34M","16.86%","102.56M","263.73M","-161.18M","17","4"
"VGIT","","364.61M","128.71%","288.61M","64.39M","224.22M","1","40"
"UPS","","354.01M","223.76%","59.12M","266.52M","-207.4M","2","14"
"TLH","","340.18M","419.68%","10.2M","246.41M","-236.22M","10","20"
"CRH","","333.02M","60.96%","298.45M","34.57M","263.88M","6","13"
"IVV","","315.95M","-67.2%","60.94M","199.8M","-138.85M","57","101"
"BRK/B","","313.76M","-21.25%","256.56M","48.55M","208.02M","11","115"
"BIL","","291.18M","-22.39%","83.9M","65.1M","18.8M","0","251"
"KVUE","","289.7M","406.47%","25.19M","254.19M","-228.99M","8","31"
"SQQQ","","269.08M","-7.07%","87.62M","98.26M","-10.64M","80","508"
"BND","","256.24M","-33.88%","142.48M","55.54M","86.95M","6","132"
"TJX","","255.63M","145.86%","217.14M","38.49M","178.64M","0","11"
"EMB","","252.39M","26.56%","77.53M","135.2M","-57.67M","17","38"
"VOO","","245.93M","-34.85%","109.27M","78.39M","30.88M","44","90"
"SPTI","","245.36M","349.15%","139.7M","49.05M","90.65M","0","64"
"NVDA","","238.82M","-54.85%","99.87M","128.33M","-28.45M","3","2"
"VTI","","220.96M","24.58%","30.79M","134.64M","-103.84M","31","147"
"PG","","217.9M","12.63%","25.62M","192.29M","-166.67M","1","7"
"CVX","","204.1M","-10.25%","14.79M","173.92M","-159.13M","5","2"
