"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","10.83B","16.75%","2.53B","6.72B","-4.18B","170","342"
"QQQ","","2.65B","7.98%","497.7M","1.98B","-1.48B","90","196"
"IWM","","1.3B","-20.33%","308.78M","853.82M","-545.04M","81","171"
"TSLA","","1.14B","910.49%","83.57M","1.03B","-948.53M","5","4"
"META","","691.68M","151.5%","188.88M","502.8M","-313.92M","7","3"
"AAPL","","526.3M","59.15%","185.22M","341.08M","-155.86M","0","5"
"VTI","","475.25M","118.67%","76.13M","317.5M","-241.37M","38","178"
"IVV","","407.63M","-57.38%","192.59M","165.43M","27.16M","29","111"
"SNOW","","368.2M","748.23%","23.38M","338.89M","-315.51M","4","22"
"XOM","","333.81M","-25.41%","121.88M","211.93M","-90.05M","4","3"
"BRK/B","","328.81M","10.44%","194.04M","120.61M","73.43M","7","88"
"VOO","","318.03M","-0.04%","158.98M","74.41M","84.57M","39","156"
"JPM","","269.44M","100.34%","23.85M","245.59M","-221.74M","4","3"
"AVGO","","260.0M","31.49%","221.62M","38.38M","183.24M","3","6"
"NVDA","","236.12M","-10.55%","185.7M","50.43M","135.27M","3","4"
"MRK","","231.36M","512.8%","231.36M","0","231.36M","0","6"
"CYTK","","229.42M","992.24%","107.62M","86.78M","20.84M","46","124"
"IJR","","211.53M","163.85%","14.04M","178.07M","-164.03M","8","65"
"COIN","","211.21M","38.96%","84.32M","95.18M","-10.86M","56","206"
"DIS","","176.47M","-2.64%","176.47M","0","176.47M","4","2"
"CRM","","176.2M","168.45%","43.02M","133.18M","-90.16M","5","3"
"BIL","","174.16M","-35.59%","44.44M","20.85M","23.59M","0","231"
"AMZN","","173.97M","-12.67%","104.49M","69.48M","35.0M","3","1"
"MSTR","","159.7M","158.37%","74.44M","53.03M","21.41M","5","150"
"MSFT","","153.44M","-65.07%","56.14M","97.3M","-41.15M","3","0"
"TRP","","150.76M","1203.3%","5.47M","144.42M","-138.94M","0","6"
"IBM","","141.57M","197.82%","141.57M","0","141.57M","0","7"
"UBER","","140.04M","-2.51%","19.43M","108.21M","-88.78M","10","8"
"MUB","","132.46M","44.26%","85.55M","27.6M","57.95M","9","64"
"AGG","","132.08M","-28.33%","28.56M","53.53M","-24.97M","4","136"
"IWD","","131.83M","-4.73%","86.81M","24.68M","62.13M","16","58"
"BKLN","","127.0M","13.76%","121.29M","360.15K","120.93M","0","38"
"CVX","","125.59M","-34.56%","125.59M","0","125.59M","1","4"
"EWZ","","122.9M","10.41%","65.93M","54.45M","11.48M","5","35"
"CNHI","","121.24M","2785.98%","65.57M","54.8M","10.78M","0","8"
"EFA","","118.86M","-48.55%","30.21M","73.04M","-42.83M","8","73"
"MARA","","118.31M","10.57%","53.88M","55.82M","-1.94M","133","186"
"SNAP","","118.1M","39.28%","3.58M","8.47M","-4.89M","3","11"
"PANW","","112.93M","86.6%","8.57M","103.36M","-94.79M","1","15"
"UNP","","104.4M","243.26%","98.26M","0","98.26M","1","4"
"AFRM","","99.13M","33.58%","37.02M","40.06M","-3.04M","63","196"
"NFLX","","98.77M","89.84%","95.65M","3.12M","92.52M","4","2"
"HD","","96.68M","53.93%","67.74M","28.94M","38.79M","1","5"
"KLAC","","96.48M","300.08%","27.29M","69.19M","-41.91M","0","7"
"SQ","","94.88M","58.28%","89.04M","3.76M","85.29M","5","16"
"LLY","","93.24M","0.61%","93.24M","0","93.24M","0","5"
"IEMG","","90.22M","40.25%","25.86M","6.4M","19.46M","1","77"
"RSP","","88.02M","-48.19%","29.96M","37.74M","-7.78M","16","89"
"VTV","","86.1M","3.02%","44.72M","19.1M","25.62M","16","71"
"WMT","","86.08M","71.01%","31.87M","54.21M","-22.34M","2","4"
"VXF","","85.47M","409.63%","80.82M","1.08M","79.74M","0","20"
"IEFA","","82.99M","-28.69%","41.27M","7.25M","34.01M","1","110"
"TMUS","","79.5M","22.48%","36.81M","39.79M","-2.98M","5","11"
"SRPT","","79.28M","557.76%","79.28M","0","79.28M","0","5"
"SPXL","","78.17M","-19.59%","39.83M","12.24M","27.59M","25","84"
"VIG","","77.96M","-11.45%","43.74M","10.83M","32.9M","3","68"
"PLTR","","76.98M","18.03%","59.58M","8.42M","51.16M","10","40"
"MRTX","","75.12M","212.48%","6.19M","59.38M","-53.19M","1","20"
"RTX","","73.72M","83.85%","4.19M","69.53M","-65.34M","0","3"
"SJNK","","73.4M","350.77%","70.55M","299.18K","70.25M","0","12"
"VEA","","72.31M","-36.36%","37.34M","9.73M","27.61M","0","85"
"VWO","","68.71M","-42.17%","42.32M","9.97M","32.35M","4","71"
"KRTX","","68.04M","-59.4%","2.28M","21.06M","-18.78M","4","35"
"TMF","","67.47M","139.18%","53.56M","4.0M","49.55M","10","38"
"NTES","","67.38M","108.4%","11.44M","53.89M","-42.45M","9","12"
"PEP","","66.91M","138.92%","66.91M","0","66.91M","0","3"
"KIM","","66.19M","368.83%","0","64.24M","-64.24M","0","9"
