"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.33B","-51.22%","2.71B","3.1B","-390.54M","238","508"
"QQQ","","2.51B","-15.42%","940.44M","1.4B","-463.1M","117","232"
"IVV","","992.23M","12.77%","175.63M","752.61M","-576.98M","41","133"
"AMZN","","865.45M","71.54%","0","865.45M","-865.45M","7","0"
"NVDA","","719.65M","122.26%","210.02M","494.22M","-284.2M","7","5"
"IWM","","695.18M","-59.49%","246.43M","404.91M","-158.48M","44","66"
"AAPL","","667.22M","-17.42%","413.52M","253.7M","159.82M","4","1"
"VOO","","524.17M","-20.81%","376.95M","79.05M","297.9M","58","167"
"ABBV","","468.54M","296.84%","100.82M","367.72M","-266.9M","1","7"
"CVS","","468.38M","103.75%","458.07M","5.39M","452.67M","12","4"
"TSLA","","449.5M","343.99%","132.81M","316.69M","-183.88M","3","7"
"PG","","435.19M","1396.19%","246.94M","27.92M","219.02M","1","7"
"CVX","","401.31M","109.69%","46.93M","354.38M","-307.46M","4","6"
"XOM","","390.02M","-8.2%","321.14M","55.41M","265.73M","5","5"
"IWD","","372.62M","41.99%","44.83M","265.74M","-220.91M","30","177"
"CYTK","","360.94M","174.97%","144.29M","156.65M","-12.36M","45","141"
"MSFT","","333.49M","-46.76%","303.49M","30.0M","273.49M","5","0"
"DIS","","278.96M","19.69%","233.97M","3.16M","230.81M","2","5"
"AMD","","267.97M","64.47%","76.96M","174.23M","-97.27M","13","18"
"AGG","","262.81M","27.77%","93.44M","80.39M","13.06M","5","175"
"GOOG","","258.45M","152.11%","60.21M","198.24M","-138.02M","3","1"
"PFE","","249.42M","100.02%","214.47M","34.96M","179.51M","2","5"
"META","","225.26M","-39.86%","25.63M","199.63M","-174.0M","6","1"
"AMAM","","219.91M","7548.39%","54.1M","118.34M","-64.25M","26","102"
"PDD","","213.76M","13.37%","27.79M","154.66M","-126.87M","2","11"
"VTV","","213.59M","74.82%","39.55M","139.12M","-99.57M","19","82"
"MUB","","198.3M","-22.17%","15.15M","144.84M","-129.69M","16","97"
"COIN","","198.18M","31.18%","59.63M","122.85M","-63.22M","65","177"
"VIG","","192.11M","47.95%","7.81M","168.08M","-160.27M","10","48"
"AXNX","","184.16M","5770.76%","72.76M","64.35M","8.41M","21","113"
"BIL","","183.91M","-30.0%","44.03M","43.0M","1.03M","0","244"
"SPLG","","180.16M","258.19%","50.25M","111.92M","-61.67M","1","37"
"MARA","","178.26M","97.21%","75.65M","88.26M","-12.61M","211","207"
"RSP","","174.97M","-42.17%","24.27M","108.76M","-84.49M","34","115"
"IWY","","169.61M","61.05%","10.03M","154.4M","-144.37M","2","27"
"JPM","","169.15M","25.06%","100.05M","60.22M","39.83M","5","1"
"LOW","","158.89M","153.84%","155.9M","1.51M","154.39M","2","8"
"VT","","156.74M","114.44%","112.12M","20.2M","91.92M","10","77"
"BA","","156.65M","143.56%","59.92M","74.89M","-14.97M","26","43"
"EFA","","156.35M","-12.62%","82.74M","54.58M","28.16M","9","81"
"CMG","","153.4M","367.06%","0","51.26M","-51.26M","0","3"
"KDP","","145.06M","333.52%","42.19M","71.09M","-28.9M","4","37"
"BRK/B","","143.56M","-61.7%","110.51M","20.33M","90.18M","10","94"
"QQQM","","143.39M","243.86%","44.41M","78.85M","-34.43M","10","50"
"VTI","","142.39M","-26.85%","32.36M","32.51M","-152.42K","24","159"
"SMCI","","135.8M","101.27%","71.26M","49.28M","21.98M","33","188"
"SPHQ","","135.21M","879.11%","134.09M","261.73K","133.83M","0","5"
"DHR","","134.58M","326.68%","85.78M","21.7M","64.08M","3","15"
"NFLX","","123.37M","104.07%","59.65M","20.52M","39.13M","2","9"
"SCHD","","115.08M","-1.77%","16.62M","81.42M","-64.8M","11","65"
"HES","","114.17M","128.07%","23.7M","44.49M","-20.8M","6","28"
"IEFA","","113.27M","17.66%","29.48M","54.88M","-25.4M","3","96"
"SQ","","112.66M","48.38%","80.0M","9.89M","70.1M","12","24"
"BABA","","112.2M","36.44%","30.28M","77.7M","-47.41M","6","3"
"CSCO","","109.47M","112.41%","109.47M","0","109.47M","1","3"
"BMY","","109.45M","64.96%","92.96M","12.16M","80.8M","5","14"
"MSTR","","108.58M","44.26%","44.1M","47.58M","-3.48M","4","103"
"AVGO","","106.76M","-28.48%","79.97M","10.45M","69.52M","2","4"
"VNQ","","101.33M","104.86%","3.93M","84.28M","-80.35M","7","38"
"UPS","","101.26M","14.01%","101.26M","0","101.26M","0","3"
"MS","","98.95M","51.76%","91.83M","7.12M","84.71M","3","4"
"MRK","","95.58M","119.69%","65.11M","0","65.11M","0","7"
"DGRO","","94.64M","521.71%","9.07M","81.59M","-72.51M","2","20"
"VUG","","94.59M","10.01%","24.86M","30.51M","-5.65M","4","108"
"KRTX","","94.12M","-33.34%","950.32K","44.59M","-43.64M","2","50"
"VWO","","92.54M","28.77%","11.19M","66.01M","-54.82M","2","70"
"PINS","","90.74M","71.85%","76.58M","11.58M","65.0M","6","19"
"EDV","","90.67M","372.82%","5.18M","85.49M","-80.31M","1","11"
"SPIB","","90.05M","685.76%","40.54M","43.64M","-3.1M","0","24"
"SNOW","","89.07M","169.01%","73.76M","12.06M","61.7M","5","12"
"UNP","","87.67M","72.83%","50.45M","7.45M","43.0M","2","7"
"KLAC","","87.35M","170.99%","65.14M","4.48M","60.66M","3","12"
"PXD","","87.02M","188.83%","58.62M","20.09M","38.54M","5","24"
"SPAB","","83.79M","342.46%","58.17M","20.68M","37.49M","5","34"
"SCHG","","83.13M","272.42%","36.13M","36.04M","89.25K","5","31"
"IMGN","","83.05M","-14.24%","16.54M","58.43M","-41.89M","15","23"
"VBK","","82.48M","664.52%","2.88M","76.54M","-73.67M","0","19"
"SPSM","","81.34M","133.67%","5.7M","72.83M","-67.12M","4","21"
"CCI","","81.17M","293.81%","58.95M","16.63M","42.31M","2","12"
"F","","80.94M","72.89%","6.75M","49.82M","-43.08M","1","15"
"VO","","80.36M","62.72%","22.79M","31.97M","-9.18M","4","99"
"VZ","","80.04M","50.38%","10.02M","48.81M","-38.79M","6","6"
"EWZ","","79.41M","-33.68%","6.82M","68.7M","-61.88M","12","41"
"ALL","","77.67M","135.85%","12.57M","41.75M","-29.17M","2","22"
"ADBE","","75.13M","35.6%","71.13M","4.0M","67.14M","0","6"
"APA","","74.43M","231.79%","69.14M","2.14M","67.0M","13","17"
"IJR","","73.74M","-39.92%","20.89M","19.03M","1.86M","21","83"
"NXT","","73.27M","-11.17%","4.55M","46.31M","-41.76M","8","44"
"PENN","","72.51M","2455.95%","71.02M","924.22K","70.09M","4","9"
"WFC","","72.46M","48.7%","36.32M","33.67M","2.66M","3","14"
"UBER","","72.2M","-76.94%","41.85M","22.39M","19.46M","9","5"
"TXN","","71.08M","139.56%","41.33M","29.75M","11.59M","4","3"
"SPYV","","70.97M","28.1%","34.97M","26.32M","8.65M","6","26"
"IEMG","","70.95M","0.13%","9.54M","43.41M","-33.87M","3","75"
"ENPH","","70.75M","99.65%","7.16M","54.78M","-47.62M","7","60"
"TFI","","70.37M","400.64%","803.02K","69.57M","-68.76M","1","4"
"NOW","","70.07M","155.84%","33.91M","36.16M","-2.25M","2","7"
"BIV","","69.06M","67.35%","19.08M","38.38M","-19.3M","1","51"
"GDXJ","","67.94M","310.79%","1.82M","66.12M","-64.31M","8","0"
"PEP","","67.57M","13.81%","37.46M","22.91M","14.55M","1","5"
"HDV","","67.05M","84.5%","7.47M","56.07M","-48.61M","9","17"
"AFRM","","65.7M","102.07%","17.57M","30.52M","-12.95M","50","92"
"AAL","","65.38M","172.42%","9.54M","49.81M","-40.27M","9","59"
"VTEB","","64.73M","-41.59%","15.4M","31.19M","-15.79M","3","70"
"CNHI","","64.67M","-17.6%","63.98M","364.5K","63.61M","1","5"
"FANG","","63.73M","23.26%","56.68M","2.25M","54.43M","1","18"
"CRWD","","62.95M","-22.25%","35.98M","21.27M","14.71M","12","37"
"COF","","61.2M","107.62%","8.41M","48.04M","-39.63M","5","15"
"AXP","","60.71M","64.44%","39.24M","21.47M","17.77M","3","7"
"USFR","","60.45M","-17.45%","14.5M","22.76M","-8.26M","0","68"
"FIS","","60.13M","75.34%","36.29M","1.7M","34.59M","5","20"
"COST","","59.17M","-55.65%","45.89M","6.9M","38.99M","1","6"
"GOVT","","59.17M","60.88%","23.87M","24.7M","-834.86K","0","43"
"SHEL","","58.88M","179.15%","36.99M","16.75M","20.24M","8","17"
"GLW","","58.58M","252.27%","11.79M","46.79M","-35.0M","2","5"
"VEA","","57.3M","-60.66%","11.24M","18.52M","-7.28M","1","64"
"SPR","","56.6M","1116.96%","27.09M","12.66M","14.43M","26","62"
"DELL","","56.52M","59.09%","8.63M","19.73M","-11.09M","7","20"
"DG","","56.32M","18.81%","51.8M","2.17M","49.63M","2","16"
"MRVL","","55.77M","49.05%","13.51M","17.87M","-4.36M","12","21"
"SHM","","55.49M","868.96%","51.98M","1.2M","50.78M","0","5"
"EWW","","54.99M","31.72%","47.72M","6.67M","41.05M","4","3"
"BSV","","53.8M","-19.65%","16.73M","17.01M","-281.01K","0","59"
"COP","","53.6M","168.73%","30.83M","7.79M","23.03M","1","11"
"EL","","52.75M","352.75%","42.9M","5.37M","37.53M","2","15"
"CME","","52.58M","109.9%","31.66M","0","31.66M","3","15"
"HARP","","52.37M","0%","27.78M","12.75M","15.03M","2","34"
"SNPS","","52.12M","26.27%","30.8M","8.17M","22.63M","3","17"
"ROKU","","51.85M","29.86%","26.01M","13.93M","12.08M","19","111"
"MELI","","51.65M","-34.36%","40.32M","9.77M","30.55M","1","8"
"ARM","","51.44M","8.65%","16.66M","17.28M","-612.18K","29","73"
"KKR","","51.28M","141.1%","11.07M","3.01M","8.06M","1","22"
"IWB","","51.12M","36.8%","5.57M","38.92M","-33.35M","6","53"
"MRNA","","50.82M","-49.73%","40.36M","8.94M","31.43M","7","26"
"FDX","","50.7M","24.83%","38.77M","8.39M","30.38M","3","20"
"PZA","","49.77M","749.8%","47.64M","932.21K","46.7M","2","7"
"GBIL","","49.53M","90.61%","3.48M","16.5M","-13.02M","0","35"
"FSLR","","49.21M","117.32%","30.6M","4.82M","25.79M","3","39"
"BKLN","","48.79M","-40.18%","4.3M","10.94M","-6.64M","0","60"
"LULU","","48.73M","65.89%","19.37M","7.76M","11.62M","0","28"
"EWBC","","48.66M","359.19%","14.99M","12.85M","2.14M","5","40"
"CNM","","47.99M","273.4%","5.07M","7.27M","-2.2M","12","18"
"GILD","","47.83M","9.78%","15.06M","24.78M","-9.72M","7","5"
"MDB","","47.82M","-26.1%","21.65M","5.85M","15.8M","13","38"
"INTC","","47.49M","-50.12%","32.57M","14.91M","17.66M","8","3"
"IWN","","47.43M","53.49%","8.52M","29.01M","-20.48M","4","46"
"FAF","","47.2M","1723.76%","46.68M","0","46.68M","0","2"
"BDX","","46.85M","-1.07%","17.76M","27.92M","-10.16M","9","7"
"MCD","","46.09M","-49.8%","23.37M","22.72M","653.59K","0","6"
"RBLX","","45.94M","6.27%","20.75M","20.12M","629.15K","9","21"
"SPXL","","45.83M","-57.46%","12.03M","15.0M","-2.97M","15","75"
"TW","","45.38M","105.83%","22.04M","4.96M","17.08M","1","17"
"BAC","","45.36M","10.04%","9.89M","23.45M","-13.56M","3","5"
"SPLK","","44.34M","36.77%","7.09M","34.04M","-26.95M","2","18"
"PSX","","43.94M","62.96%","27.96M","6.52M","21.45M","4","15"
"COR","","43.88M","735.44%","1.26M","38.54M","-37.28M","0","10"
"ITOT","","43.48M","28.7%","4.53M","14.43M","-9.9M","6","101"
"ILMN","","43.39M","34.79%","39.97M","0","39.97M","1","11"
