"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bullish","7.46B","-30.09%","4.42B","2.28B","2.15B","203","323"
"QQQ","Bearish","3.5B","-44.07%","1.03B","1.9B","-869.24M","138","307"
"TSLA","Bearish","1.08B","81.36%","310.4M","708.29M","-397.9M","8","12"
"AMZN","Bearish","847.87M","34.94%","150.53M","697.34M","-546.81M","12","4"
"NVDA","Bearish","817.69M","-2.78%","230.68M","555.15M","-324.47M","8","5"
"BBEU","Bearish","722.49M","255.97%","0","722.49M","-722.49M","1","1"
"TQQQ","Bearish","623.39M","18.77%","166.43M","187.49M","-21.06M","240","989"
"IWM","Bullish","535.62M","-71.5%","262.21M","240.48M","21.72M","18","56"
"VGT","Bearish","515.94M","497.85%","167.5M","337.8M","-170.3M","2","29"
"MSFT","Bearish","399.78M","-38.19%","40.36M","359.42M","-319.07M","4","0"
"META","Bearish","343.17M","-36.42%","18.56M","274.13M","-255.57M","6","6"
"XOM","Bearish","320.6M","-66.97%","68.77M","251.83M","-183.07M","2","3"
"PG","Bullish","309.85M","-42.26%","218.08M","69.7M","148.37M","2","9"
"BRK/B","Bearish","300.42M","-62.47%","10.07M","273.06M","-262.99M","9","59"
"RCL","Bearish","272.99M","184.03%","63.11M","149.87M","-86.76M","9","40"
"PLTR","Bearish","269.01M","244.53%","13.24M","249.4M","-236.16M","36","59"
"AGG","Bullish","260.55M","117.44%","122.74M","110.21M","12.53M","7","85"
"AAPL","Bullish","255.18M","-68.34%","225.15M","30.03M","195.12M","2","0"
"AMD","Bullish","252.55M","21.97%","169.5M","71.38M","98.12M","15","14"
"SQQQ","Bearish","248.38M","-9.82%","69.48M","85.22M","-15.74M","44","446"
"ORCL","Bearish","225.73M","-64.05%","53.51M","163.17M","-109.65M","9","12"
"TRU","Bearish","224.69M","1511.04%","0","4.83M","-4.83M","0","12"
"LLY","Bearish","217.04M","-57.66%","19.55M","135.28M","-115.73M","0","6"
"BIL","Bullish","204.51M","-25.67%","68.91M","65.41M","3.49M","0","203"
"PANW","Bearish","184.78M","-75.51%","69.13M","103.32M","-34.19M","12","16"
"MRK","Bullish","184.08M","-66.63%","165.36M","8.57M","156.79M","0","5"
"NTRS","Bearish","181.35M","1752.93%","1.31M","179.79M","-178.49M","24","5"
"VTI","Bullish","174.94M","-33.04%","93.66M","29.93M","63.72M","22","133"
"ABT","Bullish","167.76M","-25.23%","158.72M","4.57M","154.15M","1","8"
"MELI","Bullish","166.01M","345.59%","51.96M","5.01M","46.95M","0","11"
"ABBV","Bullish","159.98M","-60.77%","157.27M","0","157.27M","0","6"
"CVX","Bearish","159.57M","-80.25%","0","139.77M","-139.77M","1","7"
"JPM","Bearish","154.43M","53.62%","0","154.43M","-154.43M","4","4"
"BP","Bearish","147.27M","171.4%","0","147.27M","-147.27M","0","1"
"TGT","Bullish","146.9M","-33.85%","103.82M","5.11M","98.71M","6","17"
"WKC","Bullish","144.89M","3698.67%","89.41M","44.65M","44.75M","7","86"
"PFE","Bearish","144.36M","-34.06%","19.49M","124.87M","-105.39M","3","4"
"BBAX","Bullish","139.5M","168.15%","89.02M","50.48M","38.55M","2","1"
"KDP","Bullish","139.17M","170.03%","57.38M","31.84M","25.54M","5","36"
"UPS","Bearish","138.82M","-68.67%","2.78M","122.36M","-119.58M","2","13"
"DG","Bullish","132.88M","-40.8%","108.59M","12.16M","96.43M","9","36"
"VRTX","Bearish","131.18M","48.65%","1.73M","4.46M","-2.73M","0","12"
"AXP","Bearish","128.13M","-19.44%","1.01M","89.16M","-88.15M","5","5"
"AEP","Bearish","126.08M","409.69%","20.31M","57.9M","-37.59M","8","32"
"V","Bullish","125.99M","-86.46%","34.69M","32.42M","2.27M","5","14"
"GOOG","Bearish","123.86M","-64.43%","0","123.86M","-123.86M","3","0"
"HUM","Bullish","123.18M","-54.19%","98.1M","7.04M","91.07M","0","25"
"VOO","Bullish","122.44M","-52.08%","60.94M","29.46M","31.47M","21","97"
"ADBE","Bullish","120.63M","-33.98%","73.89M","38.73M","35.15M","0","13"
"TD","Bullish","119.95M","94.74%","119.95M","0","119.95M","0","1"
"FCX","Bearish","117.93M","-36.2%","15.08M","98.99M","-83.92M","7","11"
"DIS","Bullish","115.84M","-58.19%","83.72M","6.41M","77.32M","6","5"
"VTV","Bearish","113.63M","-19.37%","33.19M","51.99M","-18.79M","18","69"
