"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","10.85B","13.93%","4.7B","5.75B","-1.06B","317","465"
"QQQ","Bearish","5.57B","34.92%","2.31B","2.92B","-616.85M","272","418"
"IWM","Bearish","1.22B","34.91%","337.54M","762.14M","-424.6M","48","46"
"V","Bearish","1.2B","865.14%","40.2M","1.14B","-1.1B","7","9"
"AMZN","Bullish","770.29M","215.26%","669.34M","100.95M","568.39M","8","5"
"MSFT","Bearish","753.43M","159.74%","251.47M","474.53M","-223.06M","5","10"
"IVV","Bullish","729.09M","20.37%","375.82M","285.93M","89.89M","22","118"
"NVDA","Bearish","646.79M","70.15%","187.65M","446.7M","-259.05M","10","5"
"TQQQ","Bearish","634.36M","35.65%","156.89M","185.95M","-29.07M","199","1027"
"TSLA","Bearish","531.62M","16.68%","141.43M","390.18M","-248.75M","10","5"
"BIL","Bearish","523.54M","144.06%","186.19M","200.12M","-13.92M","0","485"
"BRK/B","Bullish","451.52M","21.84%","416.48M","23.03M","393.45M","32","54"
"USFR","Bullish","449.42M","958.74%","352.77M","75.5M","277.27M","0","91"
"XOM","Bearish","415.12M","5.45%","101.32M","292.58M","-191.26M","2","5"
"SCHP","Bearish","409.39M","2311.96%","93.3M","311.68M","-218.39M","1","19"
"ORCL","Bullish","394.85M","57.82%","208.36M","154.71M","53.65M","8","15"
"GOOGL","Bullish","385.34M","176.93%","283.65M","101.7M","181.95M","3","6"
"SQQQ","Bearish","374.84M","37.89%","102.55M","122.99M","-20.44M","45","653"
"VOO","Bullish","349.1M","78.57%","175.08M","115.39M","59.69M","45","131"
"CVX","Bearish","335.57M","28.26%","2.98M","332.59M","-329.61M","7","3"
"GOOG","Bullish","300.85M","346.29%","260.76M","40.09M","220.67M","3","3"
"BAC","Bullish","297.53M","482.66%","256.99M","18.63M","238.36M","0","10"
"MS","Bearish","283.62M","144.02%","29.49M","108.37M","-78.88M","0","8"
"META","Bullish","282.11M","112.74%","175.25M","99.25M","76.0M","9","3"
"AGG","Bullish","265.39M","34.74%","138.97M","99.38M","39.59M","7","80"
"UPS","Bullish","260.15M","48.79%","250.53M","9.62M","240.91M","3","6"
"PG","Bullish","258.13M","23.73%","258.13M","0","258.13M","1","6"
"ABT","Bearish","251.63M","171.05%","0","245.03M","-245.03M","1","7"
