"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.02B","20.03%","3.64B","2.73B","905.67M","533","751"
"QQQ","","3.72B","-6.4%","2.24B","1.22B","1.02B","307","343"
"IWM","","2.81B","181.76%","669.86M","2.0B","-1.33B","44","65"
"RTX","","1.12B","957.57%","82.96M","1.02B","-937.34M","12","15"
"RSP","","639.27M","358.97%","566.95M","30.07M","536.88M","43","109"
"TQQQ","","623.81M","30.83%","184.65M","213.45M","-28.8M","226","973"
"VOO","","605.05M","87.12%","127.9M","381.36M","-253.46M","85","185"
"META","","539.44M","35.59%","462.56M","48.74M","413.82M","11","7"
"XOM","","535.82M","25.16%","53.15M","478.35M","-425.2M","14","7"
"MUB","","474.78M","26.23%","196.71M","166.61M","30.09M","18","301"
"AGG","","452.53M","119.12%","250.75M","150.18M","100.57M","13","155"
"NEM","","396.78M","1304.62%","332.5M","34.97M","297.53M","47","56"
"IUSB","","388.53M","94.73%","11.39M","368.46M","-357.08M","3","39"
"VTEB","","370.95M","49.57%","93.24M","219.88M","-126.64M","16","176"
"CMCSA","","366.65M","224.19%","270.16M","69.82M","200.33M","20","13"
"AMZN","","356.31M","26.6%","161.31M","195.0M","-33.69M","11","3"
"BND","","356.23M","54.26%","51.17M","241.51M","-190.35M","7","152"
"BIL","","354.34M","-38.72%","187.33M","45.78M","141.55M","0","268"
"SQQQ","","351.56M","32.74%","121.81M","113.83M","7.98M","98","513"
"PG","","350.94M","249.61%","36.02M","311.22M","-275.2M","0","5"
"KVUE","","328.54M","217.3%","173.31M","119.7M","53.61M","20","72"
"LLY","","322.3M","653.48%","5.8M","288.46M","-282.67M","1","8"
"UPS","","296.16M","111.92%","14.66M","156.67M","-142.02M","5","41"
"USMV","","292.72M","428.94%","52.62M","212.57M","-159.95M","9","55"
"MRK","","291.48M","273.2%","0","291.48M","-291.48M","3","5"
"NVDA","","271.59M","-51.31%","231.53M","23.54M","207.99M","4","5"
"BRK/B","","266.72M","19.89%","15.49M","242.25M","-226.76M","2","89"
"SUSA","","265.77M","22444.08%","263.86M","509.5K","263.35M","1","7"
"INTC","","246.45M","107.86%","128.41M","91.7M","36.71M","11","7"
"C","","239.63M","40.29%","213.29M","21.55M","191.74M","10","10"
"SPLG","","234.88M","164.88%","189.79M","23.46M","166.33M","6","57"
"CVX","","233.83M","-18.0%","10.71M","223.12M","-212.41M","4","6"
"USHY","","228.89M","93.83%","220.35M","7.07M","213.28M","0","16"
"ABBV","","223.23M","163.98%","182.62M","26.9M","155.72M","2","7"
"AAPL","","214.25M","-44.55%","185.66M","28.58M","157.08M","3","1"
"COST","","213.91M","540.67%","6.94M","190.22M","-183.28M","2","13"
"VUG","","206.77M","86.86%","24.01M","28.92M","-4.91M","3","82"
"ANET","","197.11M","1137.62%","19.78M","127.79M","-108.01M","5","51"
"IVW","","196.11M","55.98%","13.26M","178.79M","-165.53M","7","25"
"GOOGL","","195.69M","4.71%","157.81M","37.88M","119.93M","3","1"
"MSFT","","193.8M","-61.17%","89.27M","64.75M","24.52M","1","2"
"QCOM","","193.58M","231.65%","80.45M","107.83M","-27.39M","6","8"
"SCZ","","193.32M","103.27%","1.48M","190.3M","-188.83M","4","8"
"VSS","","185.49M","140.01%","279.68K","183.66M","-183.38M","1","7"
"AVDV","","185.27M","419.02%","181.35M","0","181.35M","0","5"
