"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","10.1B","87.22%","1.34B","8.45B","-7.11B","266","447"
"QQQ","","5.02B","78.69%","593.28M","4.22B","-3.62B","149","261"
"IWM","","975.61M","55.61%","193.59M","497.23M","-303.64M","32","50"
"NVDA","","937.57M","-10.61%","649.43M","288.13M","361.3M","8","4"
"NEWR","","657.93M","10555.52%","229.13M","261.46M","-32.32M","11","189"
"AAPL","","651.99M","164.38%","189.92M","462.07M","-272.15M","4","4"
"BRK/B","","530.91M","45.41%","423.51M","75.68M","347.83M","10","117"
"CVX","","491.96M","115.12%","0","491.96M","-491.96M","3","1"
"IVV","","437.82M","-1.75%","40.77M","357.62M","-316.85M","25","64"
"LLY","","433.78M","43.67%","136.96M","290.59M","-153.62M","1","8"
"AMZN","","433.4M","44.36%","147.98M","285.42M","-137.45M","5","3"
"XOM","","419.73M","15.09%","310.16M","104.58M","205.58M","4","7"
"MSFT","","381.8M","5.81%","338.99M","42.81M","296.17M","1","1"
"META","","362.41M","33.66%","117.89M","120.37M","-2.48M","5","5"
"ORCL","","354.64M","42.11%","51.26M","285.61M","-234.34M","4","14"
"TQQQ","","333.57M","25.83%","89.73M","86.6M","3.13M","106","543"
"DIS","","315.52M","65.01%","27.88M","286.05M","-258.17M","7","8"
"SQQQ","","274.15M","55.03%","84.53M","57.79M","26.74M","28","459"
"NFLX","","260.89M","350.58%","103.59M","137.14M","-33.55M","8","21"
"GOOGL","","244.8M","75.74%","20.03M","205.01M","-184.98M","3","2"
"ABBV","","243.71M","316.52%","205.63M","27.46M","178.17M","1","7"
"BAC","","241.87M","124.27%","9.85M","213.3M","-203.45M","2","9"
"TSLA","","239.23M","45.55%","45.75M","184.44M","-138.69M","4","7"
"WFC","","222.36M","91.36%","58.23M","164.13M","-105.9M","4","4"
"LOW","","221.82M","57.47%","0","219.41M","-219.41M","0","6"
"C","","220.7M","-9.15%","8.53M","22.56M","-14.03M","6","13"
"MRK","","220.06M","5.38%","21.68M","198.39M","-176.71M","0","9"
"CNQ","","217.9M","1069.9%","18.09M","199.81M","-181.72M","0","6"
"ATVI","","206.55M","81.14%","27.01M","80.82M","-53.81M","8","31"
"VCIT","","201.13M","293.28%","113.47M","75.09M","38.38M","5","32"
"PLD","","200.24M","169.78%","199.02M","0","199.02M","0","6"
"DG","","195.37M","84.69%","12.35M","171.99M","-159.64M","22","49"
"TJX","","190.75M","55.69%","80.53M","108.92M","-28.39M","1","7"
"SMCI","","189.5M","164.62%","100.56M","79.58M","20.98M","10","95"
"VOO","","182.13M","-76.12%","24.09M","110.82M","-86.73M","28","114"
"FIS","","181.15M","102.48%","171.03M","1.5M","169.53M","2","18"
"PG","","179.89M","13.59%","179.89M","0","179.89M","0","3"
"PFE","","178.62M","42.41%","15.39M","163.24M","-147.85M","6","4"
"MUB","","178.36M","-15.89%","83.42M","60.81M","22.61M","12","88"
"USHY","","174.25M","582.77%","160.61M","11.07M","149.54M","4","8"
"AMAT","","172.87M","277.96%","37.79M","115.09M","-77.3M","5","10"
"AGCO","","166.2M","5350.88%","35.94M","130.25M","-94.31M","6","9"
"HPQ","","158.61M","102.69%","120.33M","36.46M","83.87M","9","21"
"CMI","","152.38M","130.68%","151.54M","445.48K","151.1M","3","12"
"LIN","","149.25M","33.01%","0","149.25M","-149.25M","0","4"
"BIL","","148.1M","-52.24%","25.99M","43.15M","-17.16M","1","202"
"FTI","","145.47M","1195.74%","142.71M","2.76M","139.95M","1","9"
"EWZ","","144.82M","52.59%","20.55M","10.24M","10.31M","7","49"
"WELL","","139.21M","319.54%","91.95M","46.81M","45.14M","1","6"
"RCL","","138.88M","209.8%","33.9M","96.5M","-62.6M","4","14"
"ADI","","133.37M","120.43%","55.27M","30.04M","25.23M","6","23"
"MMP","","130.97M","3847.27%","2.04M","115.21M","-113.18M","2","25"
"TMUS","","129.29M","337.55%","21.93M","78.89M","-56.96M","15","17"
"MS","","126.97M","-4.89%","124.88M","2.1M","122.78M","2","4"
"CSCO","","124.96M","344.6%","117.19M","0","117.19M","2","8"
"EMB","","123.93M","235.17%","26.95M","88.99M","-62.04M","13","28"
"NTST","","123.75M","0%","0","123.75M","-123.75M","1","0"
"PEG","","122.05M","129.87%","120.79M","1.26M","119.52M","0","7"
"TGT","","119.51M","89.8%","1.15M","116.96M","-115.82M","8","7"
"T","","117.37M","67.76%","89.37M","17.91M","71.46M","3","16"
"AXP","","116.5M","61.3%","110.99M","4.22M","106.77M","2","12"
"FICO","","114.85M","153.86%","0","114.85M","-114.85M","0","2"
