"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"QQQ","","7.09B","141.55%","1.3B","5.3B","-3.99B","395","505"
"SPY","","5.44B","-22.2%","2.18B","2.53B","-345.31M","334","344"
"JNJ","","2.7B","101.06%","1.6B","1.09B","507.38M","37","27"
"AMZN","","794.18M","198.35%","13.86M","745.67M","-731.8M","7","3"
"TQQQ","","626.38M","35.73%","178.21M","225.33M","-47.12M","317","844"
"USMV","","621.2M","3727.12%","616.35M","1.76M","614.59M","2","16"
"CPRI","","584.69M","14627.63%","239.49M","267.4M","-27.92M","108","212"
"IVV","","570.12M","29.42%","31.49M","517.86M","-486.38M","29","53"
"IWM","","560.44M","-10.36%","316.96M","224.56M","92.4M","33","65"
"SQQQ","","530.75M","71.46%","160.54M","201.46M","-40.92M","113","758"
"NVDA","","508.81M","32.42%","508.81M","0","508.81M","6","3"
"LLY","","459.58M","38.31%","251.31M","186.29M","65.02M","9","6"
"DIS","","430.44M","189.51%","366.84M","52.07M","314.77M","18","11"
"BMY","","428.49M","1620.38%","296.08M","132.42M","163.66M","9","9"
"PULS","","407.26M","1411.8%","385.66M","15.93M","369.73M","0","13"
"AAPL","","389.13M","-56.99%","44.63M","344.51M","-299.88M","2","1"
"MSFT","","386.14M","-24.16%","316.07M","41.01M","275.05M","0","5"
"IGSB","","371.82M","967.41%","8.04M","352.88M","-344.83M","1","27"
"BRK/B","","365.6M","-17.52%","319.73M","34.35M","285.37M","9","102"
"CVX","","317.67M","-38.22%","317.67M","0","317.67M","2","2"
"KVUE","","273.12M","84.81%","136.83M","117.83M","19.0M","36","51"
"VOO","","272.5M","11.32%","65.58M","53.42M","12.16M","43","103"
"WMT","","250.92M","463.22%","0","250.92M","-250.92M","2","2"
"XOM","","249.26M","-21.62%","244.85M","4.41M","240.44M","3","2"
"TGT","","237.53M","201.17%","27.11M","37.13M","-10.03M","6","12"
"ATSG","","219.76M","16150.13%","53.44M","143.32M","-89.88M","38","68"
"PG","","216.85M","21.49%","0","216.85M","-216.85M","4","3"
"TPR","","215.27M","997.51%","39.05M","43.8M","-4.75M","40","147"
"BABA","","211.82M","-13.58%","97.75M","18.22M","79.53M","7","11"
"BIL","","211.02M","-11.25%","58.7M","84.43M","-25.73M","0","176"
"ABC","","210.93M","-36.13%","204.86M","2.97M","201.88M","3","20"
"AMD","","193.33M","-15.86%","44.28M","98.04M","-53.76M","13","12"
"MAR","","191.84M","166.38%","18.26M","152.99M","-134.72M","5","17"
"INTC","","187.19M","402.73%","0","185.21M","-185.21M","9","0"
"ABT","","184.97M","27.76%","100.13M","84.84M","15.29M","0","7"
"SMCI","","183.15M","-15.99%","75.21M","86.98M","-11.76M","79","313"
"NKE","","179.08M","484.43%","4.8M","170.28M","-165.48M","4","6"
"TXN","","165.35M","121.36%","42.51M","108.61M","-66.1M","2","8"
"AGG","","162.78M","43.03%","38.72M","97.78M","-59.06M","19","109"
"PEP","","162.22M","24.76%","0","147.36M","-147.36M","1","5"
"EFA","","162.08M","15.88%","37.47M","121.1M","-83.64M","15","75"
"MRK","","158.69M","-16.0%","12.13M","143.2M","-131.07M","1","9"
"PFE","","158.63M","15.16%","13.96M","8.53M","5.43M","1","4"
"ABBV","","157.57M","18.76%","157.57M","0","157.57M","0","4"
"COLD","","146.86M","2675.59%","258.8K","145.76M","-145.5M","2","7"
"NEE","","145.51M","714.02%","66.38M","72.9M","-6.52M","2","6"
"MCK","","144.47M","129.41%","0","144.47M","-144.47M","0","7"
"ORCL","","133.17M","17.62%","124.61M","4.56M","120.05M","3","5"
"WFC","","129.7M","-13.95%","74.26M","55.44M","18.82M","5","7"
"BKNG","","128.96M","53.8%","0","114.14M","-114.14M","5","7"
"UPS","","128.47M","-7.83%","9.84M","100.75M","-90.91M","1","18"
"F","","125.61M","110.2%","76.52M","19.77M","56.75M","13","43"
