"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","8.9B","-34.85%","1.61B","6.92B","-5.31B","286","397"
"QQQ","","2.32B","-59.54%","945.44M","1.18B","-229.78M","187","227"
"IVV","","2.13B","45.72%","116.59M","1.92B","-1.81B","56","105"
"IWM","","1.45B","-55.36%","212.26M","966.96M","-754.7M","63","86"
"META","","790.3M","28.23%","672.6M","117.71M","554.89M","3","1"
"MSFT","","562.14M","-64.05%","30.57M","531.58M","-501.01M","3","0"
"AAPL","","507.62M","-67.55%","0","507.62M","-507.62M","3","0"
"XOM","","452.41M","-54.0%","268.05M","184.35M","83.7M","4","3"
"PFE","","319.62M","-36.8%","311.24M","5.59M","305.65M","6","7"
"BRK/B","","267.4M","-59.81%","50.09M","197.15M","-147.06M","5","94"
"AGG","","244.64M","-38.03%","51.27M","110.39M","-59.13M","8","167"
"AXP","","243.2M","-14.29%","233.34M","8.27M","225.06M","0","11"
"DIS","","235.63M","-34.74%","196.03M","33.62M","162.41M","10","3"
"VOO","","231.89M","-42.31%","56.84M","83.07M","-26.22M","46","167"
"VTI","","222.12M","1.53%","45.26M","67.63M","-22.37M","53","190"
"CVX","","207.36M","-67.21%","176.26M","5.75M","170.5M","3","5"
"EFA","","206.28M","-36.58%","40.33M","144.39M","-104.06M","9","98"
"Z","","201.4M","202.97%","14.72M","176.68M","-161.96M","11","32"
"ARGX","","194.01M","53.64%","27.16M","98.32M","-71.17M","11","73"
"AMZN","","193.99M","-68.62%","129.67M","64.32M","65.34M","4","0"
"UBER","","190.19M","-84.76%","3.69M","173.21M","-169.52M","4","7"
"BKLN","","175.8M","3.02%","34.88M","110.85M","-75.97M","1","71"
"IWD","","172.51M","12.59%","72.57M","38.65M","33.92M","22","142"
"BIL","","168.79M","-50.13%","39.86M","34.66M","5.2M","0","200"
"IEFA","","163.16M","44.32%","73.48M","43.96M","29.52M","9","146"
"RSP","","163.01M","-59.36%","69.67M","58.52M","11.15M","29","109"
"SNAP","","149.48M","-14.3%","131.94M","10.74M","121.2M","14","30"
"VWO","","149.22M","79.12%","79.9M","30.05M","49.85M","2","115"
"V","","147.68M","-44.31%","112.08M","35.6M","76.49M","0","5"
"T","","142.92M","-24.76%","138.42M","4.49M","133.93M","2","8"
"VEA","","137.67M","54.11%","56.63M","47.03M","9.6M","6","119"
