"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.56B","-15.26%","1.72B","4.16B","-2.45B","192","374"
"QQQ","","3.04B","-1.6%","938.35M","1.94B","-999.89M","122","216"
"IVV","","1.56B","146.82%","401.87M","1.08B","-681.19M","111","108"
"IWM","","1.32B","4.06%","446.67M","780.74M","-334.07M","34","60"
"NVDA","","1.11B","62.36%","327.84M","771.67M","-443.82M","14","5"
"META","","850.05M","144.63%","548.3M","109.35M","438.95M","11","3"
"AMZN","","820.81M","43.7%","660.33M","0","660.33M","4","2"
"IWD","","657.11M","265.17%","72.78M","540.12M","-467.34M","19","125"
"AAPL","","584.92M","1.93%","0","467.08M","-467.08M","2","4"
"IAGG","","498.94M","30997.79%","495.2M","2.01M","493.19M","1","8"
"XOM","","498.51M","6.52%","295.23M","194.26M","100.97M","6","5"
"VOO","","490.89M","72.68%","342.99M","38.34M","304.65M","31","156"
"PDD","","478.94M","149.79%","251.98M","226.96M","25.02M","4","4"
"AGG","","462.23M","102.0%","257.35M","97.98M","159.37M","10","246"
"MSFT","","460.95M","18.71%","0","460.95M","-460.95M","5","1"
"TQQQ","","399.71M","-0.7%","115.11M","101.74M","13.37M","104","635"
"BRK/B","","357.16M","17.26%","304.68M","33.55M","271.13M","32","77"
"AVGO","","320.74M","18.81%","6.24M","314.49M","-308.25M","12","8"
"GOVT","","318.28M","-16.66%","180.0M","121.64M","58.37M","1","40"
"MUB","","307.12M","101.92%","97.53M","165.17M","-67.64M","12","151"
"BA","","295.29M","329.68%","184.26M","101.74M","82.53M","15","18"
"DIS","","294.79M","47.42%","8.56M","283.1M","-274.54M","4","4"
"CI","","270.39M","85.48%","74.95M","168.23M","-93.28M","22","31"
"UNH","","267.34M","233.78%","122.27M","145.07M","-22.8M","4","5"
"CVX","","261.66M","-25.33%","215.7M","34.81M","180.89M","7","4"
"WFC","","258.9M","161.75%","236.38M","14.81M","221.57M","6","9"
"ABBV","","258.49M","406.44%","251.76M","3.01M","248.76M","0","9"
"EFA","","231.65M","99.59%","31.32M","184.92M","-153.6M","11","85"
"LLY","","229.73M","416.39%","94.18M","93.77M","406.33K","2","13"
"INTC","","226.77M","91.09%","215.68M","11.08M","204.6M","8","2"
"BIL","","219.56M","-24.32%","30.47M","56.02M","-25.54M","0","242"
"V","","216.17M","405.37%","141.06M","69.84M","71.23M","0","4"
"SCHD","","208.61M","205.15%","30.66M","151.99M","-121.33M","8","74"
"VIG","","207.66M","112.82%","60.47M","117.94M","-57.47M","17","75"
"MDB","","203.32M","13.1%","32.19M","159.17M","-126.98M","17","93"
"TSLA","","200.32M","0.27%","159.48M","31.82M","127.66M","11","2"
"QCOM","","191.28M","175.77%","189.67M","1.61M","188.05M","1","9"
"IBM","","186.61M","180.8%","175.75M","1.52M","174.23M","4","6"
"TXN","","183.95M","236.31%","71.96M","95.87M","-23.91M","9","6"
"VWO","","180.24M","248.92%","124.56M","25.53M","99.03M","1","94"
"PEP","","178.87M","136.29%","20.92M","154.78M","-133.85M","1","8"
"C","","178.07M","69.84%","81.55M","74.36M","7.19M","5","16"
"MDY","","177.32M","663.95%","62.22M","113.45M","-51.24M","8","11"
"UBER","","175.26M","-10.49%","106.61M","54.4M","52.21M","19","16"
"VEA","","173.04M","237.11%","117.04M","28.29M","88.75M","2","108"
"GOOGL","","172.77M","-1.46%","68.93M","103.85M","-34.92M","2","2"
