"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"07-28 17:33:38.982","SHOP","Darkpool","65.9529","12.0K","791.43K","AtBid","Technology","0.001002291738389341"
"07-28 17:21:10.684","LCID","Darkpool","7.47","92.57K","691.51K","AtAsk","Consumer Cyclical","0.014032490711757196"
"07-28 17:21:10.464","ON","Darkpool","105.09","17.59K","1.85M","AtBid","Technology","0.004088973230951326"
"07-28 17:21:10.442","GOOGL","Darkpool","132.58","112.84K","14.96M","AtBid","Communication Services","0.0010296436110179136"
"07-28 17:21:10.414","AAPL","Darkpool","195.83","298.74K","58.5M","AtAsk","Technology","0.0019013647419292615"
"07-28 17:21:10.411","PDD","Darkpool","89.35","24.87K","2.22M","AtBid","Consumer Cyclical","0.003645725172935513"
"07-28 17:21:10.400","ABNB","Darkpool","153.33","16.8K","2.58M","AtBid","Communication Services","0.004338642398501319"
"07-28 17:21:10.399","AMGN","Darkpool","236.37","21.76K","5.14M","AtBid","Healthcare","0.004081899552205454"
"07-28 17:21:10.393","PYPL","Darkpool","73.98","45.45K","3.36M","AtBid","Financial","0.00408151085587138"
"07-28 17:21:10.377","AMZN","Darkpool","132.21","194.88K","25.76M","AtAsk","Consumer Cyclical","0.0021689032177737645"
"07-28 17:21:10.375","BIIB","Darkpool","265.23","5.89K","1.56M","AtAsk","Healthcare","0.004085174311304059"
"07-28 17:21:10.373","PCAR","Darkpool","85.34","21.29K","1.82M","AtBid","Industrials","0.0041527064038816"
"07-28 17:21:10.350","TTD","Darkpool","90.45","18.12K","1.64M","AtAsk","Technology","0.004114858514946018"
"07-28 17:21:10.331","MRNA","Darkpool","118.66","15.53K","1.84M","AtBid","Healthcare","0.004511819437026811"
"07-28 17:21:10.326","AMD","Darkpool","112.96","65.59K","7.41M","AtBid","Technology","0.004097936669364067"
"07-28 17:21:10.316","META","Darkpool","325.48","58.89K","19.17M","AtAsk","Communication Services","0.002693468602844441"
"07-28 17:21:10.309","LRCX","Darkpool","721.26","5.47K","3.95M","AtBid","Technology","0.004089016209003727"
"07-28 17:21:10.309","GILD","Darkpool","76.86","50.81K","3.91M","AtAsk","Healthcare","0.004077547987030935"
"07-28 17:21:10.309","ENPH","Darkpool","154.33","5.58K","861.47K","AtAsk","Technology","0.0041942834471356445"
"07-28 17:21:10.308","MDLZ","Darkpool","75.04","55.47K","4.16M","AtBid","Consumer Defensive","0.004081026158254274"
"07-28 17:21:10.275","MSFT","Darkpool","338.37","141.22K","47.79M","AtAsk","Technology","0.0019008827234915258"
"07-28 17:21:10.272","MRVL","Darkpool","64.91","35.03K","2.27M","AtBid","Technology","0.004100813279189643"
"07-28 17:21:10.268","CSCO","Darkpool","52.09","165.99K","8.65M","AtBid","Technology","0.004076862973352165"
"07-28 17:21:10.261","KLAC","Darkpool","511.01","5.59K","2.86M","AtBid","Technology","0.004081121953885776"
"07-28 17:21:10.256","JD","Darkpool","40.53","18.49K","749.52K","AtBid","Consumer Cyclical","0.0015604740702167598"
"07-28 17:21:10.253","GFS","Darkpool","62.75","22.31K","1.4M","AtAsk","N/A","22311"
"07-28 17:21:10.252","INTC","Darkpool","36.83","169.9K","6.26M","AtBid","Technology","0.004077090650082324"
"07-28 17:21:10.194","WBA","Darkpool","29.8","35.14K","1.05M","AtBid","Healthcare","0.004924962781349692"
"07-28 17:21:10.191","HON","Darkpool","195.19","27.11K","5.29M","AtAsk","Industrials","0.004277326835510974"
"07-28 17:21:10.187","WBD","Darkpool","12.79","99.23K","1.27M","AtBid","N/A","99230"
"07-28 17:21:10.130","PANW","Darkpool","248.44","12.46K","3.1M","AtBid","Technology","0.004130757021272318"
"07-28 17:21:10.043","NVDA","Darkpool","467.5","46.91K","21.93M","AtBid","Technology","0.001978758911174338"
"07-28 17:21:10.028","PEP","Darkpool","190.31","56.12K","10.68M","AtAsk","Consumer Defensive","0.004084014936441526"
"07-28 17:21:10.016","MU","Darkpool","71.2","44.58K","3.17M","AtBid","Technology","0.004082339515092884"
"07-28 17:21:10.011","TSLA","Darkpool","266.44","60.2K","16.04M","AtBid","Consumer Cyclical","0.002181123188405797"
"07-28 17:14:17.699","PDD","Darkpool","89.35","367.0K","32.79M","AtBid","Consumer Cyclical","0.05379467427096065"
"07-28 17:14:17.699","BIDU","Darkpool","155.36","99.2K","15.41M","AtBid","Communication Services","0.03551426989857024"
"07-28 17:14:17.696","TAL","Darkpool","8","2.11M","16.89M","AtAsk","Consumer Defensive","0.4858922393204535"
"07-28 17:14:17.693","BABA","Darkpool","100.55","306.5K","30.82M","AtBid","Consumer Cyclical","0.014752794427149956"
"07-28 17:14:16.731","GDX","Darkpool","30.72","197.07K","6.05M","AtAsk","Financial","197075"
"07-28 17:05:46.094","DT","Darkpool","54.03","87.5K","4.73M","AtAsk","Technology","0.036705836506549405"
"07-28 16:58:47.489","CHPT","Darkpool","8.23","243.74K","2.01M","AtAsk","Consumer Cyclical","0.08147304228481915"
"07-28 16:58:44.198","JNJ","Darkpool","174.48","1.31M","227.94M","AtAsk","Healthcare","0.05033956334462424"
"07-28 16:58:16.984","FCX","Darkpool","43.63","54.64K","2.38M","AtAsk","Basic Materials","0.003820909090909091"
"07-28 16:58:16.950","AMZN","Darkpool","132.21","237.12K","31.35M","AtAsk","Consumer Cyclical","0.00263907079151145"
"07-28 16:58:16.935","NVDA","Darkpool","467.5","27.41K","12.81M","AtBid","Technology","0.0011559245403349335"
"07-28 16:58:16.910","AMGN","Darkpool","236.37","5.55K","1.31M","AtBid","Healthcare","0.0010409181453198066"
"07-28 16:58:16.884","WU","Darkpool","12","129.4K","1.55M","AtAsk","Financial","0.034817410722342325"
"07-28 16:58:16.881","SNAP","Darkpool","10.68","826.51K","8.83M","AtBid","Communication Services","0.08317329839724259"
"07-28 16:58:16.880","RTX","Darkpool","87.34","55.41K","4.84M","AtAsk","Industrials","0.004150896869081878"
"07-28 16:58:16.876","BAC","Darkpool","31.9","243.48K","7.77M","AtBid","Financial","0.0030588442211055278"
"07-28 16:58:16.796","AR","Darkpool","26.68","82.62K","2.2M","AtBid","Energy","0.02900280182798633"
"07-28 16:58:16.743","SCHW","Darkpool","65.96","95.19K","6.28M","AtAsk","Financial","0.005734216867469879"
"07-28 16:58:16.738","WMT","Darkpool","159.91","19.16K","3.06M","AtAsk","Consumer Defensive","0.001339021722118317"
"07-28 16:58:16.734","C","Darkpool","47.41","1.15M","54.29M","AtAsk","Financial","0.06133188978086347"
"07-28 16:58:16.721","M","Darkpool","16.27","121.84K","1.98M","AtAsk","Consumer Cyclical","0.045023437364280175"
"07-28 16:58:16.714","ENVX","Darkpool","19.83","78.39K","1.55M","AtAsk","N/A","78385"
"07-28 16:58:16.702","AMD","Darkpool","112.96","21.16K","2.39M","AtBid","Technology","0.0013222475738560936"
"07-28 16:58:16.664","CRM","Darkpool","225.6","17.13K","3.86M","AtAsk","Technology","0.001815129784005279"
"07-28 16:58:16.646","BIIB","Darkpool","265.23","23.85K","6.33M","AtAsk","Healthcare","0.01652919044499142"
"07-28 16:58:16.645","TTD","Darkpool","90.45","19.95K","1.8M","AtAsk","Technology","0.004530932077115192"
"07-28 16:58:16.589","CNC","Darkpool","66.18","22.84K","1.51M","AtBid","Healthcare","0.004198470034288608"
"07-28 16:58:16.578","MPW","Darkpool","10.05","285.44K","2.87M","AtBid","Real Estate","0.04851797056803197"
"07-28 16:47:07.816","C","Darkpool","47.41","27.35K","1.3M","AtAsk","Financial","0.0014647595050116876"
"07-28 16:44:05.687","MSFT","Darkpool","338.37","179.22K","60.64M","AtAsk","Technology","0.002412257110500037"
"07-28 16:44:05.502","RETA","Darkpool","167.19","14.04K","2.35M","AtAsk","Healthcare","0.0528955789656586"
"07-28 16:44:05.481","JD","Darkpool","40.53","358.98K","14.55M","AtBid","Consumer Cyclical","0.030291069043969693"
"07-28 16:44:04.312","ETRN","Darkpool","10.33","44.58K","460.51K","AtBid","Energy","0.010908579074770147"
"07-28 16:44:04.275","HP","Darkpool","44.45","24.46K","1.09M","AtAsk","Energy","0.024726928646108936"
"07-28 16:44:02.895","BURL","Darkpool","177.66","3.63K","644.55K","AtAsk","Consumer Cyclical","0.005653493253433122"
"07-28 16:44:02.772","NVDA","Darkpool","467.5","362.92K","169.66M","AtBid","Technology","0.015307595927923117"
"07-28 16:44:02.738","TQQQ","Darkpool","45.22","11.54K","522.02K","AtAsk","Financial","11544"
"07-28 16:44:00.913","AMD","Darkpool","112.96","467.0K","52.75M","AtBid","Technology","0.029174910110826742"
"07-28 16:44:00.874","QQQ","Darkpool","383.48","2.91K","1.12M","AtAsk","Financial","0"
"07-28 16:43:58.106","IOT","Darkpool","27.71","13.83K","383.2K","AtBid","N/A","13829"
"07-28 16:43:57.524","MU","Darkpool","71.2","51.57K","3.67M","AtBid","Technology","0.004722282727697063"
"07-28 16:43:57.418","CVNA","Darkpool","44.02","58.1K","2.56M","AtBid","Consumer Cyclical","0.07744618072991959"
"07-28 16:43:57.414","AR","Darkpool","26.68","45.81K","1.22M","AtBid","Energy","0.0160822454491993"
"07-28 16:43:56.859","SPXL","Darkpool","97.48","13.9K","1.35M","AtAsk","N/A","13900"
"07-28 16:43:56.685","U","Darkpool","45.39","31.27K","1.42M","AtBid","Technology","0.013217013804874386"
"07-28 16:43:56.628","SQQQ","Darkpool","16.96","79.22K","1.34M","AtBid","Financial","79216"
"07-28 16:43:56.572","COIN","Darkpool","94.76","2.98K","282.2K","AtBid","Technology","0.0016195530455613445"
"07-28 16:43:56.520","TSLA","Darkpool","266.44","631.58K","168.28M","AtBid","Consumer Cyclical","0.022883297101449276"
"07-28 16:43:55.816","AAPL","Darkpool","195.83","725.67K","142.11M","AtAsk","Technology","0.00461864115652245"
"07-28 16:43:55.661","M","Darkpool","16.27","54.72K","890.21K","AtAsk","Consumer Cyclical","0.02021945381813741"
"07-28 16:43:52.949","LVS","Darkpool","59.22","24.27K","1.44M","AtAsk","Consumer Cyclical","0.0059361232052521605"
"07-28 16:43:52.941","NIO","Darkpool","14.74","166.05K","2.45M","AtBid","Consumer Cyclical","0.012152413159915814"
"07-28 16:43:52.402","ACAD","Darkpool","29.04","9.97K","289.67K","AtBid","Healthcare","0.009002845955294781"
"07-28 16:43:51.919","AMZN","Darkpool","132.21","314.22K","41.54M","AtAsk","Consumer Cyclical","0.003497125222389763"
"07-28 16:43:51.894","PYPL","Darkpool","73.98","21.8K","1.61M","AtAsk","Financial","0.001957860684284559"
"07-28 16:43:51.889","RIVN","Darkpool","26.94","14.41K","388.18K","AtBid","Consumer Cyclical","0.002349272558244094"
"07-28 16:43:51.881","TTD","Darkpool","90.45","34.33K","3.11M","AtAsk","Technology","0.007797518346044907"
"07-28 16:43:51.878","RCL","Darkpool","108.57","11.69K","1.27M","AtBid","Consumer Cyclical","0.0051291035060239305"
"07-28 16:43:51.106","FOXA","Darkpool","33.24","30.35K","1.01M","AtBid","Communication Services","0.007609486164156828"
"07-28 16:43:51.016","IONQ","Darkpool","17.93","31.32K","561.51K","AtAsk","N/A","31317"
"07-28 16:43:50.968","SOFI","Darkpool","9.55","68.29K","652.19K","AtBid","Financial","0.00856787669971803"
"07-28 16:43:50.955","NOVA","Darkpool","17.94","14.39K","258.12K","AtAsk","Technology","0.014321687293841437"
"07-28 16:43:50.255","BIIB","Darkpool","265.23","4.17K","1.11M","AtAsk","Healthcare","0.0028897670700827696"
"07-28 16:43:50.234","ROKU","Darkpool","89.61","4.78K","428.25K","AtBid","Communication Services","0.0038949139978294595"
"07-28 16:43:46.044","VIXY","Darkpool","22.9","11.86K","271.64K","AtBid","N/A","11862"
"07-28 16:43:45.952","TSLA","Darkpool","266.44","813.46K","216.74M","AtBid","Consumer Cyclical","0.029473152173913043"
"07-28 16:43:44.358","BRK/B","Darkpool","349.81","38.98K","13.64M","AtAsk","N/A","38984"
"07-28 16:43:44.354","MGM","Darkpool","50.9","20.05K","1.02M","AtAsk","Consumer Cyclical","0.006757850889376549"
"07-28 16:43:44.308","KLAC","Darkpool","511.01","3.55K","1.81M","AtBid","Technology","0.0025905045759543393"
"07-28 16:43:44.280","BSM","Darkpool","17.33","19.5K","337.85K","AtBid","Energy","0.011946953199074786"
"07-28 16:43:44.257","JNJ","Darkpool","174.48","267.79K","46.72M","AtAsk","Healthcare","0.010318860424524153"
"07-28 16:43:43.996","GME","Darkpool","21.93","13.93K","305.46K","AtBid","Consumer Cyclical","0.005246349301341377"
"07-28 16:43:43.989","RSG","Darkpool","151.5","22.53K","3.41M","AtAsk","Industrials","0.010930852355763661"
"07-28 16:43:43.968","NOW","Darkpool","569.54","3.52K","2.0M","AtAsk","Technology","0.0017303205531735918"
"07-28 16:43:43.723","SBUX","Darkpool","101.25","99.21K","10.05M","AtAsk","Consumer Cyclical","0.008838052247894579"
"07-28 16:38:31.926","XBI","Darkpool","83.81","4.97K","416.54K","AtBid","Financial","4970"
"07-28 16:38:31.923","FAS","Darkpool","71.52","44.99K","3.22M","AtAsk","Financial","44993"
"07-28 16:36:47.664","IWM","Darkpool","196.45","60.0K","11.79M","AtAsk","Financial","0"
"07-28 16:35:02.650","IWM","Darkpool","193.886","127.09K","24.64M","AtBid","Financial","0"
"07-28 16:34:27.634","MRO","Darkpool","26.1","16.79K","438.22K","AtAsk","Energy","0.002725874438846114"
