"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"06-12 17:29:03.295","CPNG","Darkpool","16.54","385.4K","6.37M","AtAsk","N/A","385400"
"06-12 17:29:03.294","CPNG","Darkpool","16.54","207.7K","3.44M","AtAsk","N/A","207700"
"06-12 17:29:03.288","SWX","Darkpool","62.89","34.8K","2.19M","AtAsk","Utilities","0.04924909564225321"
"06-12 17:29:03.284","JD","Darkpool","36.7","874.4K","32.09M","AtBid","Consumer Cyclical","0.07378058835167445"
"06-12 17:29:03.279","STNE","Darkpool","13.25","916.8K","12.15M","AtBid","Technology","0.3213838327919002"
"06-12 17:29:03.273","ETRN","Darkpool","9.31","174.2K","1.62M","AtBid","Energy","0.042636560509936396"
"06-12 17:29:03.267","IQ","Darkpool","4.67","584.9K","2.73M","AtBid","Communication Services","0.15509382150020065"
"06-12 17:29:03.013","DLO","Darkpool","12.08","341.9K","4.13M","AtBid","N/A","341900"
"06-12 17:29:02.267","DQ","Darkpool","40.71","94.9K","3.86M","AtAsk","Technology","0.16308478181490232"
"06-12 17:29:02.259","TAL","Darkpool","6.04","3.32M","20.04M","AtBid","Consumer Defensive","0.7599610679603787"
"06-12 17:29:02.259","GDX","Darkpool","31.24","13.0K","406.12K","AtAsk","Financial","13000"
"06-12 17:29:02.247","INTA","Darkpool","48.47","94.8K","4.59M","AtBid","N/A","94800"
"06-12 17:29:02.230","NVDA","Darkpool","394.82","324.7K","128.2M","AtBid","Technology","0.013695913847091934"
"06-12 17:12:07.615","SNOW","Darkpool","171.89","3.89K","667.96K","AtBid","Technology","0.0013868119027260581"
"06-12 17:12:07.433","META","Darkpool","271.05","24.33K","6.59M","AtBid","Communication Services","0.0011125492378783216"
"06-12 17:12:05.624","MDB","Darkpool","381.79","8.41K","3.21M","AtBid","Technology","0.012706948640483384"
"06-12 17:12:05.409","AMZN","Darkpool","126.57","136.72K","17.31M","AtBid","Consumer Cyclical","0.0015216236055431152"
"06-12 17:12:05.396","DDOG","Darkpool","97.7","46.24K","4.52M","AtAsk","Technology","0.01582942270511688"
"06-12 17:12:04.865","CMCSA","Darkpool","40.69","61.03K","2.48M","AtBid","Communication Services","0.0014783620308192673"
"06-12 17:12:04.281","GOOGL","Darkpool","123.64","674.2K","83.36M","AtBid","Communication Services","0.00615186829946584"
"06-12 17:05:09.279","QQQ","Darkpool","360.49","175.0K","63.09M","AtBid","Financial","0"
"06-12 17:04:57.380","QQQ","Darkpool","360.49","175.0K","63.09M","AtBid","Financial","0"
"06-12 17:00:43.836","QQQ","Darkpool","360.49","50.0K","18.02M","AtBid","Financial","0"
"06-12 16:52:12.498","CHPT","Darkpool","8.9","165.38K","1.47M","AtAsk","Consumer Cyclical","0.050385705145781924"
"06-12 16:52:07.808","MBLY","Darkpool","39.9","447.75K","17.87M","AtBid","N/A","447745"
"06-12 16:51:45.697","VALE","Darkpool","13.77","247.72K","3.41M","AtBid","Basic Materials","0.006209354715899301"
"06-12 16:51:45.694","NCLH","Darkpool","18.41","164.78K","3.03M","AtAsk","Consumer Cyclical","0.03912784113349941"
"06-12 16:51:45.652","COP","Darkpool","102.82","36.58K","3.76M","AtBid","Energy","0.0030278662324154946"
"06-12 16:51:45.650","CPNG","Darkpool","16.54","279.62K","4.62M","AtAsk","N/A","279623"
"06-12 16:51:45.647","ESNT","Darkpool","46.34","26.7K","1.24M","AtAsk","Financial","0.02573226120910674"
"06-12 16:51:45.645","AAPL","Darkpool","183.79","474.79K","87.26M","AtBid","Technology","0.0030217929370832545"
"06-12 16:51:45.641","MDB","Darkpool","381.79","7.19K","2.75M","AtBid","Technology","0.010865558912386707"
"06-12 16:51:45.634","DLTR","Darkpool","134.22","7.97K","1.07M","AtAsk","Consumer Defensive","0.0038276973234372845"
"06-12 16:51:45.613","MU","Darkpool","67.45","80.49K","5.43M","AtBid","Technology","0.007379156825544873"
"06-12 16:51:45.517","DG","Darkpool","153.99","17.84K","2.75M","AtBid","Consumer Defensive","0.008183987153016747"
"06-12 16:51:45.496","O","Darkpool","60.97","27.17K","1.66M","AtBid","Real Estate","0.0040417674092950015"
"06-12 16:51:45.468","PDCE","Darkpool","71.11","15.43K","1.1M","AtAsk","Energy","0.017930294944054296"
"06-12 16:51:45.461","LUV","Darkpool","31.46","87.11K","2.74M","AtBid","Industrials","0.014699689726353944"
"06-12 16:51:45.461","CSX","Darkpool","32.4","345.16K","11.18M","AtBid","Industrials","0.017032128893251328"
"06-12 16:51:45.453","AA","Darkpool","34.99","41.42K","1.45M","AtBid","Basic Materials","0.023395903403073567"
"06-12 16:51:45.440","ATVI","Darkpool","79.77","31.79K","2.54M","AtBid","Communication Services","0.004351029187166141"
"06-12 16:51:45.434","PLUG","Darkpool","10.37","198.68K","2.06M","AtBid","Industrials","0.036819769041103"
"06-12 16:51:45.434","INTC","Darkpool","33.07","82.69K","2.73M","AtBid","Technology","0.0019843519122420585"
"06-12 16:51:45.421","REXR","Darkpool","50.99","22.57K","1.15M","AtAsk","Real Estate","0.01127043909985275"
"06-12 16:51:45.409","NWSA","Darkpool","19","94.63K","1.8M","AtBid","Communication Services","0.019198324689268725"
"06-12 16:51:45.403","GOOGL","Darkpool","123.64","155.19K","19.19M","AtBid","Communication Services","0.0014160134471064361"
"06-12 16:47:58.507","EWZ","Darkpool","31.72","237.88K","7.55M","AtBid","N/A","237880"
"06-12 16:46:52.026","USO","Darkpool","60.24","201.0K","12.11M","AtBid","N/A","201000"
"06-12 16:46:52.026","QQQ","Darkpool","360.49","1.58M","568.52M","AtBid","Financial","0"
"06-12 16:45:37.829","SPY","Darkpool","433.8","4.2K","1.82M","AtBid","Financial","0"
"06-12 16:45:37.828","SPY","Darkpool","433.8","3.06K","1.33M","AtBid","Financial","0"
"06-12 16:45:37.827","SPY","Darkpool","433.8","33.98K","14.74M","AtBid","Financial","0"
"06-12 16:45:37.825","SPY","Darkpool","433.8","7.26K","3.15M","AtBid","Financial","0"
"06-12 16:45:37.824","SPY","Darkpool","433.8","13.85K","6.01M","AtBid","Financial","0"
"06-12 16:45:37.823","SPY","Darkpool","433.8","3.06K","1.33M","AtBid","Financial","0"
"06-12 16:45:37.798","CCL","Darkpool","14.72","53.64K","789.57K","AtAsk","Consumer Cyclical","0.0047202710351309735"
"06-12 16:45:37.798","CCL","Darkpool","14.72","18.88K","277.93K","AtAsk","Consumer Cyclical","0.0016615417404184998"
"06-12 16:40:48.967","NCLH","Darkpool","18.41","19.28K","355.02K","AtAsk","Consumer Cyclical","0.004579082949498742"
"06-12 16:40:38.438","NCLH","Darkpool","18.41","284.82K","5.24M","AtAsk","Consumer Cyclical","0.06763123150940589"
"06-12 16:40:28.935","NCLH","Darkpool","18.41","65.8K","1.21M","AtAsk","Consumer Cyclical","0.015624304034125062"
"06-12 16:39:59.918","PBR","Darkpool","13.98","1.33M","18.53M","AtBid","Energy","0.0320691645292757"
"06-12 16:39:28.952","SO","Darkpool","70.84","22.74K","1.61M","AtBid","Utilities","0.00209167580712531"
"06-12 16:39:28.951","MS","Darkpool","87.44","19.5K","1.71M","AtBid","Financial","0.0015134746886819044"
"06-12 16:39:28.950","AA","Darkpool","34.99","7.89K","276.07K","AtBid","Basic Materials","0.004457061953115956"
"06-12 16:37:47.736","PBR","Darkpool","13.98","138.56K","1.94M","AtBid","Energy","0.003351593558754157"
"06-12 16:37:13.342","DDOG","Darkpool","97.7","5.6K","547.12K","AtAsk","Technology","0.001917141034401456"
"06-12 16:37:13.324","AA","Darkpool","34.99","14.21K","497.31K","AtBid","Basic Materials","0.008028925416937527"
"06-12 16:36:55.039","SO","Darkpool","70.84","20.25K","1.43M","AtBid","Utilities","0.0018625682336687475"
"06-12 16:36:54.053","WBD","Darkpool","13.97","93.21K","1.3M","AtBid","N/A","93213"
"06-12 16:33:33.681","MDY","Darkpool","467.43","6.3K","2.95M","AtBid","N/A","6305"
"06-12 16:32:36.656","QQQ","Darkpool","360.49","42.9K","15.47M","AtBid","Financial","0"
"06-12 16:32:30.831","IWM","Darkpool","185.8","120.0K","22.3M","AtBid","Financial","0"
"06-12 16:26:36.748","SPY","Darkpool","433.635","25.87K","11.22M","AtBid","Financial","0"
"06-12 16:22:54.251","IWM","Darkpool","185.8","130.2K","24.19M","AtBid","Financial","0"
"06-12 16:22:22.835","SPY","Darkpool","433.635","100.89K","43.75M","AtBid","Financial","0"
"06-12 16:22:21.921","BOTZ","Darkpool","28.81","39.1K","1.13M","AtBid","Financial","39100"
"06-12 16:22:04.568","INDA","Darkpool","42.28","10.24K","433.12K","AtAsk","N/A","10244"
"06-12 16:22:01.380","BE","Darkpool","16.4374","125.93K","2.07M","AtBid","Industrials","0.06992716234315863"
"06-12 16:21:03.988","IVV","Darkpool","434.255","100.89K","43.81M","AtBid","N/A","100894"
"06-12 16:20:55.567","IVV","Darkpool","434.255","25.69K","11.15M","AtBid","N/A","25686"
"06-12 16:20:53.874","SPY","Darkpool","433.8","3.0K","1.3M","AtBid","Financial","0"
"06-12 16:19:37.554","NOK","Darkpool","4.0292","136.53K","550.11K","AtBid","Technology","0.002963725450760993"
"06-12 16:19:37.484","SHEL","Darkpool","58.0843","13.32K","773.68K","AtAsk","N/A","13320"
