"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"07-06 17:43:01.995","TSLA","Darkpool","275.2","2.6K","715.52K","AtBid","Consumer Cyclical","2600"
"07-06 17:41:12.943","LOW","Darkpool","221.42","140.0K","31.0M","AtBid","Consumer Cyclical","140000"
"07-06 17:30:26.469","TSLA","Darkpool","275.96","1.6K","441.54K","AtAsk","Consumer Cyclical","1600"
"07-06 17:30:02.553","VALE","Darkpool","13.17","114.93K","1.51M","AtBid","Basic Materials","114934"
"07-06 17:13:53.924","SNAP","Darkpool","11.91","819.6K","9.76M","AtAsk","Communication Services","819600"
"07-06 17:13:53.922","JD","Darkpool","34.08","174.1K","5.93M","AtAsk","Consumer Cyclical","174100"
"07-06 17:13:53.908","VALE","Darkpool","13.17","238.1K","3.14M","AtBid","Basic Materials","238100"
"07-06 17:13:53.901","STM","Darkpool","47.35","104.0K","4.92M","AtAsk","Technology","104000"
"07-06 17:13:53.889","ISEE","Darkpool","39.74","525.4K","20.88M","AtBid","Healthcare","525400"
"07-06 17:13:52.932","ODP","Darkpool","47.43","51.6K","2.45M","AtBid","Consumer Cyclical","51600"
"07-06 17:13:52.924","ASML","Darkpool","699.31","40.6K","28.39M","AtAsk","Technology","40600"
"07-06 17:13:52.918","SPXC","Darkpool","78.59","17.1K","1.34M","AtBid","Industrials","17100"
"07-06 17:13:52.916","TSM","Darkpool","99.41","738.9K","73.45M","AtAsk","Technology","738900"
"07-06 17:13:52.890","GLD","Darkpool","177.31","53.4K","9.47M","AtBid","Financial","53400"
"07-06 17:12:00.918","SQM","Darkpool","73.0723","4.0K","292.29K","AtBid","Basic Materials","4000"
"07-06 17:06:57.136","WMT","Darkpool","157.11","22.61K","3.55M","AtAsk","Consumer Defensive","22615"
"07-06 17:06:57.129","X","Darkpool","23.17","16.85K","390.39K","AtAsk","Basic Materials","16849"
"07-06 17:06:57.122","NXPI","Darkpool","204.37","1.74K","355.81K","AtAsk","Technology","1741"
"07-06 17:06:57.120","ORCL","Darkpool","115.45","15.45K","1.78M","AtAsk","Technology","15445"
"07-06 17:06:57.110","SQ","Darkpool","64.61","14.09K","910.23K","AtBid","Technology","14088"
"07-06 17:06:55.846","XPEV","Darkpool","14.14","56.95K","805.22K","AtBid","Consumer Cyclical","56946"
"07-06 17:06:55.795","CMCSA","Darkpool","41.21","38.49K","1.59M","AtAsk","Communication Services","38493"
"07-06 17:06:55.786","JDST","Darkpool","7.48","70.79K","529.52K","AtBid","N/A","70792"
"07-06 17:06:53.366","NICE","Darkpool","200.06","13.38K","2.68M","AtAsk","Technology","13382"
"07-06 17:06:53.328","STM","Darkpool","47.35","35.12K","1.66M","AtAsk","Technology","35124"
"07-06 17:06:53.307","NEM","Darkpool","41.54","38.12K","1.58M","AtAsk","Basic Materials","38122"
"07-06 17:06:53.175","AMZN","Darkpool","128.36","454.31K","58.31M","AtAsk","Consumer Cyclical","454308"
"07-06 17:06:53.019","ABBV","Darkpool","137.25","54.43K","7.47M","AtAsk","Healthcare","54428"
"07-06 17:06:52.984","BA","Darkpool","212.62","41.32K","8.79M","AtAsk","Industrials","41324"
"07-06 17:06:52.973","HAL","Darkpool","33.01","13.67K","451.15K","AtAsk","Energy","13667"
