"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"10-24 17:28","COIN","Darkpool","81.8611","4.86K","397.76K","AtBid","Technology","0.0025989337151022013"
"10-24 17:27","NVDA","Darkpool","436.63","1.34M","583.03M","AtAsk","Technology","0.05632147265740761"
"10-24 17:24","F","Darkpool","11.39","46.37K","528.1K","AtBid","Consumer Cyclical","0.0011823038433943192"
"10-24 17:23","IDYA","Darkpool","27.25","24.5K","667.62K","AtAsk","Healthcare","0.05099418576782247"
"10-24 17:23","SOXL","Darkpool","17.04","111.6K","1.9M","AtAsk","Financial","111600"
"10-24 17:22","QQQ","Darkpool","358.452","11.89K","4.26M","AtBid","Financial","0"
"10-24 17:21","WFRD","Darkpool","92.51","46.5K","4.3M","AtBid","N/A","46500"
"10-24 17:21","JPM","Darkpool","141.17","398.8K","56.3M","AtAsk","Financial","0.013859118254121974"
"10-24 17:21","WFRD","Darkpool","92.51","170.9K","15.81M","AtBid","N/A","170900"
"10-24 17:21","JPM","Darkpool","141.17","494.0K","69.74M","AtAsk","Financial","0.01716751358459442"
"10-24 17:21","PDD","Darkpool","108.34","751.5K","81.42M","AtBid","Consumer Cyclical","0.10699924673242205"
"10-24 17:21","STM","Darkpool","39.79","113.9K","4.53M","AtAsk","Technology","0.017407052783635395"
"10-24 17:21","SKIN","Darkpool","4.88","144.4K","704.67K","AtAsk","N/A","144400"
"10-24 17:21","BABA","Darkpool","82.87","561.3K","46.51M","AtAsk","Consumer Cyclical","0.0033323288258732624"
"10-24 17:21","WFC","Darkpool","39.28","2.92M","114.62M","AtAsk","Financial","0.08031366076501552"
"10-24 17:21","WFC","Darkpool","39.28","126.0K","4.95M","AtAsk","Financial","0.0034678459464692626"
"10-24 17:21","AMD","Darkpool","101.67","1.23M","124.94M","AtAsk","Technology","0.07653655140901645"
"10-24 17:21","PTEN","Darkpool","13.43","96.0K","1.29M","AtBid","Energy","0.05150050641628179"
"10-24 17:21","JD","Darkpool","25.25","1.12M","28.16M","AtAsk","Consumer Cyclical","0.046789003413528645"
"10-24 17:21","SOXL","Darkpool","17.04","164.5K","2.8M","AtAsk","Financial","164500"
"10-24 17:21","META","Darkpool","312.55","949.2K","296.67M","AtAsk","Communication Services","0.04319948870155603"
