"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"07-07 17:37:04.645","SPY","Darkpool","438.55","200.0K","87.71M","AtBid","Financial","0"
"07-07 17:36:57.690","SPY","Darkpool","438.55","250.0K","109.64M","AtBid","Financial","0"
"07-07 17:12:30.356","BAX","Darkpool","46.2018","5.56K","256.97K","AtAsk","Healthcare","5562"
"07-07 17:12:21.339","BAX","Darkpool","46.2018","5.56K","256.97K","AtAsk","Healthcare","5562"
"07-07 17:11:43.343","ELF","Darkpool","110","112.4K","12.36M","AtBid","Consumer Defensive","112400"
"07-07 17:11:43.334","INFY","Darkpool","16.05","90.41K","1.45M","AtBid","Technology","90411"
"07-07 17:11:43.277","EEM","Darkpool","39.39","79.2K","3.12M","AtBid","Financial","79200"
"07-07 17:11:43.260","GLD","Darkpool","178.64","32.9K","5.88M","AtBid","Financial","32900"
"07-07 17:11:43.247","BABA","Darkpool","90.55","202.15K","18.3M","AtBid","Consumer Cyclical","202145"
"07-07 17:11:43.241","STNE","Darkpool","11.31","89.4K","1.01M","AtBid","Technology","89400"
"07-07 17:11:43.237","GDXJ","Darkpool","35.06","140.0K","4.91M","AtBid","N/A","140000"
"07-07 17:11:43.234","JD","Darkpool","35.76","265.3K","9.49M","AtBid","Consumer Cyclical","265300"
"07-07 16:52:34.157","AMZN","Darkpool","129.78","20.0K","2.6M","AtBid","Consumer Cyclical","20000"
"07-07 16:51:51.904","AMD","Darkpool","113.17","84.23K","9.53M","AtAsk","Technology","84228"
"07-07 16:51:51.782","META","Darkpool","290.53","12.62K","3.67M","AtBid","Communication Services","12624"
"07-07 16:51:51.780","AAPL","Darkpool","190.68","96.22K","18.35M","AtBid","Technology","96215"
"07-07 16:51:51.778","WOLF","Darkpool","63.64","18.39K","1.17M","AtBid","N/A","18393"
"07-07 16:51:51.777","HWM","Darkpool","49.4","36.42K","1.8M","AtBid","Industrials","36422"
"07-07 16:51:51.773","PCG","Darkpool","17.4","119.48K","2.08M","AtAsk","Utilities","119478"
"07-07 16:51:51.765","SMCI","Darkpool","260.01","14.98K","3.89M","AtBid","Technology","14980"
"07-07 16:51:51.761","MRNA","Darkpool","118.87","11.47K","1.36M","AtBid","Healthcare","11469"
"07-07 16:51:51.753","SLB","Darkpool","53.35","65.81K","3.51M","AtBid","Energy","65813"
"07-07 16:51:51.701","MRK","Darkpool","109","36.7K","4.0M","AtBid","Healthcare","36700"
"07-07 16:51:51.697","WMT","Darkpool","153.49","30.74K","4.72M","AtBid","Consumer Defensive","30740"
"07-07 16:51:51.684","COP","Darkpool","103.23","57.38K","5.92M","AtBid","Energy","57376"
"07-07 16:51:51.637","CVS","Darkpool","69.17","25.14K","1.74M","AtAsk","Healthcare","25141"
"07-07 16:51:51.548","AMZN","Darkpool","129.78","49.61K","6.44M","AtBid","Consumer Cyclical","49608"
"07-07 16:51:51.545","H","Darkpool","115.61","11.92K","1.38M","AtAsk","Consumer Cyclical","11921"
"07-07 16:51:51.528","PLUG","Darkpool","10.61","384.32K","4.08M","AtBid","Industrials","384323"
"07-07 16:51:51.528","GS","Darkpool","315.17","58.16K","18.33M","AtBid","Financial","58155"
"07-07 16:51:51.524","PENN","Darkpool","24.73","78.78K","1.95M","AtBid","Consumer Cyclical","78781"
"07-07 16:51:51.516","UPS","Darkpool","179.76","10.19K","1.83M","AtBid","Industrials","10187"
"07-07 16:51:51.512","CAT","Darkpool","245.18","13.54K","3.32M","AtBid","Industrials","13536"
"07-07 16:48:31.237","JPM","Darkpool","144.34","24.82K","3.58M","AtBid","Financial","24821"
"07-07 16:48:31.074","BABA","Darkpool","90.55","9.79K","886.67K","AtBid","Consumer Cyclical","9792"
"07-07 16:48:30.990","WMT","Darkpool","153.49","25.83K","3.96M","AtBid","Consumer Defensive","25826"
"07-07 16:48:30.940","AMZN","Darkpool","129.78","20.95K","2.72M","AtBid","Consumer Cyclical","20948"
"07-07 16:48:30.921","TGT","Darkpool","130.05","18.76K","2.44M","AtBid","Consumer Defensive","18757"
"07-07 16:48:30.906","AAPL","Darkpool","190.68","1.62K","309.86K","AtBid","Technology","1625"
"07-07 16:48:30.879","MCD","Darkpool","292.1","1.46K","427.63K","AtBid","Consumer Cyclical","1464"
"07-07 16:48:30.724","MRK","Darkpool","109","21.57K","2.35M","AtBid","Healthcare","21566"
"07-07 16:48:30.657","MSFT","Darkpool","337.22","15.31K","5.16M","AtBid","Technology","15306"
"07-07 16:45:07.615","IYR","Darkpool","86.8878","39.06K","3.39M","AtAsk","N/A","39065"
"07-07 16:43:56.278","QQQ","Darkpool","367.473","207.66K","76.31M","AtAsk","Financial","0"
"07-07 16:41:33.780","AMZN","Darkpool","129.996","2.11K","274.16K","AtAsk","Consumer Cyclical","2109"
"07-07 16:40:57.009","XPEV","Darkpool","14.16","21.0K","297.36K","AtAsk","Consumer Cyclical","21000"
"07-07 16:40:56.987","HUM","Darkpool","430.14","4.21K","1.81M","AtBid","Healthcare","4210"
"07-07 16:40:56.513","AXP","Darkpool","169.8","6.25K","1.06M","AtBid","Financial","6255"
"07-07 16:40:56.478","IEF","Darkpool","94.59","495.4K","46.86M","AtBid","Financial","495397"
"07-07 16:40:55.274","SQ","Darkpool","67.27","11.11K","747.57K","AtBid","Technology","11113"
"07-07 16:40:54.433","CTRA","Darkpool","25.24","56.25K","1.42M","AtAsk","Energy","56250"
"07-07 16:40:54.407","CAG","Darkpool","33.22","49.84K","1.66M","AtBid","Consumer Defensive","49836"
"07-07 16:40:54.394","BHP","Darkpool","58.03","22.58K","1.31M","AtBid","Basic Materials","22578"
"07-07 16:40:54.338","MCD","Darkpool","292.1","37.41K","10.93M","AtBid","Consumer Cyclical","37409"
"07-07 16:40:54.336","SPY","Darkpool","438.55","78.04K","34.23M","AtBid","Financial","0"
"07-07 16:40:54.310","LKQ","Darkpool","57.19","18.77K","1.07M","AtAsk","Consumer Cyclical","18774"
"07-07 16:40:54.307","SG","Darkpool","15.35","53.13K","815.5K","AtBid","Financial","53127"
"07-07 16:40:51.547","META","Darkpool","290.53","1.65K","478.21K","AtBid","Communication Services","1646"
"07-07 16:40:51.519","DAL","Darkpool","47.88","21.23K","1.02M","AtBid","Industrials","21235"
"07-07 16:40:51.298","AMD","Darkpool","113.17","26.23K","2.97M","AtAsk","Technology","26225"
"07-07 16:40:51.282","IWM","Darkpool","184.71","759.62K","140.31M","AtBid","Financial","0"
"07-07 16:40:51.266","HWM","Darkpool","49.4","27.1K","1.34M","AtBid","Industrials","27099"
"07-07 16:40:49.340","ORCL","Darkpool","114.61","28.04K","3.21M","AtBid","Technology","28041"
"07-07 16:40:49.260","ELF","Darkpool","110","4.23K","465.19K","AtBid","Consumer Defensive","4229"
"07-07 16:40:49.240","RIVN","Darkpool","24.7","67.89K","1.68M","AtBid","Consumer Cyclical","67893"
"07-07 16:40:49.238","QQQ","Darkpool","366.24","3.37K","1.23M","AtBid","Financial","0"
"07-07 16:40:48.334","MAR","Darkpool","185.66","19.78K","3.67M","AtBid","Consumer Cyclical","19780"
"07-07 16:40:46.431","MQ","Darkpool","4.99","85.37K","425.99K","AtBid","N/A","85369"
