"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"06-23 17:44:20.134","CANO","Darkpool","1.33","215.85K","287.08K","AtBid","N/A","215851"
"06-23 17:43:54.067","BORR","Darkpool","6.36","54.97K","349.63K","AtBid","Energy","0.028798354615624553"
"06-23 17:43:46.639","BLMN","Darkpool","25.76","12.01K","309.25K","AtAsk","Consumer Cyclical","0.014001642478387057"
"06-23 17:43:35.595","BIPC","Darkpool","45.15","85.07K","3.84M","AtBid","Financial","0.08721861114291836"
"06-23 17:42:59.789","BA","Darkpool","205.41","21.02K","4.32M","AtAsk","Industrials","0.0037747836573411657"
"06-23 17:42:34.596","ENPH","Darkpool","158.69","1.83K","290.56K","AtAsk","Technology","0.001372369086576095"
"06-23 17:42:34.593","SPOT","Darkpool","157.49","1.93K","304.11K","AtAsk","Communication Services","0.0013729611589003742"
"06-23 17:42:34.591","NET","Darkpool","63.41","3.96K","251.23K","AtAsk","Technology","0.001381170767354076"
"06-23 17:42:34.589","ROK","Darkpool","313.27","1.6K","502.17K","AtAsk","Industrials","0.0013994563020599054"
"06-23 17:42:34.586","PLTR","Darkpool","14.03","26.03K","365.23K","AtAsk","Technology","0.0014442333203756224"
"06-23 17:42:33.603","TTD","Darkpool","76.24","6.08K","463.16K","AtAsk","Technology","0.0013797965156501677"
"06-23 17:42:33.601","DDOG","Darkpool","93.67","3.76K","352.39K","AtAsk","Technology","0.001288191858159023"
"06-23 17:42:19.849","ASO","Darkpool","49.76","37.87K","1.88M","AtAsk","Consumer Cyclical","0.0503453087278824"
"06-23 17:42:12.213","ARRY","Darkpool","20.83","14.96K","311.51K","AtBid","N/A","14955"
"06-23 17:42:03.282","ARCB","Darkpool","85.37","3.32K","283.6K","AtAsk","Industrials","0.0142553210388842"
"06-23 17:42:02.165","AR","Darkpool","21.26","24.68K","524.8K","AtBid","Energy","0.008664249456310887"
"06-23 17:41:15.529","AMGN","Darkpool","227.11","11.43K","2.59M","AtBid","Healthcare","0.0021427050650517005"
"06-23 17:41:14.272","AMD","Darkpool","110.01","76.65K","8.43M","AtAsk","Technology","0.004788550497292919"
"06-23 17:41:00.434","ALKS","Darkpool","33.34","19.42K","647.53K","AtAsk","Healthcare","0.012972771507192985"
"06-23 17:40:58.032","ALGN","Darkpool","328.83","2.64K","866.8K","AtAsk","Healthcare","0.0036636729344104975"
"06-23 17:40:42.743","AI","Darkpool","33.39","17.55K","585.83K","AtAsk","Real Estate","0.018750970144950075"
"06-23 17:40:22.748","ADEA","Darkpool","10.37","45.75K","474.43K","AtBid","N/A","45750"
"06-23 17:40:11.225","ACLX","Darkpool","33.28","14.6K","485.79K","AtAsk","N/A","14597"
"06-23 17:40:02.423","ACAD","Darkpool","24.51","12.47K","305.62K","AtBid","Healthcare","0.01126138646154837"
"06-23 17:39:51.362","AAL","Darkpool","16.26","34.53K","561.41K","AtAsk","Industrials","0.005354523834138312"
"06-23 17:38:28.393","CNHI","Darkpool","13.73","596.32K","8.19M","AtBid","Industrials","0.06294539088574314"
"06-23 17:35:23.550","USO","Darkpool","62.42","200.09K","12.49M","AtBid","N/A","200086"
"06-23 17:35:23.545","ET","Darkpool","12.5","60.07K","750.88K","AtBid","Energy","0.0024229736974193134"
"06-23 17:26:51.101","URA","Darkpool","21.31","18.5K","394.24K","AtBid","N/A","18500"
"06-23 17:26:51.039","TMF","Darkpool","7.91","115.4K","912.81K","AtBid","N/A","115400"
"06-23 17:26:50.815","CPNG","Darkpool","16.6","2.62M","43.56M","AtBid","N/A","2623800"
"06-23 17:26:50.812","FTAI","Darkpool","28.81","563.0K","16.22M","AtAsk","Industrials","0.5713010035820472"
"06-23 17:26:50.811","VRE","Darkpool","16.34","71.1K","1.16M","AtAsk","N/A","71100"
"06-23 17:26:50.808","NU","Darkpool","7.56","3.78M","28.59M","AtAsk","N/A","3782300"
"06-23 17:26:50.808","GTLB","Darkpool","48.66","171.9K","8.36M","AtAsk","N/A","171900"
"06-23 17:26:50.805","VRE","Darkpool","16.34","156.5K","2.56M","AtAsk","N/A","156500"
"06-23 17:26:50.801","SNAP","Darkpool","10.82","556.1K","6.02M","AtAsk","Communication Services","0.056183224631136265"
