"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"11-01 17:42","VSTO","Darkpool","25.5","114.3K","2.91M","AtAsk","Consumer Cyclical","0.22477962746916388"
"11-01 17:42","URA","Darkpool","27.08","24.4K","660.75K","AtAsk","N/A","24400"
"11-01 17:42","VKTX","Darkpool","9.57","293.9K","2.81M","AtBid","Healthcare","0.31157507774667503"
"11-01 17:42","HON","Darkpool","183.99","587.8K","108.15M","AtBid","Industrials","0.09321895801720086"
"11-01 17:42","HON","Darkpool","183.99","6.6K","1.21M","AtBid","Industrials","0.001046691260485753"
"11-01 17:42","FUTU","Darkpool","55.75","89.3K","4.98M","AtBid","Financial","0.15767584463091944"
"11-01 17:42","TSM","Darkpool","87.8","651.8K","57.23M","AtBid","Technology","0.0016850603608101035"
"11-01 17:42","META","Darkpool","311.85","239.5K","74.69M","AtBid","Communication Services","0.010899997412581824"
"11-01 17:42","GSK","Darkpool","34.58","58.8K","2.03M","AtBid","Healthcare","0.0014988916231765046"
"11-01 17:42","FLOT","Darkpool","50.64","29.5K","1.49M","AtBid","N/A","29500"
"11-01 17:42","PUMP","Darkpool","10.48","46.7K","489.42K","AtBid","Energy","0.05478798796710309"
"11-01 17:42","IAU","Darkpool","37.46","29.1K","1.09M","AtBid","N/A","29100"
"11-01 17:42","ROCK","Darkpool","61.78","16.0K","988.48K","AtBid","Industrials","0.053112752531221004"
"11-01 17:42","HLF","Darkpool","13.91","40.3K","560.57K","AtBid","Consumer Defensive","0.057070060750159184"
"11-01 17:42","MELI","Darkpool","1300.01","10.9K","14.17M","AtBid","Consumer Cyclical","0.023571876761470663"
"11-01 17:42","BABA","Darkpool","82.48","585.7K","48.31M","AtBid","Consumer Cyclical","0.0034771868756707106"
"11-01 17:42","TK","Darkpool","7.38","277.1K","2.04M","AtBid","Energy","0.46964027317708645"
"11-01 17:42","EXTR","Darkpool","17.86","219.9K","3.93M","AtAsk","Technology","0.17348850174383162"
"11-01 17:42","NVDA","Darkpool","423.25","30.3K","12.82M","AtBid","Technology","0.0012780203860701346"
"11-01 17:42","NGVT","Darkpool","39.25","7.9K","310.07K","AtAsk","Basic Materials","0.023492672932687902"
