"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"10-16 17:42","GFL","Darkpool","30.84","34.54K","1.07M","AtBid","Industrials","0.015621822782393662"
"10-16 17:42","STKL","Darkpool","3.92","76.26K","298.93K","AtBid","Consumer Defensive","0.06862811614669245"
"10-16 17:42","SHOP","Darkpool","53.2","177.4K","9.44M","AtBid","Technology","0.01476825304096781"
"10-16 17:42","CNQ","Darkpool","67.32","116.11K","7.82M","AtBid","Energy","0.01088823491458216"
"10-16 17:29","NKE","Darkpool","102.04","481.52K","49.13M","AtBid","Consumer Cyclical","0.03988267693190848"
"10-16 17:29","META","Darkpool","321.15","425.76K","136.73M","AtBid","Communication Services","0.019377009596568896"
"10-16 17:29","ASML","Darkpool","603.8","30.0K","18.11M","AtBid","Technology","0.007629106647022429"
"10-16 17:29","LRCX","Darkpool","650.7","41.97K","27.31M","AtBid","Technology","0.03179372842270163"
"10-16 17:29","AMD","Darkpool","106.46","206.35K","21.97M","AtAsk","Technology","0.012851526443729463"
"10-16 17:29","PYPL","Darkpool","57","128.51K","7.33M","AtBid","Financial","0.011727597046146171"
"10-16 17:20","SPXL","Darkpool","82.43","21.09K","1.74M","AtBid","N/A","21092"
"10-16 17:20","SDS","Darkpool","35.79","12.35K","442.11K","AtAsk","N/A","12353"
"10-16 17:17","IWM","Darkpool","173.02","100.0K","17.3M","AtBid","Financial","0"
"10-16 17:12","OXY","Darkpool","65.37","80.76K","5.28M","AtBid","Energy","0.009157643183824834"
"10-16 17:12","ADSK","Darkpool","211.78","51.42K","10.89M","AtAsk","Technology","0.024100894135719857"
"10-16 17:12","SBUX","Darkpool","93.65","17.43K","1.63M","AtBid","Consumer Cyclical","0.0015539586244932798"
"10-16 17:12","CWST","Darkpool","78.62","16.86K","1.33M","AtBid","Industrials","0.0298496926739043"
"10-16 17:12","MRVL","Darkpool","53.66","58.83K","3.16M","AtBid","Technology","0.006864192050701125"
"10-16 17:12","MA","Darkpool","401.16","52.75K","21.16M","AtBid","Financial","0.005650823329758693"
"10-16 17:12","JOBY","Darkpool","6.27","169.03K","1.06M","AtBid","N/A","169028"
"10-16 17:12","MRNA","Darkpool","91.94","36.68K","3.37M","AtBid","Healthcare","0.010680850045064213"
"10-16 17:12","SQ","Darkpool","44.76","26.98K","1.21M","AtBid","Technology","0.0049399728582322855"
"10-16 17:12","DIS","Darkpool","85.71","61.68K","5.29M","AtBid","Communication Services","0.0033734550048639274"
"10-16 17:12","NLY","Darkpool","17.74","83.06K","1.47M","AtAsk","Real Estate","0.016874913474777074"
"10-16 17:12","ALL","Darkpool","124.92","42.97K","5.37M","AtBid","Financial","0.016529528052950958"
"10-16 17:12","VRTX","Darkpool","374","16.65K","6.23M","AtAsk","Healthcare","0.006468325259706542"
"10-16 17:12","DKNG","Darkpool","29.8","86.32K","2.57M","AtBid","Financial","0.01921610790690526"
"10-16 17:12","ONTO","Darkpool","129.33","10.41K","1.35M","AtBid","Technology","0.021425630722020705"
"10-16 17:12","BAC","Darkpool","26.99","545.9K","14.73M","AtBid","Financial","0.006892767424940318"
"10-16 17:12","AMZN","Darkpool","132.55","307.74K","40.79M","AtBid","Consumer Cyclical","0.0034031435529893804"
"10-16 17:12","AAPL","Darkpool","178.72","193.49K","34.58M","AtBid","Technology","0.0012389740313400073"
"10-16 17:12","VET","Darkpool","15.04","82.17K","1.24M","AtBid","Energy","0.05162210011673039"
"10-16 17:12","GOOS","Darkpool","12.79","30.81K","394.06K","AtBid","Consumer Cyclical","0.05991743179535146"
"10-16 17:12","KGC","Darkpool","5.12","330.79K","1.69M","AtBid","Basic Materials","0.027153581304007118"
"10-16 17:12","MGA","Darkpool","52.89","6.89K","364.2K","AtBid","Consumer Cyclical","0.0024088029174402286"
"10-16 17:12","BIPC","Darkpool","30.69","71.63K","2.2M","AtBid","Financial","0.0769851782654885"
"10-16 17:12","PAAS","Darkpool","14.82","31.51K","466.95K","AtBid","Basic Materials","0.008658691588873396"
"10-16 17:12","GOLD","Darkpool","15.76","135.2K","2.13M","AtBid","Basic Materials","0.00775020290642503"
"10-16 17:12","ENB","Darkpool","33.05","183.16K","6.05M","AtBid","Energy","0.00906571828906458"
"10-16 17:12","DNN","Darkpool","1.43","769.8K","1.1M","AtBid","Energy","0.0926831952438642"
"10-16 17:12","CNQ","Darkpool","67.19","26.46K","1.78M","AtBid","Energy","0.002481116499161106"
"10-16 17:10","KR","Darkpool","44.29","12.21K","540.56K","AtBid","Consumer Defensive","0.001645705906300288"
"10-16 17:08","TMF","Darkpool","4.41","74.8K","329.87K","AtBid","N/A","74800"
"10-16 17:08","PDD","Darkpool","105.32","587.1K","61.83M","AtBid","Consumer Cyclical","0.08359182668876246"
"10-16 17:08","HDB","Darkpool","59.01","371.8K","21.94M","AtBid","Financial","0.004533627572282354"
"10-16 17:08","POWL","Darkpool","81.58","17.2K","1.4M","AtBid","Industrials","0.18960091872668433"
"10-16 17:08","VIAV","Darkpool","8.14","371.9K","3.03M","AtAsk","Technology","0.17008458010269817"
"10-16 17:08","ISRG","Darkpool","274.16","219.6K","60.21M","AtAsk","Healthcare","0.0628415483581754"
"10-16 17:08","GOOGL","Darkpool","139.095","2.16M","300.0M","AtAsk","Communication Services","0.019821593454221673"
"10-16 17:08","PBR","Darkpool","15.79","362.0K","5.72M","AtAsk","Energy","0.008756581225417916"
"10-16 17:08","IAU","Darkpool","36.34","31.1K","1.13M","AtBid","N/A","31100"
"10-16 17:08","IAU","Darkpool","36.34","24.1K","875.79K","AtBid","N/A","24100"
"10-16 17:08","VIPS","Darkpool","15.34","150.9K","2.31M","AtBid","Consumer Cyclical","0.049173986198761906"
"10-16 17:08","CCF","Darkpool","126.82","61.8K","7.84M","AtAsk","Basic Materials","0.9017903602988108"
"10-16 17:04","CLVT","Darkpool","6.79","6.76M","45.91M","AtBid","N/A","6762000"
"10-16 17:02","UAL","Darkpool","39.53","119.2K","4.71M","AtBid","Industrials","0.036532767831901986"
"10-16 17:01","SCHG","Darkpool","75.49","27.4K","2.07M","AtBid","N/A","27400"
"10-16 17:01","PBR/A","Darkpool","14.59","28.43K","414.72K","AtAsk","N/A","28425"
"10-16 17:01","GERN","Darkpool","1.9","3.18M","6.05M","AtBid","Healthcare","0.6480831317962175"
