"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"11-27 17:44","BA","Darkpool","217.904","91.5K","19.94M","AtBid","Industrials","91500"
"11-27 17:33","QCOM","Darkpool","128.2","250.0K","32.05M","AtAsk","Technology","250000"
"11-27 17:33","QCOM","Darkpool","128.2","701.2K","89.89M","AtAsk","Technology","701200"
"11-27 17:33","INTC","Darkpool","44.08","1.5M","66.12M","AtBid","Technology","1500000"
"11-27 17:33","JNJ","Darkpool","151.28","400.0K","60.51M","AtBid","Healthcare","400000"
"11-27 17:31","ETWO","Darkpool","3.41","1.56M","5.32M","AtAsk","N/A","1561504"
"11-27 17:31","TCOM","Darkpool","35.52","192.3K","6.83M","AtAsk","Consumer Cyclical","192300"
"11-27 17:31","OPEN","Darkpool","2.75","208.0K","572.01K","AtAsk","Real Estate","208005"
"11-27 17:31","CHWY","Darkpool","18.34","879.5K","16.13M","AtBid","Consumer Cyclical","879500"
"11-27 17:31","JD","Darkpool","28.34","605.2K","17.15M","AtBid","Consumer Cyclical","605200"
"11-27 17:31","SE","Darkpool","37.47","1.81M","67.72M","AtAsk","Communication Services","1807400"
"11-27 17:31","APPF","Darkpool","194.78","2.5K","486.95K","AtBid","Technology","2500"
"11-27 17:31","LNN","Darkpool","120.42","9.6K","1.16M","NoMatch","Industrials","9600"
"11-27 17:31","DQ","Darkpool","24.83","15.5K","384.87K","AtBid","Technology","15500"
"11-27 17:31","ALG","Darkpool","186.81","6.0K","1.12M","NoMatch","Industrials","6000"
"11-27 17:31","SBUX","Darkpool","102.36","64.8K","6.63M","AtAsk","Consumer Cyclical","64800"
"11-27 17:31","BIDU","Darkpool","124","127.4K","15.8M","AtBid","Communication Services","127400"
"11-27 17:31","TAL","Darkpool","10.9","359.5K","3.92M","AtBid","Consumer Defensive","359500"
"11-27 17:26","AWK","Darkpool","134.751","2.94K","396.17K","AtAsk","Utilities","2940"
"11-27 17:24","GILD","Darkpool","74.92","5.5K","412.06K","AtAsk","Healthcare","5500"
"11-27 17:24","ABBV","Darkpool","139.09","3.73K","518.11K","AtAsk","Healthcare","3725"
"11-27 17:21","VALE","Darkpool","14.89","4.09M","60.89M","AtBid","Basic Materials","4089441"
"11-27 17:21","VO","Darkpool","216.02","11.98K","2.59M","AtAsk","N/A","11976"
"11-27 17:17","AWK","Darkpool","134.751","2.94K","396.17K","AtAsk","Utilities","2940"
"11-27 17:16","ORLA","Darkpool","2.93","115.63K","338.8K","AtBid","N/A","115633"
"11-27 17:16","QSR","Darkpool","70.25","38.88K","2.73M","AtBid","Consumer Cyclical","38880"
"11-27 17:16","NXE","Darkpool","6.72","99.47K","668.47K","AtBid","Energy","99475"
"11-27 17:16","AEM","Darkpool","50.71","43.95K","2.23M","AtBid","Basic Materials","43948"
"11-27 17:16","GOLD","Darkpool","16.54","83.63K","1.38M","AtBid","Basic Materials","83633"
"11-27 17:16","BEP","Darkpool","24.44","12.79K","312.51K","AtBid","Utilities","12787"
"11-27 17:16","AAPL","Darkpool","189.79","9.15K","1.74M","AtBid","Technology","9148"
"11-27 17:16","EQX","Darkpool","5.09","66.68K","339.4K","AtBid","Basic Materials","66680"
"11-27 17:16","LNTH","Darkpool","70.99","5.48K","389.31K","AtBid","Healthcare","5484"
"11-27 17:16","AVGO","Darkpool","950.24","15.11K","14.36M","AtAsk","Technology","15114"
"11-27 17:16","BURL","Darkpool","171.68","5.87K","1.01M","AtBid","Consumer Cyclical","5870"
"11-27 17:16","UVXY","Darkpool","10.2","24.62K","251.09K","AtAsk","Financial","24617"
"11-27 17:16","VALE","Darkpool","14.89","1.21M","17.98M","AtBid","Basic Materials","1207479"
"11-27 17:16","NVDA","Darkpool","482.42","11.51K","5.55M","AtAsk","Technology","11512"
"11-27 17:16","PLTR","Darkpool","19.08","31.07K","592.78K","AtAsk","Technology","31068"
"11-27 17:16","TDOC","Darkpool","17.21","27.4K","471.55K","AtBid","Healthcare","27400"
"11-27 17:16","W","Darkpool","52.76","11.15K","588.49K","AtBid","Consumer Cyclical","11154"
"11-27 17:16","PODD","Darkpool","187.74","7.59K","1.43M","AtBid","Healthcare","7595"
"11-27 17:16","SNX","Darkpool","98.51","11.69K","1.15M","NoMatch","Technology","11687"
"11-27 17:16","BOIL","Darkpool","40.01","7.18K","287.31K","AtBid","N/A","7181"
"11-27 17:16","VNQ","Darkpool","80.05","4.06K","325.08K","AtBid","N/A","4061"
"11-27 17:16","WMT","Darkpool","156.77","4.71K","737.6K","AtAsk","Consumer Defensive","4705"
"11-27 17:16","SILV","Darkpool","5.93","177.89K","1.05M","AtBid","Basic Materials","177890"
"11-27 17:16","PANW","Darkpool","269.09","6.12K","1.65M","AtAsk","Technology","6119"
"11-27 17:16","KTOS","Darkpool","19.52","40.12K","783.22K","AtAsk","Industrials","40124"
"11-27 17:16","SPXL","Darkpool","91.33","22.6K","2.06M","AtBid","N/A","22600"
"11-27 17:16","RIOT","Darkpool","11.82","222.65K","2.63M","AtBid","Technology","222650"
