"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"07-14 17:18:03.548","META","Darkpool","308.87","132.0K","40.77M","AtBid","Communication Services","0.006036911325015557"
"07-14 17:18:03.539","STZ","Darkpool","255.47","85.49K","21.84M","AtAsk","Consumer Defensive","0.05131771312095702"
"07-14 17:18:03.539","INTC","Darkpool","33.15","613.67K","20.34M","AtBid","Technology","0.014726398922347807"
"07-14 17:18:03.525","MSFT","Darkpool","345.24","85.0K","29.35M","AtAsk","Technology","0.0011441046245452592"
"07-14 17:18:03.523","SCHW","Darkpool","58.52","515.09K","30.14M","AtBid","Financial","0.03463673092722526"
"07-14 17:18:03.521","SBUX","Darkpool","101.61","153.39K","15.59M","AtAsk","Consumer Cyclical","0.0136639080967829"
"07-14 17:11:52.116","QQQM","Darkpool","155.97","1.7K","265.15K","AtAsk","N/A","1700"
"07-14 17:11:51.345","GOOGL","Darkpool","125.42","935.9K","117.38M","AtBid","Communication Services","0.008540084725433224"
"07-14 17:11:51.344","ARNC","Darkpool","29.56","198.1K","5.86M","AtBid","Industrials","0.20036576005863424"
"07-14 17:11:51.342","CELH","Darkpool","153.11","60.4K","9.25M","AtBid","Consumer Defensive","0.1244433272931619"
"07-14 17:11:51.340","OSCR","Darkpool","7.85","137.31K","1.08M","AtAsk","N/A","137305"
"07-14 17:11:51.337","PDD","Darkpool","79.49","1.48M","117.26M","AtAsk","Consumer Cyclical","0.21623406944011211"
"07-14 17:11:51.319","TSM","Darkpool","105.14","473.9K","49.83M","AtBid","Technology","0.0012253299204340153"
"07-14 17:11:51.319","BABA","Darkpool","94.56","84.4K","7.98M","AtAsk","Consumer Cyclical","0.004062433440950917"
"07-14 17:11:51.318","META","Darkpool","308.87","230.9K","71.32M","AtBid","Communication Services","0.010560021401106758"
"07-14 17:11:51.294","STNE","Darkpool","12.17","85.7K","1.04M","AtAsk","Technology","0.030043744954701676"
"07-14 17:06:18.318","DDOG","Darkpool","108.53","5.41K","587.36K","AtAsk","Technology","0.0018551511933825647"
"07-14 17:06:18.209","TSLA","Darkpool","281.38","27.81K","7.83M","AtAsk","Consumer Cyclical","0.001026601195914871"
"07-14 17:06:18.139","TGT","Darkpool","130.92","6.96K","911.86K","AtAsk","Consumer Defensive","0.0015135852084864857"
"07-14 17:06:18.135","ABNB","Darkpool","143.34","19.3K","2.77M","AtAsk","Communication Services","0.0049849997694004925"
"07-14 17:06:17.963","SNOW","Darkpool","180.79","4.97K","899.25K","AtBid","Technology","0.0017695683908494587"
"07-14 17:00:00.046","TTD","Darkpool","88","6.72K","591.71K","AtAsk","Technology","0.0015271680250425758"
