"Time","Symbol","Type","Price","Size","Value","Filled","Sector","Mcap Proportion"
"12-07 17:38","EU","Darkpool","4.18","68.08K","284.59K","AtBid","N/A","68084"
"12-07 17:38","SHOP","Darkpool","71.9","87.26K","6.27M","AtAsk","Technology","0.007515348061683196"
"12-07 17:32","GOOGL","Darkpool","136.93","201.5K","27.59M","AtAsk","Communication Services","0.0018680257097889545"
"12-07 17:31","ETR","Darkpool","101.89","21.6K","2.2M","AtAsk","Utilities","0.010264258515120757"
"12-07 17:31","EYPT","Darkpool","21.18","248.1K","5.25M","AtBid","Healthcare","1.3478967757722373"
"12-07 17:31","ALG","Darkpool","188","16.5K","3.1M","NoMatch","Industrials","0.14083966044838225"
"12-07 17:31","HCP","Darkpool","24.9","66.1K","1.65M","AtAsk","N/A","66100"
"12-07 17:31","ERJ","Darkpool","18.92","105.9K","2.0M","AtAsk","Industrials","0.015240323670971964"
"12-07 17:31","KROS","Darkpool","35.51","137.9K","4.9M","AtBid","Healthcare","0.5929279050833786"
"12-07 17:31","HCP","Darkpool","24.9","74.3K","1.85M","AtAsk","N/A","74300"
"12-07 17:31","BIDU","Darkpool","115.78","91.6K","10.61M","AtBid","Communication Services","0.004074951562794638"
"12-07 17:31","MELI","Darkpool","1590.94","11.4K","18.14M","AtAsk","Consumer Cyclical","0.024407000347328744"
"12-07 17:31","AGM","Darkpool","172.57","11.0K","1.9M","NoMatch","Financial","0.10799297221007029"
"12-07 17:31","BCPC","Darkpool","134.97","19.3K","2.6M","NoMatch","Basic Materials","0.0603924123724089"
"12-07 17:31","AMZN","Darkpool","146.88","2.0M","293.14M","AtAsk","Consumer Cyclical","0.02201778888011525"
"12-07 17:31","TMHC","Darkpool","47.27","282.9K","13.37M","AtBid","Consumer Cyclical","0.2732062198500784"
"12-07 17:31","GILD","Darkpool","78.05","47.6K","3.72M","AtAsk","Healthcare","0.00382503056301876"
"12-07 17:31","KWR","Darkpool","192.8","24.0K","4.63M","NoMatch","Basic Materials","0.17399068366884296"
"12-07 17:31","GOOGL","Darkpool","136.93","1.16M","159.28M","AtAsk","Communication Services","0.010783560821967802"
"12-07 17:31","CFLT","Darkpool","23.04","384.8K","8.87M","AtAsk","N/A","384800"
"12-07 17:31","ALLY","Darkpool","29.37","94.9K","2.79M","AtBid","Financial","0.035108348544053085"
"12-07 17:31","CHWY","Darkpool","19.23","455.7K","8.76M","AtAsk","Consumer Cyclical","0.3891782750523992"
"12-07 17:31","NVDA","Darkpool","465.96","496.48K","231.34M","AtAsk","Technology","0.020944114773016623"
"12-07 17:31","GDX","Darkpool","30.32","79.6K","2.41M","AtBid","Financial","79600"
"12-07 17:31","TVTX","Darkpool","8.65","281.5K","2.43M","AtBid","N/A","281500"
"12-07 17:31","ITCI","Darkpool","60.94","116.3K","7.09M","AtAsk","Healthcare","0.12362896487816977"
"12-07 17:31","QTRX","Darkpool","22.75","109.6K","2.49M","AtAsk","Healthcare","0.3369257736535112"
"12-07 17:31","GDXJ","Darkpool","37.15","104.32K","3.88M","AtBid","N/A","104316"
"12-07 17:31","TSM","Darkpool","99.29","328.3K","32.6M","AtAsk","Technology","0.006330954862821124"
"12-07 17:24","WW","Darkpool","6.92","1.11M","7.69M","AtAsk","Consumer Cyclical","1.5613477590931129"
"12-07 17:24","MELI","Darkpool","1590.94","5.0K","7.95M","AtAsk","Consumer Cyclical","0.010704824713740676"
"12-07 17:24","KROS","Darkpool","35.51","31.3K","1.11M","AtBid","Healthcare","0.13458044546127448"
"12-07 17:24","ARGX","Darkpool","457.77","2.6K","1.19M","NoMatch","Healthcare","0.004419082236163029"
"12-07 17:12","BTG","Darkpool","3.13","204.47K","640.0K","AtBid","Basic Materials","0.015905891079473936"
"12-07 17:12","BAM","Darkpool","36.03","19.64K","707.77K","AtAsk","Financial","0.005438127500885668"
"12-07 17:12","MDLZ","Darkpool","71.61","275.0K","19.69M","AtBid","Consumer Defensive","0.020244936954943674"
"12-07 17:12","GS","Darkpool","344.62","115.0K","39.63M","AtAsk","Financial","0.03366323025777124"
"12-07 17:12","MRVL","Darkpool","52.19","216.0K","11.27M","AtAsk","Technology","0.025205672158434174"
"12-07 17:12","NKE","Darkpool","114.81","123.0K","14.12M","AtAsk","Consumer Cyclical","0.010195727141844128"
"12-07 17:12","JPM","Darkpool","156.79","93.0K","14.58M","AtAsk","Financial","0.0032319639628984272"
"12-07 17:12","AVGO","Darkpool","922.26","75.0K","69.17M","AtAsk","Technology","0.01853265138118291"
"12-07 17:04","SPY","Darkpool","458.23","5.79K","2.65M","AtAsk","Financial","0"
"12-07 17:04","COST","Darkpool","610.95","4.68K","2.86M","AtAsk","Consumer Defensive","0.0010599068715238789"
"12-07 17:04","HD","Darkpool","326.17","42.41K","13.83M","AtAsk","Consumer Cyclical","0.004271770692042243"
"12-07 17:04","WMT","Darkpool","152.46","14.52K","2.21M","AtAsk","Consumer Defensive","0.001016097674550422"
"12-07 17:03","SPY","Darkpool","458.23","327.35K","150.0M","AtAsk","Financial","0"
"12-07 17:00","BABA","Darkpool","72.33","552.71K","39.98M","AtAsk","Consumer Cyclical","0.003297529834194285"
"12-07 17:00","DE","Darkpool","361.22","7.4K","2.67M","AtAsk","Industrials","0.0027870284100918615"
"12-07 17:00","CVS","Darkpool","74.01","15.19K","1.12M","AtAsk","Healthcare","0.0011826024934649263"
"12-07 17:00","HPQ","Darkpool","29.41","84.03K","2.47M","AtAsk","Technology","0.00940951481501937"
"12-07 17:00","TROW","Darkpool","99.94","23.29K","2.33M","AtAsk","Financial","0.010652202355184928"
"12-07 17:00","SIRI","Darkpool","4.71","57.24K","269.61K","AtAsk","Communication Services","0.009214081473653477"
"12-07 17:00","ARKK","Darkpool","48.29","36.65K","1.77M","AtAsk","Financial","36652"
"12-07 17:00","KO","Darkpool","58.74","108.99K","6.4M","AtAsk","Consumer Defensive","0.002800051987988151"
"12-07 17:00","GME","Darkpool","16.36","78.2K","1.28M","AtAsk","Consumer Cyclical","0.029281399703028194"
"12-07 17:00","EWBC","Darkpool","67.31","3.85K","258.81K","AtBid","Financial","0.0027561112430149874"
"12-07 17:00","GME","Darkpool","16.36","96.35K","1.58M","AtAsk","Consumer Cyclical","0.0360790279665675"
"12-07 17:00","ABNB","Darkpool","139.84","23.96K","3.35M","AtAsk","Communication Services","0.005782876791997578"
"12-07 17:00","SPY","Darkpool","458.23","53.26K","24.41M","AtAsk","Financial","0"
"12-07 17:00","QRVO","Darkpool","100.32","47.52K","4.77M","AtBid","Technology","0.049193625355808325"
"12-07 17:00","WBA","Darkpool","22.91","24.22K","554.93K","AtAsk","Healthcare","0.0033864979396007982"
"12-07 17:00","ALLY","Darkpool","29.37","25.5K","749.02K","AtBid","Financial","0.009434859988608914"
"12-07 17:00","JPM","Darkpool","156.79","32.69K","5.13M","AtAsk","Financial","0.0011360874614098117"
"12-07 17:00","COP","Darkpool","110.85","14.55K","1.61M","AtAsk","Energy","0.0012274185118338822"
"12-07 17:00","ANSS","Darkpool","286.11","2.92K","834.87K","NoMatch","Technology","0.003368973408224142"
"12-07 17:00","PARA","Darkpool","15.03","94.93K","1.43M","AtAsk","N/A","94926"
"12-07 17:00","VZ","Darkpool","38.65","88.65K","3.43M","AtAsk","Communication Services","0.0021102480569667125"
"12-07 17:00","CACI","Darkpool","323.46","5.31K","1.72M","NoMatch","Technology","0.02416842304953885"
"12-07 17:00","WSM","Darkpool","195.32","3.87K","756.47K","AtAsk","Consumer Cyclical","0.006987210590251515"
"12-07 17:00","SHEL","Darkpool","63.27","17.33K","1.1M","AtAsk","N/A","17329"
"12-07 17:00","BMBL","Darkpool","14.14","88.8K","1.26M","AtAsk","N/A","88799"
"12-07 17:00","NVDA","Darkpool","465.96","228.59K","106.51M","AtAsk","Technology","0.00964316346653739"
"12-07 17:00","RIVN","Darkpool","19.19","54.45K","1.04M","AtAsk","Consumer Cyclical","0.00811740020238182"
"12-07 17:00","HEI","Darkpool","177.73","6.38K","1.13M","NoMatch","Industrials","0.005380359819847239"
"12-07 17:00","MRVL","Darkpool","52.19","56.73K","2.96M","AtAsk","Technology","0.006619989729388753"
"12-07 17:00","INTC","Darkpool","42.15","57.58K","2.43M","AtAsk","Technology","0.0013671842428350182"
"12-07 17:00","FDX","Darkpool","267.63","4.14K","1.11M","AtAsk","Industrials","0.0017910765296630697"
"12-07 17:00","SPXL","Darkpool","93.22","10.17K","948.05K","AtAsk","N/A","10170"
"12-07 17:00","AMD","Darkpool","128.37","23.32K","2.99M","AtAsk","Technology","0.0014524380154417426"
"12-07 17:00","RBLX","Darkpool","39.86","95.81K","3.82M","AtAsk","Communication Services","0.01959326762457602"
"12-07 17:00","QCOM","Darkpool","132.94","11.34K","1.51M","AtAsk","Technology","0.0010197730540767228"
"12-07 17:00","WST","Darkpool","341.19","3.14K","1.07M","NoMatch","Healthcare","0.004264972087334287"
"12-07 17:00","NEE","Darkpool","59.85","26.1K","1.56M","AtBid","Utilities","0.0012746903766305403"
"12-07 17:00","TNA","Darkpool","31.5","29.94K","943.05K","AtAsk","Financial","29938"
"12-07 17:00","NFLX","Darkpool","452","44.74K","20.22M","AtAsk","Communication Services","0.010360943006082075"
"12-07 17:00","GILD","Darkpool","78.05","40.62K","3.17M","AtAsk","Healthcare","0.0032642135819408624"
"12-07 17:00","ALNY","Darkpool","177.26","11.03K","1.96M","AtBid","Healthcare","0.00882748424499269"
"12-07 17:00","ALK","Darkpool","35.97","50.38K","1.81M","AtAsk","Industrials","0.039479759804154066"
"12-07 17:00","PCG","Darkpool","17.37","298.31K","5.18M","AtAsk","Utilities","0.014854732609955377"
"12-07 17:00","GS","Darkpool","344.62","40.45K","13.94M","AtAsk","Financial","0.011841260785977062"
"12-07 17:00","CTRA","Darkpool","24.58","41.83K","1.03M","AtBid","Energy","0.00595852022855434"
"12-07 17:00","LII","Darkpool","418.66","2.49K","1.04M","NoMatch","Industrials","0.007899153944529499"
"12-07 17:00","DVN","Darkpool","43.46","25.69K","1.12M","AtAsk","Energy","0.004036016016403244"
"12-07 17:00","IONQ","Darkpool","13.2","29.32K","387.09K","AtAsk","N/A","29325"
"12-07 17:00","DAL","Darkpool","40.34","95.98K","3.87M","AtAsk","Industrials","0.014970883160848264"
"12-07 17:00","CSCO","Darkpool","48.26","168.62K","8.14M","AtAsk","Technology","0.004159156777940352"
"12-07 17:00","O","Darkpool","54.69","12.4K","678.21K","AtBid","Real Estate","0.0017155993645318133"
"12-07 17:00","TEAM","Darkpool","187.85","3.96K","744.64K","AtAsk","Technology","0.002583666203049362"
"12-07 17:00","GM","Darkpool","33.51","193.03K","6.47M","AtAsk","Consumer Cyclical","0.014134421669987287"
"12-07 17:00","META","Darkpool","326.59","85.11K","27.8M","AtAsk","Communication Services","0.00384628419119413"
"12-07 17:00","AMZN","Darkpool","146.88","356.11K","52.3M","AtAsk","Consumer Cyclical","0.003928583388587194"
"12-07 17:00","RIOT","Darkpool","14.88","17.99K","267.75K","AtBid","Technology","0.009125725059370338"
"12-07 17:00","IVV","Darkpool","460.36","4.21K","1.94M","AtAsk","N/A","4214"
"12-07 17:00","AI","Darkpool","26.02","97.55K","2.54M","AtAsk","Real Estate","0.09542359947602855"
"12-07 17:00","RIOT","Darkpool","14.88","67.43K","1.0M","AtBid","Technology","0.03419636486068818"
"12-07 16:59","UBER","Darkpool","60.98","1.89M","115.34M","AtAsk","Technology","0.09209193375278449"
"12-07 16:59","ALLY","Darkpool","29.37","82.83K","2.43M","AtBid","Financial","0.0306415603425684"
"12-07 16:59","JBLU","Darkpool","5.45","189.54K","1.03M","AtAsk","Industrials","0.0570560222008903"
"12-07 16:59","CVS","Darkpool","74.01","110.39K","8.17M","AtAsk","Healthcare","0.008593739006885209"
"12-07 16:59","LUV","Darkpool","29.16","49.16K","1.43M","AtAsk","Industrials","0.00828026287143923"
"12-07 16:59","ALB","Darkpool","125.35","22.65K","2.84M","AtAsk","Basic Materials","0.01936219258993659"
"12-07 16:59","FTNT","Darkpool","51.32","46.51K","2.39M","AtAsk","Technology","0.0071927369975291556"
"12-07 16:59","BWA","Darkpool","33.04","126.81K","4.19M","AtAsk","Consumer Cyclical","0.05431670129468811"
"12-07 16:59","VRSK","Darkpool","233.75","5.48K","1.28M","AtAsk","Industrials","0.003804795868429339"
"12-07 16:59","MELI","Darkpool","1590.94","1.69K","2.69M","AtAsk","Consumer Cyclical","0.003618230753244349"
"12-07 16:59","GWRE","Darkpool","98.85","17.11K","1.69M","AtAsk","Technology","0.021083994580267388"
